19 10 

92 13 79 19 54 89 27 70 54 32 
94 42 43 99 77 16 36 17 24 7 
69 4 91 92 35 68 89 99 96 29 
97 89 42 31 91 96 29 35 47 64 
36 35 44 12 10 19 98 21 94 41 
74 51 29 98 11 70 43 8 50 41 
6 19 34 70 72 76 79 16 38 6 
15 94 26 44 72 2 17 44 22 49 
20 41 19 32 56 8 52 34 59 30 
91 65 47 28 80 10 20 51 76 55 
54 38 54 36 96 9 98 24 43 57 
78 37 36 37 93 83 5 67 60 58 
30 90 87 8 96 51 50 19 9 22 
73 90 61 3 72 70 56 37 70 10 
48 67 88 38 17 24 50 69 97 41 
72 81 72 14 11 50 55 60 72 15 
63 85 60 72 36 86 48 96 92 43 
85 79 98 46 48 66 33 66 66 11 
30 75 83 96 82 55 22 81 70 58 
