17 10 

4 71 46 28 21 71 30 0 94 33 
61 69 74 42 36 56 60 87 75 54 
61 14 50 56 59 37 0 55 14 75 
35 39 3 19 96 16 52 78 3 72 
4 53 82 78 86 89 60 42 44 57 
82 98 47 55 93 22 20 53 86 53 
71 51 30 4 17 53 60 63 41 67 
50 0 39 31 19 11 38 80 95 79 
29 99 47 84 73 9 73 85 28 94 
7 61 86 59 18 19 1 96 93 89 
40 9 43 25 68 50 49 5 26 7 
20 58 89 2 33 14 95 68 13 13 
76 12 26 37 46 29 44 48 29 68 
8 63 7 63 96 99 4 57 34 35 
22 93 78 30 60 15 11 77 36 70 
69 84 43 26 53 86 33 99 36 63 
56 80 18 75 64 23 21 95 92 18 
