7 9 

18 16 53 31 19 21 29 
17 15 54 30 20 20 28 
23 21 48 36 14 26 34 
48 46 23 61 11 51 59 
12 14 83 1 49 9 1 
16 18 87 3 53 13 5 
55 53 16 68 18 58 66 

53 2 48 12 27 10 21 
54 3 49 13 26 11 20 
48 3 43 7 32 5 26 
23 28 18 18 57 20 51 
83 32 78 42 3 40 9 
87 36 82 46 7 44 13 
16 35 11 25 64 27 58 

37 25 30 37 24 38 7 
36 24 29 38 25 37 8 
42 30 35 32 19 43 2 
67 55 60 7 6 68 23 
7 5 0 67 54 8 37 
3 9 4 71 58 4 41 
74 62 67 0 13 75 30 

12 9 32 25 5 1 31 
11 8 31 24 6 0 32 
17 14 37 30 0 6 26 
42 39 62 55 25 31 1 
18 21 2 5 35 29 61 
22 25 2 9 39 33 65 
49 46 69 62 32 38 6 

49 10 28 37 25 37 5 
50 11 27 36 24 38 6 
44 5 33 42 30 32 0 
19 20 58 67 55 7 25 
79 40 2 7 5 67 35 
83 44 6 3 9 71 39 
12 27 65 74 62 0 32 

16 32 44 37 21 6 27 
17 31 45 38 20 5 28 
11 37 39 32 26 11 22 
14 62 14 7 51 36 3 
46 2 74 67 9 24 57 
50 2 78 71 13 28 61 
21 69 7 0 58 43 10 

8 19 33 48 36 20 14 
9 18 32 49 35 19 13 
3 24 38 43 41 25 19 
22 49 63 18 66 50 44 
38 11 3 78 6 10 16 
42 15 1 82 2 14 20 
29 56 70 11 73 57 51 

17 21 19 31 19 3 20 
18 20 18 30 18 4 21 
12 26 24 36 24 2 15 
13 51 49 61 49 27 10 
47 9 11 1 11 33 50 
51 13 15 3 15 37 54 
20 58 56 68 56 34 17 

71 20 66 30 9 28 3 
69 18 64 28 11 26 5 
0 51 5 41 80 43 74 
84 33 79 43 4 41 10 
34 17 29 7 46 9 40 
74 23 69 33 6 31 0 
82 31 77 41 2 39 8 

19 7 12 55 42 20 25 
21 9 14 53 40 22 23 
90 78 83 16 29 91 46 
6 6 1 68 55 7 38 
56 44 49 18 5 57 12 
16 4 9 58 45 17 28 
8 4 1 66 53 9 36 

6 9 14 7 23 17 49 
4 7 16 9 21 15 47 
65 62 85 78 48 54 22 
19 22 1 6 36 30 62 
31 28 51 44 14 20 12 
9 12 11 4 26 20 52 
17 20 3 4 34 28 60 

67 28 10 19 7 55 23 
65 26 12 21 9 53 21 
