17 4 

75 35 50 2 82 55 51 75 41 30 4 63 29 58 29 45 84 
38 2 13 39 45 18 14 38 4 7 41 26 8 21 8 8 47 
42 2 17 35 49 22 18 42 8 3 37 30 4 25 4 12 51 
23 17 2 54 30 3 1 23 11 22 56 11 23 6 23 7 32 
65 25 40 12 72 45 41 65 31 20 14 53 19 48 19 35 74 
4 36 21 73 11 16 20 4 30 41 75 8 42 13 42 26 13 
55 15 30 22 62 35 31 55 21 10 24 43 9 38 9 25 64 
1 39 24 76 8 19 23 1 33 44 78 11 45 16 45 29 10 
64 24 39 13 71 44 40 64 30 19 15 52 18 47 18 34 73 
38 2 13 39 45 18 14 38 4 7 41 26 8 21 8 8 47 
5 45 30 82 2 25 29 5 39 50 84 17 51 22 51 35 4 
82 42 57 5 89 62 58 82 48 37 3 70 36 65 36 52 91 
78 38 53 1 85 58 54 78 44 33 1 66 32 61 32 48 87 
23 17 2 54 30 3 1 23 11 22 56 11 23 6 23 7 32 
61 21 36 16 68 41 37 61 27 16 18 49 15 44 15 31 70 
4 44 29 81 3 24 28 4 38 49 83 16 50 21 50 34 5 
22 18 3 55 29 2 2 22 12 23 57 10 24 5 24 8 31 

4 79 50 6 17 15 65 38 74 31 27 85 63 78 7 12 39 
41 42 13 43 20 22 28 1 37 6 10 48 26 41 30 25 2 
37 46 17 39 16 18 32 5 41 2 6 52 30 45 26 21 6 
56 27 2 58 35 37 13 14 22 21 25 33 11 26 45 40 13 
14 69 40 16 7 5 55 28 64 21 17 75 53 68 3 2 29 
75 8 21 77 54 56 6 33 3 40 44 14 8 7 64 59 32 
24 59 30 26 3 5 45 18 54 11 7 65 43 58 13 8 19 
78 5 24 80 57 59 9 36 0 43 47 11 11 4 67 62 35 
15 68 39 17 6 4 54 27 63 20 16 74 52 67 4 1 28 
41 42 13 43 20 22 28 1 37 6 10 48 26 41 30 25 2 
84 1 30 86 63 65 15 42 6 49 53 5 17 2 73 68 41 
3 86 57 1 24 22 72 45 81 38 34 92 70 85 14 19 46 
1 82 53 3 20 18 68 41 77 34 30 88 66 81 10 15 42 
56 27 2 58 35 37 13 14 22 21 25 33 11 26 45 40 13 
18 65 36 20 3 1 51 24 60 17 13 71 49 64 7 2 25 
83 0 29 85 62 64 14 41 5 48 52 6 16 1 72 67 40 
57 26 3 59 36 38 12 15 21 22 26 32 10 25 46 41 14 

80 59 7 63 14 72 85 49 51 43 51 46 70 8 66 14 50 
43 22 30 26 23 35 48 12 14 6 14 9 33 29 29 23 13 
47 26 26 30 19 39 52 16 18 10 18 13 37 25 33 19 17 
28 7 45 11 38 20 33 3 1 9 1 6 18 44 14 38 2 
70 49 3 53 4 62 75 39 41 33 41 36 60 2 56 4 40 
9 12 64 8 57 1 14 22 20 28 20 25 1 63 5 57 21 
60 39 13 43 6 52 65 29 31 23 31 26 50 12 46 6 30 
6 15 67 11 60 2 11 25 23 31 23 28 4 66 8 60 24 
69 48 4 52 3 61 74 38 40 32 40 35 59 3 55 3 39 
43 22 30 26 23 35 48 12 14 6 14 9 33 29 29 23 13 
0 21 73 17 66 8 5 31 29 37 29 34 10 72 14 66 30 
87 66 14 70 21 79 92 56 58 50 58 53 77 15 73 21 57 
83 62 10 66 17 75 88 52 54 46 54 49 73 11 69 17 53 
28 7 45 11 38 20 33 3 1 9 1 6 18 44 14 38 2 
66 45 7 49 0 58 71 35 37 29 37 32 56 6 52 0 36 
1 20 72 16 65 7 6 30 28 36 28 33 9 71 13 65 29 
27 6 46 10 39 19 32 4 2 10 2 7 17 45 13 39 3 

79 4 25 81 58 60 10 37 1 44 48 10 12 3 68 63 36 
39 44 15 41 18 20 30 3 39 4 8 50 28 43 28 23 4 
54 29 0 56 33 35 15 12 24 19 23 35 13 28 43 38 11 
2 81 52 4 19 17 67 40 76 33 29 87 65 80 9 14 41 
86 3 32 88 65 67 17 44 8 51 55 3 19 4 75 70 43 
59 24 5 61 38 40 10 17 19 24 28 30 8 23 48 43 16 
55 28 1 57 34 36 14 13 23 20 24 34 12 27 44 39 12 
79 4 25 81 58 60 10 37 1 44 48 10 12 3 68 63 36 
45 38 9 47 24 26 24 3 33 10 14 44 22 37 34 29 2 
34 49 20 36 13 15 35 8 44 1 3 55 33 48 23 18 9 
0 83 54 2 21 19 69 42 78 35 31 89 67 82 11 16 43 
67 16 13 69 46 48 2 25 11 32 36 22 0 15 56 51 24 
33 50 21 35 12 14 36 9 45 2 2 56 34 49 22 17 10 
62 21 8 64 41 43 7 20 16 27 31 27 5 20 51 46 19 
33 50 21 35 12 14 36 9 45 2 2 56 34 49 22 17 10 
49 34 5 51 28 30 20 7 29 14 18 40 18 33 38 33 6 
88 5 34 90 67 69 19 46 10 53 57 1 21 6 77 72 45 

5 16 68 12 61 3 10 26 24 32 24 29 5 67 9 61 25 
45 24 28 28 21 37 50 14 16 8 16 11 35 27 31 21 15 
30 9 43 13 36 22 35 1 1 7 1 4 20 42 16 36 0 
82 61 9 65 16 74 87 51 53 45 53 48 72 10 68 16 52 
2 23 75 19 68 10 3 33 31 39 31 36 12 74 16 68 32 
25 4 48 8 41 17 30 6 4 12 4 9 15 47 11 41 5 
29 8 44 12 37 21 34 2 0 8 0 5 19 43 15 37 1 
5 16 68 12 61 3 10 26 24 32 24 29 5 67 9 61 25 
39 18 34 22 27 31 44 8 10 2 10 5 29 33 25 27 9 
50 29 23 33 16 42 55 19 21 13 21 16 40 22 36 16 20 
84 63 11 67 18 76 89 53 55 47 55 50 74 12 70 18 54 
17 4 56 0 49 9 22 14 12 20 12 17 7 55 3 49 13 
51 30 22 34 15 43 56 20 22 14 22 17 41 21 37 15 21 
22 1 51 5 44 14 27 9 7 15 7 12 12 50 8 44 8 
51 30 22 34 15 43 56 20 22 14 22 17 41 21 37 15 21 
35 14 38 18 31 27 40 4 6 2 6 1 25 37 21 31 5 
4 25 77 21 70 12 1 35 33 41 33 38 14 76 18 70 34 

84 63 11 67 18 76 89 53 55 47 55 50 74 12 70 18 54 
1 20 72 16 65 7 6 30 28 36 28 33 9 71 13 65 29 
30 9 43 13 36 22 35 1 1 7 1 4 20 42 16 36 0 
86 65 13 69 20 78 91 55 57 49 57 52 76 14 72 20 56 
63 42 10 46 3 55 68 32 34 26 34 29 53 9 49 3 33 
65 44 8 48 1 57 70 34 36 28 36 31 55 7 51 1 35 
15 6 58 2 51 7 20 16 14 22 14 19 5 57 1 51 15 
42 21 31 25 24 34 47 11 13 5 13 8 32 30 28 24 12 
6 15 67 11 60 2 11 25 23 31 23 28 4 66 8 60 24 
49 28 24 32 17 41 54 18 20 12 20 15 39 23 35 17 19 
53 32 20 36 13 45 58 22 24 16 24 19 43 19 39 13 23 
5 26 78 22 71 13 0 36 34 42 34 39 15 77 19 71 35 
17 4 56 0 49 9 22 14 12 20 12 17 7 55 3 49 13 
2 19 71 15 64 6 7 29 27 35 27 32 8 70 12 64 28 
73 52 0 56 7 65 78 42 44 36 44 39 63 1 59 7 43 
68 47 5 51 2 60 73 37 39 31 39 34 58 4 54 2 38 
41 20 32 24 25 33 46 10 12 4 12 7 31 31 27 25 11 

