5 9 

17 37 16 35 49 
31 11 32 83 1 
37 57 36 15 69 
38 18 39 90 6 
51 71 50 1 83 

35 18 4 61 35 
83 66 44 13 13 
15 2 24 81 55 
90 73 51 6 20 
1 16 38 95 69 

13 41 31 20 62 
61 7 17 68 14 
7 61 51 0 82 
68 14 24 75 7 
21 75 65 14 96 

34 50 53 9 14 
82 2 5 39 62 
14 70 73 29 6 
89 5 2 46 69 
0 84 87 43 20 

30 22 27 20 36 
18 26 21 68 12 
50 42 47 0 56 
25 33 28 75 19 
64 56 61 14 70 

6 49 50 31 8 
42 1 2 79 40 
26 69 70 11 28 
49 6 5 86 47 
40 83 84 3 42 

24 14 32 59 59 
24 34 16 11 11 
44 34 52 79 79 
31 41 23 4 4 
58 48 66 93 93 

21 2 25 5 9 
69 46 73 43 39 
1 22 5 25 29 
76 53 80 50 46 
13 36 9 39 43 

52 35 13 44 18 
72 55 33 24 2 
51 34 12 45 19 
0 17 39 96 70 
84 67 45 12 14 

30 24 14 37 45 
50 4 6 57 25 
29 25 15 36 46 
22 76 66 15 97 
62 8 18 69 13 

51 33 36 8 31 
71 13 16 28 51 
50 34 37 7 30 
1 85 88 44 21 
83 1 4 40 63 

13 5 10 37 19 
7 15 10 57 1 
14 6 11 36 20 
65 57 62 15 71 
19 27 22 69 13 

11 32 33 48 9 
31 12 13 68 29 
10 33 34 47 8 
41 84 85 4 43 
43 0 1 80 41 

7 3 15 42 42 
13 23 5 22 22 
8 2 16 43 43 
59 49 67 94 94 
25 35 17 10 10 

38 15 42 12 8 
58 35 62 32 28 
37 14 41 11 7 
14 37 10 40 44 
70 47 74 44 40 

22 76 66 15 97 
5 59 49 2 80 
17 37 27 24 58 
74 20 30 81 1 
48 6 4 55 27 

1 85 88 44 21 
16 68 71 27 4 
38 46 49 5 18 
95 11 8 52 75 
69 15 18 26 49 

65 57 62 15 71 
48 40 45 2 54 
26 18 23 24 32 
31 39 34 81 25 
5 13 8 55 1 

41 84 85 4 43 
24 67 68 13 26 
2 45 46 35 4 
55 12 11 92 53 
29 14 15 66 27 

59 49 67 94 94 
42 32 50 77 77 
20 10 28 55 55 
37 47 29 2 2 
11 21 3 24 24 

14 37 10 40 44 
3 20 7 23 27 
25 2 29 1 5 
82 59 86 56 52 
56 33 60 30 26 

21 63 66 22 1 
75 9 12 32 55 
65 19 22 22 45 
14 70 73 29 6 
96 12 9 53 76 

43 35 40 7 49 
11 19 14 61 5 
1 9 4 51 5 
50 42 47 0 56 
32 40 35 82 26 

19 62 63 18 21 
35 8 9 72 33 
25 18 19 62 23 
26 69 70 11 28 
56 13 12 93 54 

37 27 45 72 72 
17 27 9 18 18 
7 17 1 28 28 
44 34 52 79 79 
38 48 30 3 3 

8 15 12 18 22 
62 39 66 36 32 
52 29 56 26 22 
1 22 5 25 29 
83 60 87 57 53 

64 56 61 14 70 
20 28 23 70 14 
23 31 26 73 17 
21 13 18 29 27 
44 36 41 6 50 

40 83 84 3 42 
44 1 0 81 42 
47 4 3 84 45 
3 40 41 40 1 
20 63 64 17 22 

58 48 66 93 93 
26 36 18 9 9 
29 39 21 6 6 
15 5 23 50 50 
38 28 46 73 73 

13 36 9 39 43 
71 48 75 45 41 
74 51 78 48 44 
30 7 34 4 0 
7 16 11 19 23 

24 19 20 61 22 
16 27 28 53 14 
21 22 23 58 19 
26 69 70 11 28 
30 13 14 67 28 

6 16 2 29 29 
2 8 10 37 37 
3 13 5 32 32 
44 34 52 79 79 
12 22 4 23 23 

51 28 55 25 21 
43 20 47 17 13 
48 25 52 22 18 
1 22 5 25 29 
57 34 61 31 27 

18 8 26 53 53 
25 35 17 10 10 
26 36 18 9 9 
55 45 63 90 90 
16 6 24 51 51 

27 4 31 1 3 
70 47 74 44 40 
71 48 75 45 41 
10 33 6 36 40 
29 6 33 3 1 

45 22 49 19 15 
35 12 39 9 5 
53 30 57 27 23 
80 57 84 54 50 
80 57 84 54 50 

