14 6 

6 30 35 5 44 22 51 31 49 23 27 4 34 44 
57 21 16 46 7 73 0 82 2 28 24 47 17 7 
29 65 70 40 79 13 86 4 84 58 62 39 69 79 
57 21 16 46 7 73 0 82 2 28 24 47 17 7 
3 39 44 14 53 13 60 22 58 32 36 13 43 53 
56 20 15 45 6 72 1 81 1 27 23 46 16 6 
60 24 19 49 10 76 3 85 5 31 27 50 20 10 
6 30 35 5 44 22 51 31 49 23 27 4 34 44 
59 23 18 48 9 75 2 84 4 30 26 49 19 9 
24 60 65 35 74 8 81 1 79 53 57 34 64 74 
14 50 55 25 64 2 71 11 69 43 47 24 54 64 
7 29 34 4 43 23 50 32 48 22 26 3 33 43 
60 24 19 49 10 76 3 85 5 31 27 50 20 10 
3 33 38 8 47 19 54 28 52 26 30 7 37 47 

40 51 36 19 17 21 11 29 13 57 50 21 5 10 
91 0 15 32 34 72 40 22 64 6 1 30 46 41 
5 86 71 54 52 14 46 64 22 92 85 56 40 45 
91 0 15 32 34 72 40 22 64 6 1 30 46 41 
31 60 45 28 26 12 20 38 4 66 59 30 14 19 
90 1 14 31 33 71 39 21 63 7 0 29 45 40 
94 3 18 35 37 75 43 25 67 3 4 33 49 44 
40 51 36 19 17 21 11 29 13 57 50 21 5 10 
93 2 17 34 36 74 42 24 66 4 3 32 48 43 
10 81 66 49 47 9 41 59 17 87 80 51 35 40 
20 71 56 39 37 1 31 49 7 77 70 41 25 30 
41 50 35 18 16 22 10 28 14 56 49 20 4 9 
94 3 18 35 37 75 43 25 67 3 4 33 49 44 
37 54 39 22 20 18 14 32 10 60 53 24 8 13 

21 2 34 40 27 1 45 21 3 10 4 37 15 33 
72 53 85 91 24 52 6 72 54 61 47 88 66 84 
14 33 1 5 62 34 80 14 32 25 39 2 20 2 
72 53 85 91 24 52 6 72 54 61 47 88 66 84 
12 7 25 31 36 8 54 12 6 1 13 28 6 24 
71 52 84 90 23 51 5 71 53 60 46 87 65 83 
75 56 88 94 27 55 9 75 57 64 50 91 69 87 
21 2 34 40 27 1 45 21 3 10 4 37 15 33 
74 55 87 93 26 54 8 74 56 63 49 90 68 86 
9 28 4 10 57 29 75 9 27 20 34 7 15 3 
1 18 14 20 47 19 65 1 17 10 24 17 5 13 
22 3 35 41 26 2 44 22 4 11 3 38 16 34 
75 56 88 94 27 55 9 75 57 64 50 91 69 87 
18 1 31 37 30 2 48 18 0 7 7 34 12 30 

23 16 25 7 11 41 20 2 54 36 33 35 20 33 
74 67 76 58 62 10 31 49 3 15 84 16 71 18 
12 19 10 28 24 76 55 37 89 71 2 70 15 68 
74 67 76 58 62 10 31 49 3 15 84 16 71 18 
14 7 16 2 2 50 29 11 63 45 24 44 11 42 
73 66 75 57 61 9 30 48 4 14 83 15 70 17 
77 70 79 61 65 13 34 52 0 18 87 19 74 21 
23 16 25 7 11 41 20 2 54 36 33 35 20 33 
76 69 78 60 64 12 33 51 1 17 86 18 73 20 
7 14 5 23 19 71 50 32 84 66 3 65 10 63 
3 4 5 13 9 61 40 22 74 56 13 55 0 53 
24 17 26 8 12 40 19 1 53 35 34 34 21 32 
77 70 79 61 65 13 34 52 0 18 87 19 74 21 
20 13 22 4 8 44 23 5 57 39 30 38 17 36 

44 25 2 32 29 22 35 39 3 29 18 48 36 35 
7 26 49 19 22 29 16 12 54 80 69 3 87 86 
79 60 37 67 64 57 70 74 32 6 17 83 1 0 
7 26 49 19 22 29 16 12 54 80 69 3 87 86 
53 34 11 41 38 31 44 48 6 20 9 57 27 26 
6 25 48 18 21 28 15 11 53 79 68 2 86 85 
10 29 52 22 25 32 19 15 57 83 72 6 90 89 
44 25 2 32 29 22 35 39 3 29 18 48 36 35 
9 28 51 21 24 31 18 14 56 82 71 5 89 88 
74 55 32 62 59 52 65 69 27 1 12 78 6 5 
64 45 22 52 49 42 55 59 17 9 2 68 16 15 
43 24 1 31 28 21 34 38 4 30 19 47 37 36 
10 29 52 22 25 32 19 15 57 83 72 6 90 89 
47 28 5 35 32 25 38 42 0 26 15 51 33 32 

34 57 42 25 23 15 17 35 7 63 56 27 11 16 
70 21 6 11 13 51 19 1 43 27 20 9 25 20 
75 16 1 16 18 56 24 6 48 22 15 14 30 25 
45 46 31 14 12 26 6 24 18 52 45 16 0 5 
84 7 8 25 27 65 33 15 57 13 6 23 39 34 
18 73 58 41 39 1 33 51 9 79 72 43 27 32 
91 0 15 32 34 72 40 22 64 6 1 30 46 41 
9 82 67 50 48 10 42 60 18 88 81 52 36 41 
89 2 13 30 32 70 38 20 62 8 1 28 44 39 
63 28 13 4 6 44 12 6 36 34 27 2 18 13 
67 24 9 8 10 48 16 2 40 30 23 6 22 17 
44 47 32 15 13 25 7 25 17 53 46 17 1 6 
74 17 2 15 17 55 23 5 47 23 16 13 29 24 
84 7 8 25 27 65 33 15 57 13 6 23 39 34 

15 4 28 34 33 5 51 15 3 4 10 31 9 27 
51 32 64 70 3 31 15 51 33 40 26 67 45 63 
56 37 69 75 8 36 10 56 38 45 31 72 50 68 
26 7 39 45 22 6 40 26 8 15 1 42 20 38 
65 46 78 84 17 45 1 65 47 54 40 81 59 77 
1 20 12 18 49 21 67 1 19 12 26 15 7 11 
72 53 85 91 24 52 6 72 54 61 47 88 66 84 
10 29 3 9 58 30 76 10 28 21 35 6 16 2 
70 51 83 89 22 50 4 70 52 59 45 86 64 82 
44 25 57 63 4 24 22 44 26 33 19 60 38 56 
48 29 61 67 0 28 18 48 30 37 23 64 42 60 
25 6 38 44 23 5 41 25 7 14 0 41 19 37 
55 36 68 74 7 35 11 55 37 44 30 71 49 67 
65 46 78 84 17 45 1 65 47 54 40 81 59 77 

17 10 19 1 5 47 26 8 60 42 27 41 14 39 
53 46 55 37 41 11 10 28 24 6 63 5 50 3 
58 51 60 42 46 6 15 33 19 1 68 0 55 2 
28 21 30 12 16 36 15 3 49 31 38 30 25 28 
67 60 69 51 55 3 24 42 10 8 77 9 64 11 
1 6 3 15 11 63 42 24 76 58 11 57 2 55 
74 67 76 58 62 10 31 49 3 15 84 16 71 18 
8 15 6 24 20 72 51 33 85 67 2 66 11 64 
72 65 74 56 60 8 29 47 5 13 82 14 69 16 
46 39 48 30 34 18 3 21 31 13 56 12 43 10 
50 43 52 34 38 14 7 25 27 9 60 8 47 6 
27 20 29 11 15 37 16 2 50 32 37 31 24 29 
57 50 59 41 45 7 14 32 20 2 67 1 54 1 
67 60 69 51 55 3 24 42 10 8 77 9 64 11 

50 31 8 38 35 28 41 45 3 23 12 54 30 29 
14 5 28 2 1 8 5 9 33 59 48 18 66 65 
9 10 33 3 6 13 0 4 38 64 53 13 71 70 
39 20 3 27 24 17 30 34 8 34 23 43 41 40 
0 19 42 12 15 22 9 5 47 73 62 4 80 79 
66 47 24 54 51 44 57 61 19 7 4 70 14 13 
7 26 49 19 22 29 16 12 54 80 69 3 87 86 
75 56 33 63 60 53 66 70 28 2 13 79 5 4 
5 24 47 17 20 27 14 10 52 78 67 1 85 84 
21 2 21 9 6 1 12 16 26 52 41 25 59 58 
17 2 25 5 2 5 8 12 30 56 45 21 63 62 
40 21 2 28 25 18 31 35 7 33 22 44 40 39 
10 9 32 2 5 12 1 5 37 63 52 14 70 69 
0 19 42 12 15 22 9 5 47 73 62 4 80 79 

19 38 6 0 67 39 85 19 37 30 44 3 25 7 
72 53 85 91 24 52 6 72 54 61 47 88 66 84 
57 38 70 76 9 37 9 57 39 46 32 73 51 69 
40 21 53 59 8 20 26 40 22 29 15 56 34 52 
38 19 51 57 10 18 28 38 20 27 13 54 32 50 
0 19 13 19 48 20 66 0 18 11 25 16 6 12 
32 13 45 51 16 12 34 32 14 21 7 48 26 44 
50 31 63 69 2 30 16 50 32 39 25 66 44 62 
8 11 21 27 40 12 58 8 10 3 17 24 2 20 
78 59 91 97 30 58 12 78 60 67 53 94 72 90 
71 52 84 90 23 51 5 71 53 60 46 87 65 83 
42 23 55 61 6 22 24 42 24 31 17 58 36 54 
26 7 39 45 22 6 40 26 8 15 1 42 20 38 
31 12 44 50 17 11 35 31 13 20 6 47 25 43 

17 24 15 33 29 81 60 42 94 76 7 75 20 73 
74 67 76 58 62 10 31 49 3 15 84 16 71 18 
59 52 61 43 47 5 16 34 18 0 69 1 56 3 
42 35 44 26 30 22 1 17 35 17 52 16 39 14 
40 33 42 24 28 24 3 15 37 19 50 18 37 16 
2 5 4 14 10 62 41 23 75 57 12 56 1 54 
34 27 36 18 22 30 9 9 43 25 44 24 31 22 
52 45 54 36 40 12 9 27 25 7 62 6 49 4 
10 3 12 6 2 54 33 15 67 49 20 48 7 46 
80 73 82 64 68 16 37 55 3 21 90 22 77 24 
73 66 75 57 61 9 30 48 4 14 83 15 70 17 
44 37 46 28 32 20 1 19 33 15 54 14 41 12 
28 21 30 12 16 36 15 3 49 31 38 30 25 28 
33 26 35 17 21 31 10 8 44 26 43 25 30 23 

84 65 42 72 69 62 75 79 37 11 22 88 4 5 
7 26 49 19 22 29 16 12 54 80 69 3 87 86 
8 11 34 4 7 14 1 3 39 65 54 12 72 71 
25 6 17 13 10 3 16 20 22 48 37 29 55 54 
27 8 15 15 12 5 18 22 20 46 35 31 53 52 
65 46 23 53 50 43 56 60 18 8 3 69 15 14 
33 14 9 21 18 11 24 28 14 40 29 37 47 46 
15 4 27 3 0 7 6 10 32 58 47 19 65 64 
57 38 15 45 42 35 48 52 10 16 5 61 23 22 
13 32 55 25 28 35 22 18 60 86 75 9 93 92 
6 25 48 18 21 28 15 11 53 79 68 2 86 85 
23 4 19 11 8 1 14 18 24 50 39 27 57 56 
39 20 3 27 24 17 30 34 8 34 23 43 41 40 
34 15 8 22 19 12 25 29 13 39 28 38 46 45 

2 5 4 14 10 62 41 23 75 57 12 56 1 54 
21 14 23 5 9 43 22 4 56 38 31 37 18 35 
11 18 9 27 23 75 54 36 88 70 1 69 14 67 
17 24 15 33 29 81 60 42 94 76 7 75 20 73 
50 43 52 34 38 14 7 25 27 9 60 8 47 6 
22 15 24 6 10 42 21 3 55 37 32 36 19 34 
68 61 70 52 56 4 25 43 9 9 78 10 65 12 
2 5 4 14 10 62 41 23 75 57 12 56 1 54 
20 13 22 4 8 44 23 5 57 39 30 38 17 36 
13 6 15 3 1 51 30 12 64 46 23 45 10 43 
27 20 29 11 15 37 16 2 50 32 37 31 24 29 
14 21 12 30 26 78 57 39 91 73 4 72 17 70 
8 1 10 8 4 56 35 17 69 51 18 50 5 48 
10 17 8 26 22 74 53 35 87 69 0 68 13 66 

