6 8 

38 6 46 9 82 23 
15 17 23 14 59 0 
37 5 45 8 81 22 
13 45 5 42 31 28 
35 67 27 64 9 50 
4 36 4 33 40 19 

41 41 17 9 59 44 
18 18 6 14 36 21 
40 40 16 8 58 43 
10 10 34 42 8 7 
32 32 56 64 14 29 
1 1 25 33 17 2 

18 88 56 20 74 66 
5 65 33 3 51 43 
17 87 55 19 73 65 
33 37 5 31 23 15 
55 15 17 53 1 7 
24 46 14 22 32 24 

26 69 55 15 26 7 
3 46 32 8 3 16 
25 68 54 14 25 6 
25 18 4 36 25 44 
47 4 18 58 47 66 
16 27 13 27 16 35 

38 73 41 92 41 75 
15 50 18 69 18 52 
37 72 40 91 40 74 
13 22 10 41 10 24 
35 0 32 19 32 2 
4 31 1 50 1 33 

90 19 78 4 46 56 
67 4 55 19 23 33 
89 18 77 3 45 55 
39 32 27 47 5 5 
17 54 5 69 27 17 
48 23 36 38 4 14 

40 28 64 16 93 15 
17 5 41 7 70 8 
39 27 63 15 92 14 
11 23 13 35 42 36 
33 45 9 57 20 58 
2 14 22 26 51 27 

3 3 21 29 21 6 
35 35 11 3 53 38 
5 5 29 37 13 2 
32 32 8 0 50 35 
41 41 65 73 23 38 
18 18 6 14 36 21 

20 50 18 18 36 28 
12 82 50 14 68 60 
28 42 10 26 28 20 
9 79 47 11 65 57 
64 6 26 62 8 16 
5 65 33 3 51 43 

12 31 17 23 12 31 
20 63 49 9 20 1 
20 23 9 31 20 39 
17 60 46 6 17 2 
56 13 27 67 56 75 
3 46 32 8 3 16 

0 35 3 54 3 37 
32 67 35 86 35 69 
8 27 5 46 5 29 
29 64 32 83 32 66 
44 9 41 10 41 7 
15 50 18 69 18 52 

52 19 40 34 8 18 
84 13 72 2 40 50 
44 27 32 42 0 10 
81 10 69 5 37 47 
8 63 4 78 36 26 
67 4 55 19 23 33 

2 10 26 22 55 23 
34 22 58 10 87 9 
6 18 18 30 47 31 
31 19 55 7 84 6 
42 54 18 66 11 67 
17 5 41 7 70 8 

23 47 15 21 33 25 
23 47 15 21 33 25 
1 71 39 3 57 49 
9 79 47 11 65 57 
41 29 3 39 15 7 
26 44 12 24 30 22 

15 28 14 26 15 34 
15 28 14 26 15 34 
9 52 38 2 9 10 
17 60 46 6 17 2 
33 10 4 44 33 52 
18 25 11 29 18 37 

3 32 0 51 0 34 
3 32 0 51 0 34 
21 56 24 75 24 58 
29 64 32 83 32 66 
21 14 18 33 18 16 
6 29 3 48 3 31 

49 22 37 37 5 15 
49 22 37 37 5 15 
73 2 61 13 29 39 
81 10 69 5 37 47 
31 40 19 55 13 3 
46 25 34 40 2 12 

1 13 23 25 52 26 
1 13 23 25 52 26 
23 11 47 1 76 2 
31 19 55 7 84 6 
19 31 5 43 34 44 
4 16 20 28 49 29 

8 51 37 3 8 11 
62 19 33 73 62 81 
30 13 1 41 30 49 
6 49 35 5 6 13 
48 5 19 59 48 67 
40 3 11 51 40 59 

20 55 23 74 23 57 
50 15 47 4 47 13 
18 17 15 36 15 19 
18 53 21 72 21 55 
36 1 33 18 33 1 
28 7 25 26 25 9 

72 1 60 14 28 38 
2 69 10 84 42 32 
34 37 22 52 10 0 
70 1 58 16 26 36 
16 55 4 70 28 18 
24 47 12 62 20 10 

22 10 46 2 75 3 
48 60 24 72 5 73 
16 28 8 40 37 41 
20 8 44 4 73 5 
34 46 10 58 19 59 
26 38 2 50 27 51 

12 47 15 66 15 49 
31 4 28 23 28 6 
17 18 14 37 14 20 
23 58 26 77 26 60 
12 47 15 66 15 49 
31 66 34 85 34 68 

64 7 52 22 20 30 
21 50 9 65 23 13 
35 36 23 51 9 1 
75 4 63 11 31 41 
64 7 52 22 20 30 
83 12 71 3 39 49 

14 2 38 10 67 11 
29 41 5 53 24 54 
15 27 9 39 38 40 
25 13 49 1 78 0 
14 2 38 10 67 11 
33 21 57 9 86 8 

52 19 40 34 8 18 
17 54 5 69 27 17 
49 22 37 37 5 15 
2 73 14 88 46 36 
49 22 37 37 5 15 
15 56 3 71 29 19 

2 10 26 22 55 23 
33 45 9 57 20 58 
1 13 23 25 52 26 
52 64 28 76 1 77 
1 13 23 25 52 26 
35 47 11 59 18 60 

50 62 26 74 3 75 
21 9 45 3 74 4 
38 50 14 62 15 63 
36 24 60 12 89 11 
6 18 18 30 47 31 
16 28 8 40 37 41 

