5 9 

12 13 15 14 9 
7 8 10 9 4 
8 9 11 10 5 
11 12 14 13 8 
17 18 20 19 14 

4 8 2 1 15 
9 3 3 4 10 
8 4 2 3 11 
5 7 1 0 14 
1 13 7 6 20 

6 2 10 2 8 
1 7 5 7 13 
2 6 6 6 12 
5 3 9 3 9 
11 3 15 3 3 

11 11 4 6 2 
6 6 1 11 3 
7 7 0 10 2 
10 10 3 7 1 
16 16 9 1 7 

3 8 8 17 1 
2 3 13 12 4 
1 4 12 13 3 
2 7 9 16 0 
8 13 3 22 6 

1 7 1 9 6 
6 2 4 4 1 
5 3 3 5 2 
2 6 0 8 5 
4 12 6 14 11 

0 10 10 0 3 
5 5 5 5 8 
4 6 6 4 7 
1 9 9 1 4 
5 15 15 5 2 

10 13 2 10 6 
15 8 3 5 11 
14 9 2 6 10 
11 12 1 9 7 
5 18 7 15 1 

16 4 10 11 3 
17 5 11 12 2 
19 7 13 14 0 
18 6 12 13 1 
13 1 7 8 6 

6 14 2 14 20 
7 15 3 15 21 
9 17 5 17 23 
8 16 4 16 22 
3 11 1 11 17 

1 1 8 18 10 
2 2 9 19 11 
4 4 11 21 13 
3 3 10 20 12 
2 2 5 15 7 

9 4 20 5 11 
10 5 21 4 12 
12 7 23 2 14 
11 6 22 3 13 
6 1 17 8 8 

13 5 11 3 6 
14 6 12 4 7 
16 8 14 6 9 
15 7 13 5 8 
10 2 8 0 3 

12 2 2 12 15 
13 3 3 13 16 
15 5 5 15 18 
14 4 4 14 17 
9 1 1 9 12 

22 1 10 2 18 
23 0 11 3 19 
25 2 13 5 21 
24 1 12 4 20 
19 4 7 1 15 

10 2 14 2 4 
2 10 2 10 16 
4 4 8 4 10 
5 3 9 3 9 
9 17 5 17 23 

15 15 8 2 6 
3 3 4 14 6 
9 9 2 8 0 
10 10 3 7 1 
4 4 11 21 13 

7 12 4 21 5 
5 0 16 9 7 
1 6 10 15 1 
2 7 9 16 0 
12 7 23 2 14 

3 11 5 13 10 
9 1 7 1 2 
3 5 1 7 4 
2 6 0 8 5 
16 8 14 6 9 

4 14 14 4 1 
8 2 2 8 11 
2 8 8 2 5 
1 9 9 1 4 
15 5 5 15 18 

6 17 6 14 2 
18 5 6 2 14 
12 11 0 8 8 
11 12 1 9 7 
25 2 13 5 21 

5 5 2 12 4 
13 13 6 4 4 
1 1 6 16 8 
13 13 6 4 4 
19 19 12 2 10 

3 2 14 11 5 
5 10 6 19 3 
7 2 18 7 9 
5 10 6 19 3 
11 16 0 25 9 

7 1 5 3 0 
1 9 3 11 8 
11 3 9 1 4 
1 9 3 11 8 
7 15 9 17 14 

6 4 4 6 9 
2 12 12 2 1 
10 0 0 10 13 
2 12 12 2 1 
8 18 18 8 5 

16 7 4 4 12 
8 15 4 12 4 
20 3 8 0 16 
8 15 4 12 4 
2 21 10 18 2 

8 3 19 6 10 
8 3 19 6 10 
1 4 12 13 3 
9 14 2 23 7 
1 6 10 15 1 

12 4 10 2 5 
12 4 10 2 5 
5 3 3 5 2 
5 13 7 15 12 
3 5 1 7 4 

11 1 1 11 14 
11 1 1 11 14 
4 6 6 4 7 
6 16 16 6 3 
2 8 8 2 5 

21 2 9 1 17 
21 2 9 1 17 
14 9 2 6 10 
4 19 8 16 0 
12 11 0 8 8 

4 4 2 6 3 
9 1 7 1 2 
7 15 9 17 14 
18 10 16 8 11 
2 6 0 8 5 

3 7 7 3 6 
8 2 2 8 11 
8 18 18 8 5 
17 7 7 17 20 
1 9 9 1 4 

13 10 1 7 9 
18 5 6 2 14 
2 21 10 18 2 
27 4 15 7 23 
11 12 1 9 7 

1 11 11 1 2 
7 3 3 7 10 
1 9 9 1 4 
9 1 1 9 12 
6 4 4 6 9 

9 14 3 11 5 
17 6 5 3 13 
11 12 1 9 7 
19 4 7 1 15 
16 7 4 4 12 

10 13 2 10 6 
20 3 8 0 16 
20 3 8 0 16 
10 13 2 10 6 
7 16 5 13 3 

