13 3 

20 7 39 16 40 3 40 13 30 45 18 0 12 
22 49 81 26 2 45 82 55 72 3 60 42 30 
22 5 37 18 42 1 38 11 28 47 16 2 14 
13 14 46 9 33 10 47 20 37 38 25 7 5 
16 43 75 20 4 39 76 49 66 9 54 36 24 
48 21 11 44 68 25 12 15 2 73 10 28 40 
31 4 28 27 51 8 29 2 19 56 7 11 23 
17 44 76 21 3 40 77 50 67 8 55 37 25 
3 30 62 7 17 26 63 36 53 22 41 23 11 
64 37 5 60 84 41 4 31 14 89 26 44 56 
22 49 81 26 2 45 82 55 72 3 60 42 30 
45 18 14 41 65 22 15 12 5 70 7 25 37 
58 31 1 54 78 35 2 25 8 83 20 38 50 

44 2 25 24 15 25 14 21 13 37 16 18 8 
86 40 67 18 57 67 56 63 29 5 58 24 34 
42 4 23 26 13 23 12 19 15 39 14 20 10 
51 5 32 17 22 32 21 28 6 30 23 11 1 
80 34 61 12 51 61 50 57 23 1 52 18 28 
16 30 3 52 13 3 14 7 41 65 12 46 36 
33 13 14 35 4 14 3 10 24 48 5 29 19 
81 35 62 13 52 62 51 58 24 0 53 19 29 
67 21 48 1 38 48 37 44 10 14 39 5 15 
0 46 19 68 29 19 30 23 57 81 28 62 52 
86 40 67 18 57 67 56 63 29 5 58 24 34 
19 27 0 49 10 0 11 4 38 62 9 43 33 
6 40 13 62 23 13 24 17 51 75 22 56 46 

64 18 45 4 35 45 34 41 7 17 36 2 12 
37 9 18 31 8 18 7 14 20 44 9 25 15 
5 41 14 63 24 14 25 18 52 76 23 57 47 
60 14 41 8 31 41 30 37 3 21 32 2 8 
84 38 65 16 55 65 54 61 27 3 56 22 32 
41 5 22 27 12 22 11 18 16 40 13 21 11 
4 42 15 64 25 15 26 19 53 77 24 58 48 
31 15 12 37 2 12 1 8 26 50 3 31 21 
14 32 5 54 15 5 16 9 43 67 14 48 38 
89 43 70 21 60 70 59 66 32 8 61 27 37 
26 20 7 42 3 7 4 3 31 55 2 36 26 
44 2 25 24 15 25 14 21 13 37 16 18 8 
56 10 37 12 27 37 26 33 1 25 28 6 4 

