19 5 

47 14 48 42 41 17 24 21 24 13 1 42 47 31 8 47 29 3 38 
59 2 60 30 29 5 36 33 12 1 13 54 35 19 20 35 41 9 50 
58 3 59 31 30 6 35 32 13 2 12 53 36 20 19 36 40 8 49 
58 3 59 31 30 6 35 32 13 2 12 53 36 20 19 36 40 8 49 
12 49 13 77 76 52 11 14 59 48 34 7 82 66 27 82 6 38 3 
48 13 49 41 40 16 25 22 23 12 2 43 46 30 9 46 30 2 39 
4 57 5 85 84 60 19 22 67 56 42 1 90 74 35 90 14 46 5 
10 51 11 79 78 54 13 16 61 50 36 5 84 68 29 84 8 40 1 
71 10 72 18 17 7 48 45 0 11 25 66 23 7 32 23 53 21 62 
81 20 82 8 7 17 58 55 10 21 35 76 13 3 42 13 63 31 72 
18 43 19 71 70 46 5 8 53 42 28 13 76 60 21 76 0 32 9 
70 9 71 19 18 6 47 44 1 10 24 65 24 8 31 24 52 20 61 
86 25 87 3 2 22 63 60 15 26 40 81 8 8 47 8 68 36 77 
49 12 50 40 39 15 26 23 22 11 3 44 45 29 10 45 31 1 40 
3 64 2 92 91 67 26 29 74 63 49 8 97 81 42 97 21 53 12 
31 30 32 58 57 33 8 5 40 29 15 26 63 47 8 63 13 19 22 
82 21 83 7 6 18 59 56 11 22 36 77 12 4 43 12 64 32 73 
49 12 50 40 39 15 26 23 22 11 3 44 45 29 10 45 31 1 40 
29 32 30 60 59 35 6 3 42 31 17 24 65 49 10 65 11 21 20 

30 24 17 38 52 4 10 21 1 42 14 42 7 4 15 35 25 25 44 
18 36 5 26 64 16 22 9 13 30 26 54 19 8 27 23 37 13 56 
19 35 6 27 63 15 21 10 12 31 25 53 18 7 26 24 36 14 55 
19 35 6 27 63 15 21 10 12 31 25 53 18 7 26 24 36 14 55 
65 11 52 73 17 31 25 56 34 77 21 7 28 39 20 70 10 60 9 
29 25 16 37 53 5 11 20 2 41 15 43 8 3 16 34 26 24 45 
73 19 60 81 9 39 33 64 42 85 29 1 36 47 28 78 18 68 1 
67 13 54 75 15 33 27 58 36 79 23 5 30 41 22 72 12 62 7 
6 48 7 14 76 28 34 3 25 18 38 66 31 20 39 11 49 1 68 
4 58 17 4 86 38 44 13 35 8 48 76 41 30 49 1 59 9 78 
59 5 46 67 23 25 19 50 28 71 15 13 22 33 14 64 4 54 15 
7 47 6 15 75 27 33 2 24 19 37 65 30 19 38 12 48 2 67 
9 63 22 1 91 43 49 18 40 3 53 81 46 35 54 4 64 14 83 
28 26 15 36 54 6 12 19 3 40 16 44 9 2 17 33 27 23 46 
80 26 67 88 2 46 40 71 49 92 36 8 43 54 35 85 25 75 6 
46 8 33 54 36 12 6 37 15 58 2 26 9 20 1 51 9 41 28 
5 59 18 3 87 39 45 14 36 7 49 77 42 31 50 0 60 10 79 
28 26 15 36 54 6 12 19 3 40 16 44 9 2 17 33 27 23 46 
48 6 35 56 34 14 8 39 17 60 4 24 11 22 3 53 7 43 26 

39 3 1 4 8 38 31 42 12 6 27 15 43 34 23 0 19 35 29 
27 15 11 16 20 50 43 54 0 6 39 27 31 46 35 12 31 23 41 
28 14 10 15 19 49 42 53 1 5 38 26 32 45 34 11 30 24 40 
28 14 10 15 19 49 42 53 1 5 38 26 32 45 34 11 30 24 40 
74 32 36 31 27 3 4 7 47 41 8 20 78 1 12 35 16 70 6 
38 4 0 5 9 39 32 43 11 5 28 16 42 35 24 1 20 34 30 
82 40 44 39 35 5 12 1 55 49 16 28 86 9 20 43 24 78 14 
76 34 38 33 29 1 6 5 49 43 10 22 80 3 14 37 18 72 8 
15 27 23 28 32 62 55 66 12 18 51 39 19 58 47 24 43 11 53 
5 37 33 38 42 72 65 76 22 28 61 49 9 68 57 34 53 1 63 
68 26 30 25 21 9 2 13 41 35 2 14 72 5 6 29 10 64 0 
16 26 22 27 31 61 54 65 11 17 50 38 20 57 46 23 42 12 52 
0 42 38 43 47 77 70 81 27 33 66 54 4 73 62 39 58 4 68 
37 5 1 6 10 40 33 44 10 4 29 17 41 36 25 2 21 33 31 
89 47 51 46 42 12 19 8 62 56 23 35 93 16 27 50 31 85 21 
55 13 17 12 8 22 15 26 28 22 11 1 59 18 7 16 3 51 13 
4 38 34 39 43 73 66 77 23 29 62 50 8 69 58 35 54 0 64 
37 5 1 6 10 40 33 44 10 4 29 17 41 36 25 2 21 33 31 
57 15 19 14 10 20 13 24 30 24 9 3 61 16 5 18 1 53 11 

42 24 7 41 15 12 46 35 7 33 2 31 34 30 16 46 32 37 21 
30 12 5 29 3 24 58 23 19 45 10 43 22 42 4 58 44 49 9 
31 13 4 30 4 23 57 24 18 44 9 42 23 41 5 57 43 48 10 
31 13 4 30 4 23 57 24 18 44 9 42 23 41 5 57 43 48 10 
77 59 42 76 50 23 11 70 28 2 37 4 69 5 51 11 3 2 56 
41 23 6 40 14 13 47 34 8 34 1 32 33 31 15 47 33 38 20 
85 67 50 84 58 31 3 78 36 10 45 12 77 13 59 3 11 6 64 
79 61 44 78 52 25 9 72 30 4 39 6 71 7 53 9 5 0 58 
18 0 17 17 9 36 70 11 31 57 22 55 10 54 8 70 56 61 3 
8 10 27 7 19 46 80 1 41 67 32 65 0 64 18 80 66 71 13 
71 53 36 70 44 17 17 64 22 4 31 2 63 1 45 17 3 8 50 
19 1 16 18 8 35 69 12 30 56 21 54 11 53 7 69 55 60 2 
3 15 32 2 24 51 85 4 46 72 37 70 5 69 23 85 71 76 18 
40 22 5 39 13 14 48 33 9 35 0 33 32 32 14 48 34 39 19 
92 74 57 91 65 38 4 85 43 17 52 19 84 20 66 4 18 13 71 
58 40 23 57 31 4 30 51 9 17 18 15 50 14 32 30 16 21 37 
7 11 28 6 20 47 81 0 42 68 33 66 1 65 19 81 67 72 14 
40 22 5 39 13 14 48 33 9 35 0 33 32 32 14 48 34 39 19 
60 42 25 59 33 6 28 53 11 15 20 13 52 12 34 28 14 19 39 

77 23 64 85 5 43 37 68 46 89 33 5 40 51 32 82 22 72 3 
16 38 3 24 66 18 24 7 15 28 28 56 21 10 29 21 39 11 58 
78 24 65 86 4 44 38 69 47 90 34 6 41 52 33 83 23 73 4 
12 66 25 4 94 46 52 21 43 0 56 84 49 38 57 7 67 17 86 
11 65 24 3 93 45 51 20 42 1 55 83 48 37 56 6 66 16 85 
13 41 0 21 69 21 27 4 18 25 31 59 24 13 32 18 42 8 61 
54 0 41 62 28 20 14 45 23 66 10 18 17 28 9 59 1 49 20 
51 3 38 59 31 17 11 42 20 63 7 21 14 25 6 56 4 46 23 
6 48 7 14 76 28 34 3 25 18 38 66 31 20 39 11 49 1 68 
17 37 4 25 65 17 23 8 14 29 27 55 20 9 28 22 38 12 57 
31 23 18 39 51 3 9 22 0 43 13 41 6 5 14 36 24 26 43 
72 18 59 80 10 38 32 63 41 84 28 0 35 46 27 77 17 67 2 
17 71 30 9 99 51 57 26 48 5 61 89 54 43 62 12 72 22 91 
1 55 14 7 83 35 41 10 32 11 45 73 38 27 46 4 56 6 75 
38 16 25 46 44 4 2 29 7 50 6 34 1 12 7 43 17 33 36 
17 71 30 9 99 51 57 26 48 5 61 89 54 43 62 12 72 22 91 
59 5 46 67 23 25 19 50 28 71 15 13 22 33 14 64 4 54 15 
27 27 14 35 55 7 13 18 4 39 17 45 10 1 18 32 28 22 47 
68 14 55 76 14 34 28 59 37 80 24 4 31 42 23 73 13 63 6 

86 44 48 43 39 9 16 5 59 53 20 32 90 13 24 47 28 82 18 
25 17 13 18 22 52 45 56 2 8 41 29 29 48 37 14 33 21 43 
87 45 49 44 40 10 17 6 60 54 21 33 91 14 25 48 29 83 19 
3 45 41 46 50 80 73 84 30 36 69 57 1 76 65 42 61 7 71 
2 44 40 45 49 79 72 83 29 35 68 56 2 75 64 41 60 6 70 
22 20 16 21 25 55 48 59 5 11 44 32 26 51 40 17 36 18 46 
63 21 25 20 16 14 7 18 36 30 3 9 67 10 1 24 5 59 5 
60 18 22 17 13 17 10 21 33 27 6 6 64 13 2 21 2 56 8 
15 27 23 28 32 62 55 66 12 18 51 39 19 58 47 24 43 11 53 
26 16 12 17 21 51 44 55 1 7 40 28 30 47 36 13 32 22 42 
40 2 2 3 7 37 30 41 13 7 26 14 44 33 22 1 18 36 28 
81 39 43 38 34 4 11 0 54 48 15 27 85 8 19 42 23 77 13 
8 50 46 51 55 85 78 89 35 41 74 62 4 81 70 47 66 12 76 
8 34 30 35 39 69 62 73 19 25 58 46 12 65 54 31 50 4 60 
47 5 9 4 0 30 23 34 20 14 19 7 51 26 15 8 11 43 21 
