15 5 

24 47 10 15 38 29 14 11 32 7 40 30 53 32 3 
29 42 5 20 43 34 19 16 27 2 45 35 48 37 2 
63 8 29 54 77 68 53 50 7 32 79 69 14 71 36 
46 25 12 37 60 51 36 33 10 15 62 52 31 54 19 
46 25 12 37 60 51 36 33 10 15 62 52 31 54 19 
15 56 19 6 29 20 5 2 41 16 31 21 62 23 12 
79 8 45 70 93 84 69 66 23 48 95 85 2 87 52 
10 61 24 1 24 15 0 3 46 21 26 16 67 18 17 
77 6 43 68 91 82 67 64 21 46 93 83 0 85 50 
55 16 21 46 69 60 45 42 1 24 71 61 22 63 28 
11 60 23 2 25 16 1 2 45 20 27 17 66 19 16 
4 75 38 13 10 1 14 17 60 35 12 2 81 4 31 
21 50 13 12 35 26 11 8 35 10 37 27 56 29 6 
24 47 10 15 38 29 14 11 32 7 40 30 53 32 3 
55 16 21 46 69 60 45 42 1 24 71 61 22 63 28 

55 1 24 3 25 58 23 34 35 20 38 50 43 9 36 
50 4 29 2 20 53 18 39 30 15 43 45 38 4 31 
16 38 63 36 14 19 16 73 4 19 77 11 4 30 3 
33 21 46 19 3 36 1 56 13 2 60 28 21 13 14 
33 21 46 19 3 36 1 56 13 2 60 28 21 13 14 
64 10 15 12 34 67 32 25 44 29 29 59 52 18 45 
0 54 79 52 30 3 32 89 20 35 93 5 12 46 19 
69 15 10 17 39 72 37 20 49 34 24 64 57 23 50 
2 52 77 50 28 5 30 87 18 33 91 3 10 44 17 
24 30 55 28 6 27 8 65 4 11 69 19 12 22 5 
68 14 11 16 38 71 36 21 48 33 25 63 56 22 49 
83 29 4 31 53 86 51 6 63 48 10 78 71 37 64 
58 4 21 6 28 61 26 31 38 23 35 53 46 12 39 
55 1 24 3 25 58 23 34 35 20 38 50 43 9 36 
24 30 55 28 6 27 8 65 4 11 69 19 12 22 5 

8 9 24 4 1 17 7 1 39 9 10 41 1 15 42 
13 14 19 1 6 22 2 4 34 4 15 46 4 20 37 
47 48 15 35 40 56 32 38 0 30 49 80 38 54 3 
30 31 2 18 23 39 15 21 17 13 32 63 21 37 20 
30 31 2 18 23 39 15 21 17 13 32 63 21 37 20 
1 0 33 13 8 8 16 10 48 18 1 32 10 6 51 
63 64 31 51 56 72 48 54 16 46 65 96 54 70 13 
6 5 38 18 13 3 21 15 53 23 4 27 15 1 56 
61 62 29 49 54 70 46 52 14 44 63 94 52 68 11 
39 40 7 27 32 48 24 30 8 22 41 72 30 46 11 
5 4 37 17 12 4 20 14 52 22 3 28 14 2 55 
20 19 52 32 27 11 35 29 67 37 18 13 29 13 70 
5 6 27 7 2 14 10 4 42 12 7 38 4 12 45 
8 9 24 4 1 17 7 1 39 9 10 41 1 15 42 
39 40 7 27 32 48 24 30 8 22 41 72 30 46 11 

3 19 40 32 56 50 52 27 33 21 27 36 27 3 6 
2 14 35 27 51 45 47 32 38 16 22 41 22 2 1 
36 20 1 7 17 11 13 66 72 18 12 75 12 36 33 
19 3 18 10 34 28 30 49 55 1 5 58 5 19 16 
19 3 18 10 34 28 30 49 55 1 5 58 5 19 16 
12 28 49 41 65 59 61 18 24 30 36 27 36 12 15 
52 36 15 23 1 5 3 82 88 34 28 91 28 52 49 
17 33 54 46 70 64 66 13 19 35 41 22 41 17 20 
50 34 13 21 3 3 1 80 86 32 26 89 26 50 47 
28 12 9 1 25 19 21 58 64 10 4 67 4 28 25 
16 32 53 45 69 63 65 14 20 34 40 23 40 16 19 
