9 4 

27 46 9 2 44 21 22 10 50 
24 5 42 53 7 30 29 61 1 
50 31 68 79 33 56 55 87 27 
29 10 47 58 12 35 34 66 6 
16 3 34 45 1 22 21 53 7 
55 36 73 84 38 61 60 92 32 
53 34 71 82 36 59 58 90 30 
36 55 18 7 53 30 31 1 59 
1 18 19 30 16 7 6 38 22 

34 45 38 37 54 49 73 25 61 
17 6 13 14 3 2 22 26 10 
43 32 39 40 23 28 4 52 16 
22 11 18 19 2 7 17 31 5 
9 2 5 6 11 6 30 18 18 
48 37 44 45 28 33 9 57 21 
46 35 42 43 26 31 7 55 19 
43 54 47 46 63 58 82 34 70 
6 17 10 9 26 21 45 3 33 

19 36 20 42 59 69 57 10 75 
32 15 31 9 8 18 6 61 24 
58 41 57 35 18 8 20 87 2 
37 20 36 14 3 13 1 66 19 
24 7 23 1 16 26 14 53 32 
63 46 62 40 23 13 25 92 7 
61 44 60 38 21 11 23 90 5 
28 45 29 51 68 78 66 1 84 
9 8 8 14 31 41 29 38 47 

7 18 11 10 27 22 46 2 34 
12 1 8 9 8 3 27 21 15 
25 36 29 28 45 40 64 16 52 
36 47 40 39 56 51 75 27 63 
10 1 6 7 10 5 29 19 17 
13 24 17 16 33 28 52 4 40 
12 23 16 15 32 27 51 3 39 
44 55 48 47 64 59 83 35 71 
16 5 12 13 4 1 23 25 11 

8 9 7 15 32 42 30 37 48 
27 10 26 4 13 23 11 56 29 
10 27 11 33 50 60 48 19 66 
21 38 22 44 61 71 59 8 77 
25 8 24 2 15 25 13 54 31 
2 15 1 21 38 48 36 31 54 
3 14 2 20 37 47 35 32 53 
29 46 30 52 69 79 67 0 85 
31 14 30 8 9 19 7 60 25 

15 2 14 8 25 35 23 44 41 
26 9 25 3 14 24 12 55 30 
19 2 18 4 21 31 19 48 37 
18 1 17 5 22 32 20 47 38 
35 18 34 12 5 15 3 64 21 
30 13 29 7 10 20 8 59 26 
54 37 53 31 14 4 16 83 2 
6 11 5 17 34 44 32 35 50 
42 25 41 19 2 8 4 71 14 

