3 9 

36 32 58 
50 54 28 
36 40 14 

80 50 80 
6 36 6 
8 22 8 

73 14 11 
13 72 75 
1 58 61 

20 76 13 
66 10 73 
52 4 59 

14 50 2 
72 36 88 
58 22 74 

16 78 87 
70 8 1 
56 6 15 

4 9 89 
82 77 3 
68 63 17 

24 51 58 
62 35 28 
48 21 14 

44 14 44 
48 18 48 
22 8 22 

37 22 25 
41 18 21 
15 44 47 

16 40 23 
12 44 19 
38 18 45 

22 14 38 
18 18 34 
44 8 60 

20 42 51 
16 46 55 
42 20 29 

32 27 53 
28 23 57 
54 49 31 

12 15 22 
8 19 26 
34 7 0 

7 66 69 
23 36 39 
7 66 69 

60 4 67 
30 26 37 
60 4 67 

66 30 82 
36 0 52 
66 30 82 

64 2 7 
34 28 37 
64 2 7 

76 71 9 
46 41 39 
76 71 9 

56 29 22 
26 1 8 
56 29 22 

53 3 60 
6 62 1 
9 65 2 

59 23 75 
0 36 16 
3 39 13 

57 5 14 
2 64 73 
5 67 76 

69 64 16 
10 5 75 
7 2 78 

49 22 15 
10 37 44 
13 40 47 

6 30 22 
62 26 78 
1 37 15 

4 58 67 
60 2 11 
3 65 74 

16 11 69 
72 67 13 
9 4 76 

4 31 38 
52 25 18 
11 38 45 

2 64 73 
34 28 37 
18 80 89 

10 5 75 
46 41 39 
6 11 91 

10 37 44 
26 1 8 
26 53 60 

12 7 73 
74 69 11 
83 78 2 

8 35 42 
54 27 20 
63 36 29 

20 47 54 
15 42 49 
65 38 31 

