10 9 

23 57 26 54 53 5 76 10 44 12 
10 44 13 41 40 8 63 23 31 1 
40 6 37 9 10 58 13 73 19 51 
17 17 14 14 13 35 36 50 4 28 
1 35 4 32 31 17 54 32 22 10 
37 71 40 68 67 19 90 4 58 26 
39 5 36 8 9 57 14 72 18 50 
50 16 47 19 20 68 3 83 29 61 
8 42 11 39 38 10 61 25 29 3 
3 37 6 34 33 15 56 30 24 8 

51 77 72 11 80 70 13 53 23 13 
38 64 59 24 67 57 26 40 10 0 
12 14 9 74 17 7 76 10 40 50 
11 37 32 51 40 30 53 13 17 27 
29 55 50 33 58 48 35 31 1 9 
65 91 86 3 94 84 1 67 37 27 
11 15 10 73 18 8 75 9 39 49 
22 4 1 84 7 3 86 20 50 60 
36 62 57 26 65 55 28 38 8 2 
31 57 52 31 60 50 33 33 3 7 

3 32 77 82 80 3 6 64 2 64 
10 19 64 69 67 10 19 51 15 51 
60 31 14 19 17 60 69 1 65 1 
37 8 37 42 40 37 46 24 42 24 
19 10 55 60 58 19 28 42 24 42 
17 46 91 96 94 17 8 78 12 78 
59 30 15 20 18 59 68 2 64 2 
70 41 4 9 7 70 79 9 75 9 
12 17 62 67 65 12 21 49 17 49 
17 12 57 62 60 17 26 44 22 44 

16 17 10 62 28 44 4 4 69 11 
3 4 23 49 15 31 9 9 56 24 
47 46 73 1 35 19 59 59 6 74 
24 23 50 22 12 4 36 36 29 51 
6 5 32 40 6 22 18 18 47 33 
30 31 4 76 42 58 18 18 83 3 
46 45 72 0 34 18 58 58 7 73 
57 56 83 11 45 29 69 69 4 84 
1 2 25 47 13 29 11 11 54 26 
4 3 30 42 8 24 16 16 49 31 

5 20 34 32 39 55 14 64 19 18 
8 7 21 19 26 42 27 51 6 5 
58 43 29 31 24 8 77 1 44 45 
35 20 6 8 1 15 54 24 21 22 
17 2 12 10 17 33 36 42 3 4 
19 34 48 46 53 69 0 78 33 32 
57 42 28 30 23 7 76 2 43 44 
68 53 39 41 34 18 87 9 54 55 
10 5 19 17 24 40 29 49 4 3 
15 0 14 12 19 35 34 44 1 2 

58 14 8 9 62 76 27 36 26 52 
