18 4 

5 3 6 2 3 8 2 11 5 13 18 1 9 2 23 7 8 5 
7 5 8 4 1 6 0 13 7 11 20 3 11 4 25 9 10 7 
6 4 7 3 2 7 1 12 6 12 19 2 10 3 24 8 9 6 
13 11 14 10 5 0 6 19 13 5 26 9 17 10 31 15 16 13 
9 7 10 6 1 4 2 15 9 9 22 5 13 6 27 11 12 9 
2 4 1 5 10 15 9 4 2 20 11 6 2 5 16 0 1 2 
17 15 18 14 9 4 10 23 17 1 30 13 21 14 35 19 20 17 
10 12 9 13 18 23 17 4 10 28 3 14 6 13 8 8 7 10 
8 6 9 5 0 5 1 14 8 10 21 4 12 5 26 10 11 8 
19 17 20 16 11 6 12 25 19 1 32 15 23 16 37 21 22 19 
5 3 6 2 3 8 2 11 5 13 18 1 9 2 23 7 8 5 
8 6 9 5 0 5 1 14 8 10 21 4 12 5 26 10 11 8 
4 2 5 1 4 9 3 10 4 14 17 0 8 1 22 6 7 4 
1 1 2 2 7 12 6 7 1 17 14 3 5 2 19 3 4 1 
3 1 4 0 5 10 4 9 3 15 16 1 7 0 21 5 6 3 
5 3 6 2 3 8 2 11 5 13 18 1 9 2 23 7 8 5 
1 1 2 2 7 12 6 7 1 17 14 3 5 2 19 3 4 1 
8 6 9 5 0 5 1 14 8 10 21 4 12 5 26 10 11 8 

15 3 5 2 6 8 1 5 4 11 9 3 2 8 2 10 12 4 
17 1 3 0 4 6 1 7 2 9 7 5 0 6 0 12 14 2 
16 2 4 1 5 7 0 6 3 10 8 4 1 7 1 11 13 3 
23 5 3 6 2 0 7 13 4 3 1 11 6 0 6 18 20 4 
19 1 1 2 2 4 3 9 0 7 5 7 2 4 2 14 16 0 
8 10 12 9 13 15 8 2 11 18 16 4 9 15 9 3 5 11 
27 9 7 10 6 4 11 17 8 1 3 15 10 4 10 22 24 8 
0 18 20 17 21 23 16 10 19 26 24 12 17 23 17 5 3 19 
18 0 2 1 3 5 2 8 1 8 6 6 1 5 1 13 15 1 
29 11 9 12 8 6 13 19 10 3 5 17 12 6 12 24 26 10 
15 3 5 2 6 8 1 5 4 11 9 3 2 8 2 10 12 4 
18 0 2 1 3 5 2 8 1 8 6 6 1 5 1 13 15 1 
14 4 6 3 7 9 2 4 5 12 10 2 3 9 3 9 11 5 
11 7 9 6 10 12 5 1 8 15 13 1 6 12 6 6 8 8 
13 5 7 4 8 10 3 3 6 13 11 1 4 10 4 8 10 6 
15 3 5 2 6 8 1 5 4 11 9 3 2 8 2 10 12 4 
11 7 9 6 10 12 5 1 8 15 13 1 6 12 6 6 8 8 
18 0 2 1 3 5 2 8 1 8 6 6 1 5 1 13 15 1 

6 10 0 2 0 1 4 6 0 4 11 4 13 6 6 1 7 0 
8 12 2 0 2 1 2 8 2 2 13 2 11 4 4 3 9 2 
7 11 1 1 1 0 3 7 1 3 12 3 12 5 5 2 8 1 
14 18 8 6 8 7 4 14 8 4 19 4 5 2 2 9 15 8 
10 14 4 2 4 3 0 10 4 0 15 0 9 2 2 5 11 4 
1 3 7 9 7 8 11 1 7 11 4 11 20 13 13 6 0 7 
18 22 12 10 12 11 8 18 12 8 23 8 1 6 6 13 19 12 
9 5 15 17 15 16 19 9 15 19 4 19 28 21 21 14 8 15 
9 13 3 1 3 2 1 9 3 1 14 1 10 3 3 4 10 3 
20 24 14 12 14 13 10 20 14 10 25 10 1 8 8 15 21 14 
6 10 0 2 0 1 4 6 0 4 11 4 13 6 6 1 7 0 
9 13 3 1 3 2 1 9 3 1 14 1 10 3 3 4 10 3 
5 9 1 3 1 2 5 5 1 5 10 5 14 7 7 0 6 1 
2 6 4 6 4 5 8 2 4 8 7 8 17 10 10 3 3 4 
4 8 2 4 2 3 6 4 2 6 9 6 15 8 8 1 5 2 
6 10 0 2 0 1 4 6 0 4 11 4 13 6 6 1 7 0 
2 6 4 6 4 5 8 2 4 8 7 8 17 10 10 3 3 4 
9 13 3 1 3 2 1 9 3 1 14 1 10 3 3 4 10 3 

10 8 10 7 11 13 6 0 9 16 14 2 7 13 7 5 7 9 
12 6 8 5 9 11 4 2 7 14 12 0 5 11 5 7 9 7 
9 9 11 8 12 14 7 1 10 17 15 3 8 14 8 4 6 10 
13 5 7 4 8 10 3 3 6 13 11 1 4 10 4 8 10 6 
18 0 2 1 3 5 2 8 1 8 6 6 1 5 1 13 15 1 
23 5 3 6 2 0 7 13 4 3 1 11 6 0 6 18 20 4 
17 1 3 0 4 6 1 7 2 9 7 5 0 6 0 12 14 2 
4 14 16 13 17 19 12 6 15 22 20 8 13 19 13 1 1 15 
10 8 10 7 11 13 6 0 9 16 14 2 7 13 7 5 7 9 
28 10 8 11 7 5 12 18 9 2 4 16 11 5 11 23 25 9 
3 21 23 20 24 26 19 13 22 29 27 15 20 26 20 8 6 22 
14 4 6 3 7 9 2 4 5 12 10 2 3 9 3 9 11 5 
6 12 14 11 15 17 10 4 13 20 18 6 11 17 11 1 3 13 
13 5 7 4 8 10 3 3 6 13 11 1 4 10 4 8 10 6 
8 26 28 25 29 31 24 18 27 34 32 20 25 31 25 13 11 27 
8 10 12 9 13 15 8 2 11 18 16 4 9 15 9 3 5 11 
7 11 13 10 14 16 9 3 12 19 17 5 10 16 10 2 4 12 
10 8 10 7 11 13 6 0 9 16 14 2 7 13 7 5 7 9 

1 5 5 7 5 6 9 1 5 9 6 9 18 11 11 4 2 5 
3 7 3 5 3 4 7 3 3 7 8 7 16 9 9 2 4 3 
0 4 6 8 6 7 10 0 6 10 5 10 19 12 12 5 1 6 
4 8 2 4 2 3 6 4 2 6 9 6 15 8 8 1 5 2 
9 13 3 1 3 2 1 9 3 1 14 1 10 3 3 4 10 3 
14 18 8 6 8 7 4 14 8 4 19 4 5 2 2 9 15 8 
8 12 2 0 2 1 2 8 2 2 13 2 11 4 4 3 9 2 
5 1 11 13 11 12 15 5 11 15 0 15 24 17 17 10 4 11 
1 5 5 7 5 6 9 1 5 9 6 9 18 11 11 4 2 5 
19 23 13 11 13 12 9 19 13 9 24 9 0 7 7 14 20 13 
12 8 18 20 18 19 22 12 18 22 7 22 31 24 24 17 11 18 
5 9 1 3 1 2 5 5 1 5 10 5 14 7 7 0 6 1 
3 1 9 11 9 10 13 3 9 13 2 13 22 15 15 8 2 9 
4 8 2 4 2 3 6 4 2 6 9 6 15 8 8 1 5 2 
17 13 23 25 23 24 27 17 23 27 12 27 36 29 29 22 16 23 
1 3 7 9 7 8 11 1 7 11 4 11 20 13 13 6 0 7 
2 2 8 10 8 9 12 2 8 12 3 12 21 14 14 7 1 8 
1 5 5 7 5 6 9 1 5 9 6 9 18 11 11 4 2 5 

9 5 15 17 15 16 19 9 15 19 4 19 28 21 21 14 8 15 
9 13 3 1 3 2 1 9 3 1 14 1 10 3 3 4 10 3 
11 15 5 3 5 4 1 11 5 1 16 1 8 1 1 6 12 5 
8 12 2 0 2 1 2 8 2 2 13 2 11 4 4 3 9 2 
12 16 6 4 6 5 2 12 6 2 17 2 7 0 0 7 13 6 
14 18 8 6 8 7 4 14 8 4 19 4 5 2 2 9 15 8 
7 11 1 1 1 0 3 7 1 3 12 3 12 5 5 2 8 1 
1 5 5 7 5 6 9 1 5 9 6 9 18 11 11 4 2 5 
10 14 4 2 4 3 0 10 4 0 15 0 9 2 2 5 11 4 
17 21 11 9 11 10 7 17 11 7 22 7 2 5 5 12 18 11 
15 19 9 7 9 8 5 15 9 5 20 5 4 3 3 10 16 9 
3 7 3 5 3 4 7 3 3 7 8 7 16 9 9 2 4 3 
8 12 2 0 2 1 2 8 2 2 13 2 11 4 4 3 9 2 
14 18 8 6 8 7 4 14 8 4 19 4 5 2 2 9 15 8 
8 12 2 0 2 1 2 8 2 2 13 2 11 4 4 3 9 2 
4 0 10 12 10 11 14 4 10 14 1 14 23 16 16 9 3 10 
6 2 12 14 12 13 16 6 12 16 1 16 25 18 18 11 5 12 
10 14 4 2 4 3 0 10 4 0 15 0 9 2 2 5 11 4 

