20 9 

42 60 20 69 93 54 49 3 8 73 92 23 77 77 56 55 53 16 91 24 
48 30 70 21 3 36 41 87 82 17 2 67 13 13 34 35 37 74 1 66 
25 7 47 2 26 13 18 64 59 6 25 44 10 10 11 12 14 51 24 43 
6 24 16 33 57 18 13 33 28 37 56 13 41 41 20 19 17 20 55 12 
24 42 2 51 75 36 31 15 10 55 74 5 59 59 38 37 35 2 73 6 
0 18 22 27 51 12 7 39 34 31 50 19 35 35 14 13 11 26 49 18 
24 42 2 51 75 36 31 15 10 55 74 5 59 59 38 37 35 2 73 6 
36 54 14 63 87 48 43 3 2 67 86 17 71 71 50 49 47 10 85 18 
12 6 34 15 39 0 5 51 46 19 38 31 23 23 2 1 1 38 37 30 
28 46 6 55 79 40 35 11 6 59 78 9 63 63 42 41 39 2 77 10 
36 54 14 63 87 48 43 3 2 67 86 17 71 71 50 49 47 10 85 18 
2 20 20 29 53 14 9 37 32 33 52 17 37 37 16 15 13 24 51 16 
27 9 49 0 24 15 20 66 61 4 23 46 8 8 13 14 16 53 22 45 
43 61 21 70 94 55 50 4 9 74 93 24 78 78 57 56 54 17 92 25 
39 57 17 66 90 51 46 0 5 70 89 20 74 74 53 52 50 13 88 21 
25 43 3 52 76 37 32 14 9 56 75 6 60 60 39 38 36 1 74 7 
32 14 54 5 19 20 25 71 66 1 18 51 3 3 18 19 21 58 17 50 
39 57 17 66 90 51 46 0 5 70 89 20 74 74 53 52 50 13 88 21 
38 20 60 11 13 26 31 77 72 7 12 57 3 3 24 25 27 64 11 56 
12 30 10 39 63 24 19 27 22 43 62 7 47 47 26 25 23 14 61 6 

50 4 81 33 82 15 42 19 41 48 86 91 18 92 81 73 86 49 35 16 
40 94 9 57 8 75 48 71 49 42 4 1 72 2 9 17 4 41 55 74 
17 71 14 34 15 52 25 48 26 19 19 24 49 25 14 6 19 18 32 51 
14 40 45 3 46 21 6 17 5 12 50 55 18 56 45 37 50 13 1 20 
32 22 63 15 64 3 24 1 23 30 68 73 0 74 63 55 68 31 17 2 
8 46 39 9 40 27 0 23 1 6 44 49 24 50 39 31 44 7 7 26 
32 22 63 15 64 3 24 1 23 30 68 73 0 74 63 55 68 31 17 2 
44 10 75 27 76 9 36 13 35 42 80 85 12 86 75 67 80 43 29 10 
4 58 27 21 28 39 12 35 13 6 32 37 36 38 27 19 32 5 19 38 
36 18 67 19 68 1 28 5 27 34 72 77 4 78 67 59 72 35 21 2 
44 10 75 27 76 9 36 13 35 42 80 85 12 86 75 67 80 43 29 10 
10 44 41 7 42 25 2 21 1 8 46 51 22 52 41 33 46 9 5 24 
19 73 12 36 13 54 27 50 28 21 17 22 51 23 12 4 17 20 34 53 
51 3 82 34 83 16 43 20 42 49 87 92 19 93 82 74 87 50 36 17 
47 7 78 30 79 12 39 16 38 45 83 88 15 89 78 70 83 46 32 13 
33 21 64 16 65 2 25 2 24 31 69 74 1 75 64 56 69 32 18 1 
24 78 7 41 8 59 32 55 33 26 12 17 56 18 7 1 12 25 39 58 
47 7 78 30 79 12 39 16 38 45 83 88 15 89 78 70 83 46 32 13 
30 84 1 47 2 65 38 61 39 32 6 11 62 12 1 7 6 31 45 64 
20 34 51 3 52 15 12 11 11 18 56 61 12 62 51 43 56 19 5 14 

43 36 40 58 34 47 61 0 31 68 6 11 57 3 2 66 77 41 2 87 
47 54 50 32 56 43 29 90 59 22 84 79 33 87 92 24 13 49 88 3 
24 31 27 9 33 20 6 67 36 1 61 56 10 64 69 1 10 26 65 20 
7 0 4 22 2 11 25 36 5 32 30 25 21 33 38 30 41 5 34 51 
25 18 22 40 16 29 43 18 13 50 12 7 39 15 20 48 59 23 16 69 
1 6 2 16 8 5 19 42 11 26 36 31 15 39 44 24 35 1 40 45 
25 18 22 40 16 29 43 18 13 50 12 7 39 15 20 48 59 23 16 69 
37 30 34 52 28 41 55 6 25 62 0 5 51 3 8 60 71 35 4 81 
11 18 14 4 20 7 7 54 23 14 48 43 3 51 56 12 23 13 52 33 
29 22 26 44 20 33 47 14 17 54 8 3 43 11 16 52 63 27 12 73 
37 30 34 52 28 41 55 6 25 62 0 5 51 3 8 60 71 35 4 81 
3 4 0 18 6 7 21 40 9 28 34 29 17 37 42 26 37 1 38 47 
26 33 29 11 35 22 8 69 38 1 63 58 12 66 71 3 8 28 67 18 
44 37 41 59 35 48 62 1 32 69 7 12 58 4 1 67 78 42 3 88 
40 33 37 55 31 44 58 3 28 65 3 8 54 0 5 63 74 38 1 84 
26 19 23 41 17 30 44 17 14 51 11 6 40 14 19 49 60 24 15 70 
31 38 34 16 40 27 13 74 43 6 68 63 17 71 76 8 3 33 72 13 
40 33 37 55 31 44 58 3 28 65 3 8 54 0 5 63 74 38 1 84 
37 44 40 22 46 33 19 80 49 12 74 69 23 77 82 14 3 39 78 7 
13 6 10 28 4 17 31 30 1 38 24 19 27 27 32 36 47 11 28 57 

28 7 1 49 74 44 38 63 33 30 5 3 17 46 74 91 13 93 52 62 
62 83 91 41 16 46 52 27 57 60 95 87 73 44 16 1 77 3 38 28 
39 60 68 18 7 23 29 4 34 37 72 64 50 21 7 24 54 26 15 5 
8 29 37 13 38 8 2 27 3 6 41 33 19 10 38 55 23 57 16 26 
10 11 19 31 56 26 20 45 15 12 23 15 1 28 56 73 5 75 34 44 
14 35 43 7 32 2 4 21 9 12 47 39 25 4 32 49 29 51 10 20 
10 11 19 31 56 26 20 45 15 12 23 15 1 28 56 73 5 75 34 44 
22 1 7 43 68 38 32 57 27 24 11 3 11 40 68 85 7 87 46 56 
26 47 55 5 20 10 16 9 21 24 59 51 37 8 20 37 41 39 2 8 
14 7 15 35 60 30 24 49 19 16 19 11 3 32 60 77 1 79 38 48 
22 1 7 43 68 38 32 57 27 24 11 3 11 40 68 85 7 87 46 56 
12 33 41 9 34 4 2 23 7 10 45 37 23 6 34 51 27 53 12 22 
41 62 70 20 5 25 31 6 36 39 74 66 52 23 5 22 56 24 17 7 
29 8 0 50 75 45 39 64 34 31 4 4 18 47 75 92 14 94 53 63 
25 4 4 46 71 41 35 60 30 27 8 0 14 43 71 88 10 90 49 59 
11 10 18 32 57 27 21 46 16 13 22 14 0 29 57 74 4 76 35 45 
46 67 75 25 0 30 36 11 41 44 79 71 57 28 0 17 61 19 22 12 
25 4 4 46 71 41 35 60 30 27 8 0 14 43 71 88 10 90 49 59 
52 73 81 31 6 36 42 17 47 50 85 77 63 34 6 11 67 13 28 18 
2 23 31 19 44 14 8 33 3 0 35 27 13 16 44 61 17 63 22 32 

45 21 63 1 76 86 36 31 49 84 3 11 87 49 50 77 57 79 48 3 
45 69 27 89 14 4 54 59 41 6 87 79 3 41 40 13 33 11 42 93 
22 46 4 66 9 19 31 36 18 17 64 56 20 18 17 10 10 12 19 70 
9 15 27 35 40 50 0 5 13 48 33 25 51 13 14 41 21 43 12 39 
27 3 45 17 58 68 18 13 31 66 15 7 69 31 32 59 39 61 30 21 
3 21 21 41 34 44 6 11 7 42 39 31 45 7 8 35 15 37 6 45 
27 3 45 17 58 68 18 13 31 66 15 7 69 31 32 59 39 61 30 21 
39 15 57 5 70 80 30 25 43 78 3 5 81 43 44 71 51 73 42 9 
9 33 9 53 22 32 18 23 5 30 51 43 33 5 4 23 3 25 6 57 
31 7 49 13 62 72 22 17 35 70 11 3 73 35 36 63 43 65 34 17 
39 15 57 5 70 80 30 25 43 78 3 5 81 43 44 71 51 73 42 9 
