8 8 

40 12 10 46 72 26 66 7 
3 49 27 9 35 11 29 44 
51 1 21 57 83 37 77 4 
34 86 64 28 2 48 8 81 
38 90 68 32 6 52 12 85 
14 38 16 20 46 0 40 33 
1 51 29 7 33 13 27 46 
30 22 0 36 62 16 56 17 

49 3 61 39 0 17 8 77 
12 34 24 2 37 20 29 40 
60 14 72 50 11 28 19 88 
25 71 13 35 74 57 66 3 
29 75 17 39 78 61 70 1 
23 23 35 13 26 9 18 51 
10 36 22 0 39 22 31 38 
39 7 51 29 10 7 2 67 

82 8 25 21 6 26 68 11 
45 45 12 16 43 11 31 26 
93 3 36 32 5 37 79 22 
8 82 49 53 80 48 6 63 
4 86 53 57 84 52 10 67 
56 34 1 5 32 0 42 15 
43 47 14 18 45 13 29 28 
72 18 15 11 16 16 58 1 

32 87 21 39 2 20 70 32 
5 50 16 2 39 17 33 5 
43 98 32 50 9 31 81 43 
42 13 53 35 76 54 4 42 
46 9 57 39 80 58 8 46 
6 61 5 13 28 6 44 6 
7 48 18 0 41 19 31 7 
22 77 11 29 12 10 60 22 

1 25 1 69 1 13 45 21 
36 12 38 32 38 24 8 16 
12 36 10 80 10 24 56 32 
73 49 75 5 75 61 29 53 
77 53 79 9 79 65 33 57 
25 1 27 43 27 13 19 5 
38 14 40 30 40 26 6 18 
9 15 11 59 11 3 35 11 

10 71 41 12 10 65 14 34 
27 34 4 25 27 28 23 3 
21 82 52 23 21 76 25 45 
64 3 33 62 64 9 60 40 
68 7 37 66 68 13 64 44 
16 45 15 14 16 39 12 8 
29 32 2 27 29 26 25 5 
0 61 31 2 0 55 4 24 

62 10 19 2 5 20 86 36 
25 27 18 35 32 17 49 1 
73 21 30 13 16 31 97 47 
12 64 55 72 69 54 12 38 
16 68 59 76 73 58 8 42 
36 16 7 24 21 6 60 10 
23 29 20 37 34 19 47 3 
52 0 9 8 5 10 76 26 

9 37 21 1 40 23 32 37 
61 15 73 51 12 29 20 89 
39 7 51 29 10 7 2 67 
3 43 15 7 46 29 38 31 
23 69 11 33 72 55 64 5 
23 23 35 13 26 9 18 51 
17 63 5 27 66 49 58 11 
56 10 68 46 7 24 15 84 

42 48 15 19 46 14 28 29 
94 4 37 33 6 38 80 23 
72 18 15 11 16 16 58 1 
36 54 21 25 52 20 22 35 
10 80 47 51 78 46 4 61 
56 34 1 5 32 0 42 15 
16 74 41 45 72 40 2 55 
89 1 32 28 1 33 75 18 

8 47 19 1 42 20 30 8 
44 99 33 51 10 32 82 44 
22 77 11 29 12 10 60 22 
14 41 25 7 48 26 24 14 
40 15 51 33 74 52 2 40 
6 61 5 13 28 6 44 6 
34 21 45 27 68 46 4 34 
39 94 28 46 5 27 77 39 

39 15 41 29 41 27 5 19 
13 37 11 81 11 25 57 33 
9 15 11 59 11 3 35 11 
45 21 47 23 47 33 1 25 
71 47 73 3 73 59 27 51 
25 1 27 43 27 13 19 5 
65 41 67 3 67 53 21 45 
8 32 6 76 6 20 52 28 

30 31 1 28 30 25 26 6 
22 83 53 24 22 77 26 46 
0 61 31 2 0 55 4 24 
36 25 5 34 36 19 32 12 
62 1 31 60 62 7 58 38 
16 45 15 14 16 39 12 8 
56 5 25 54 56 1 52 32 
17 78 48 19 17 72 21 41 

22 30 21 38 35 20 46 4 
74 22 31 14 17 32 98 48 
52 0 9 8 5 10 76 26 
16 36 27 44 41 26 40 10 
10 62 53 70 67 52 14 36 
36 16 7 24 21 6 60 10 
4 56 47 64 61 46 20 30 
69 17 26 9 12 27 93 43 

33 57 24 28 55 23 19 38 
79 11 22 18 9 23 65 8 
21 69 36 40 67 35 7 50 
43 47 14 18 45 13 29 28 
82 8 25 21 6 26 68 11 
65 25 8 4 23 9 51 6 
74 16 17 13 14 18 60 3 
5 85 52 56 83 51 9 66 

17 38 28 10 51 29 21 17 
29 84 18 36 5 17 67 29 
29 26 40 22 63 41 9 29 
7 48 18 0 41 19 31 7 
32 87 21 39 2 20 70 32 
15 70 4 22 19 3 53 15 
24 79 13 31 10 12 62 24 
45 10 56 38 79 57 7 45 

48 24 50 20 50 36 4 28 
2 22 4 66 4 10 42 18 
60 36 62 8 62 48 16 40 
38 14 40 30 40 26 6 18 
1 25 1 69 1 13 45 21 
16 8 18 52 18 4 28 4 
7 17 9 61 9 5 37 13 
76 52 78 8 78 64 32 56 

39 22 8 37 39 16 35 15 
7 68 38 9 7 62 11 31 
51 10 20 49 51 4 47 27 
29 32 2 27 29 26 25 5 
10 71 41 12 10 65 14 34 
7 54 24 5 7 48 3 17 
2 63 33 4 2 57 6 26 
67 6 36 65 67 12 63 43 

13 39 30 47 44 29 37 13 
59 7 16 1 2 17 83 33 
1 51 42 59 56 41 25 25 
23 29 20 37 34 19 47 3 
62 10 19 2 5 20 86 36 
45 7 2 15 12 3 69 19 
54 2 11 6 3 12 78 28 
15 67 58 75 72 57 9 41 

50 5 61 43 84 62 12 50 
40 95 29 47 6 28 78 40 
7 62 4 14 27 5 45 7 
11 66 0 18 23 1 49 11 
38 93 27 45 4 26 76 38 
6 61 5 13 28 6 44 6 
36 19 47 29 70 48 2 36 
