4 10 

29 33 47 5 
11 7 7 35 
32 28 14 56 
39 35 21 63 

7 59 72 49 
33 19 32 9 
54 2 11 12 
61 9 4 19 

15 63 69 45 
55 23 29 5 
76 2 8 16 
83 5 1 23 

12 11 9 1 
28 29 49 39 
49 50 70 60 
56 57 77 67 

12 60 15 21 
28 20 55 19 
49 1 76 40 
56 8 83 47 

10 45 19 13 
30 5 59 53 
51 16 80 74 
58 23 87 81 

19 68 35 14 
21 28 5 54 
42 7 26 75 
49 0 33 82 

1 72 57 16 
39 32 17 56 
60 11 4 77 
67 4 11 84 

45 38 6 56 
5 2 34 16 
16 23 55 5 
23 30 62 12 

22 30 43 20 
26 26 39 16 
40 12 25 2 
2 54 67 44 

44 34 40 16 
48 30 36 12 
62 16 22 2 
20 58 64 40 

17 18 38 28 
21 22 42 32 
35 36 56 46 
7 6 14 4 

17 31 44 8 
21 27 48 12 
35 13 62 26 
7 55 20 16 

19 16 48 42 
23 12 52 46 
37 2 66 60 
5 40 24 18 

10 39 6 43 
14 35 2 47 
28 21 12 61 
14 63 30 19 

28 43 28 45 
32 39 24 49 
46 25 10 63 
4 67 52 21 

16 9 23 27 
12 5 27 23 
2 9 41 9 
40 33 1 51 

22 56 62 38 
74 4 10 14 
87 9 3 27 
64 14 20 4 

5 4 16 6 
47 48 68 58 
60 61 81 71 
37 38 58 48 

5 53 22 14 
47 1 74 38 
60 12 87 51 
37 11 64 28 

3 38 26 20 
49 14 78 72 
62 27 91 85 
39 4 68 62 

12 61 28 21 
40 9 24 73 
53 4 37 86 
30 19 14 63 

6 65 50 23 
58 13 2 75 
71 0 15 88 
48 23 8 65 

38 31 1 49 
14 21 53 3 
27 34 66 16 
4 11 43 7 

27 26 6 16 
51 52 72 62 
57 58 78 68 
33 34 54 44 

27 75 0 36 
51 3 78 42 
57 9 84 48 
33 15 60 24 

25 60 4 2 
53 18 82 76 
59 24 88 82 
35 0 64 58 

34 83 50 1 
44 5 28 77 
50 1 34 83 
26 23 10 59 

16 87 72 1 
62 9 6 79 
68 3 12 85 
44 27 12 61 

60 53 21 71 
18 25 57 7 
24 31 63 13 
0 7 39 11 

0 48 27 9 
1 49 26 10 
21 69 6 30 
11 59 16 20 

2 33 31 25 
1 34 30 24 
19 54 10 4 
9 44 20 14 

7 56 23 26 
8 57 24 25 
28 77 44 5 
18 67 34 15 

11 60 45 28 
10 61 46 27 
10 81 66 7 
0 71 56 17 

33 26 6 44 
34 27 5 45 
54 47 15 65 
44 37 5 55 

2 33 31 25 
50 15 79 73 
25 60 4 2 
11 24 40 34 

7 56 23 26 
41 8 25 74 
34 83 50 1 
2 47 14 35 

11 60 45 28 
59 12 3 76 
16 87 72 1 
20 51 36 37 

33 26 6 44 
15 22 54 4 
60 53 21 71 
24 17 15 35 

9 58 25 24 
26 23 10 59 
38 87 54 5 
32 81 48 1 

9 62 47 26 
44 27 12 61 
20 91 76 3 
14 85 70 3 

35 28 4 46 
0 7 39 11 
64 57 25 75 
58 51 19 69 

18 53 38 35 
67 4 11 84 
34 37 22 51 
15 86 71 2 

26 19 13 37 
23 30 62 12 
10 3 29 21 
59 52 20 70 

44 37 5 55 
27 34 66 16 
12 19 51 1 
61 54 22 72 

