6 5 

56 59 13 37 61 58 
27 30 42 8 32 29 
49 52 20 30 54 51 
0 3 69 19 5 2 
1 4 68 18 6 3 
10 7 79 29 5 8 

6 64 24 10 33 9 
23 35 5 19 4 38 
1 57 17 3 26 16 
50 8 32 46 23 65 
49 9 31 45 22 64 
60 2 42 56 33 75 

17 40 6 16 56 24 
46 11 23 45 27 53 
24 33 1 23 49 31 
73 16 50 72 0 80 
72 15 49 71 1 79 
83 26 60 82 10 90 

29 41 29 49 8 28 
0 12 0 20 37 57 
22 34 22 42 15 35 
27 15 27 7 64 84 
26 14 26 6 63 83 
37 25 37 17 74 94 

50 8 32 46 23 65 
53 5 35 49 26 68 
19 77 37 23 46 4 
31 27 13 27 4 46 
55 3 37 51 28 70 
52 6 34 48 25 67 

73 16 50 72 0 80 
76 19 53 75 3 83 
4 53 19 3 69 11 
54 3 31 53 19 61 
78 21 55 77 5 85 
75 18 52 74 2 82 

27 15 27 7 64 84 
30 18 30 10 67 87 
42 54 42 62 5 15 
8 4 8 12 45 65 
32 20 32 12 69 89 
29 17 29 9 66 86 

23 34 0 22 50 30 
81 24 58 80 8 88 
41 16 18 40 32 48 
27 30 4 26 46 34 
50 7 27 49 23 57 
8 49 15 7 65 15 

23 35 23 43 14 34 
35 23 35 15 72 92 
5 17 5 25 32 52 
19 31 19 39 18 38 
4 8 4 16 41 61 
38 50 38 58 1 19 

46 58 46 66 9 11 
11 1 11 9 48 68 
23 35 23 43 14 34 
45 57 45 65 8 12 
27 15 27 7 64 84 
53 65 53 73 16 4 

