12 5 

16 69 34 85 56 6 23 68 72 56 8 43 
29 24 11 40 11 39 22 23 27 11 37 2 
10 63 28 79 50 0 17 62 66 50 2 37 
16 69 34 85 56 6 23 68 72 56 8 43 
23 76 41 92 63 13 30 75 79 63 15 50 
53 0 35 16 13 63 46 1 3 13 61 26 
8 45 10 61 32 18 1 44 48 32 16 19 
2 51 16 67 38 12 5 50 54 38 10 25 
48 5 30 21 8 58 41 4 8 8 56 21 
46 7 28 23 6 56 39 6 10 6 54 19 
9 44 9 60 31 19 2 43 47 31 17 18 
31 22 13 38 9 41 24 21 25 9 39 4 

73 71 86 53 21 72 35 7 21 6 4 23 
28 26 41 8 24 27 10 38 24 51 49 22 
67 65 80 47 15 66 29 1 15 12 10 17 
73 71 86 53 21 72 35 7 21 6 4 23 
80 78 93 60 28 79 42 14 28 1 3 30 
4 2 17 16 48 3 34 62 48 75 73 46 
49 47 62 29 3 48 11 17 3 30 28 1 
55 53 68 35 3 54 17 11 3 24 22 5 
9 7 22 11 43 8 29 57 43 70 68 41 
11 9 24 9 41 10 27 55 41 68 66 39 
48 46 61 28 4 47 10 18 4 31 29 2 
26 24 39 6 26 25 12 40 26 53 51 24 

55 19 60 2 83 57 16 21 26 75 45 85 
10 26 15 43 38 12 29 24 19 30 0 40 
49 13 54 4 77 51 10 15 20 69 39 79 
55 19 60 2 83 57 16 21 26 75 45 85 
62 26 67 9 90 64 23 28 33 82 52 92 
14 50 9 67 14 12 53 48 43 6 24 16 
31 5 36 22 59 33 8 3 2 51 21 61 
37 1 42 16 65 39 2 3 8 57 27 67 
9 45 4 62 19 7 48 43 38 11 19 21 
7 43 2 60 21 5 46 41 36 13 17 23 
30 6 35 23 58 32 9 4 1 50 20 60 
8 28 13 45 36 10 31 26 21 28 2 38 

3 1 11 29 30 61 74 53 49 9 29 0 
42 46 34 16 15 16 29 8 4 36 16 45 
3 7 5 23 24 55 68 47 43 3 23 6 
3 1 11 29 30 61 74 53 49 9 29 0 
10 6 18 36 37 68 81 60 56 16 36 7 
66 70 58 40 39 8 5 16 20 60 40 69 
21 25 13 5 6 37 50 29 25 15 5 24 
15 19 7 11 12 43 56 35 31 9 11 18 
61 65 53 35 34 3 10 11 15 55 35 64 
59 63 51 33 32 1 12 9 13 53 33 62 
22 26 14 4 5 36 49 28 24 16 4 25 
44 48 36 18 17 14 27 6 2 38 18 47 

57 55 70 37 5 56 19 9 5 22 20 7 
4 2 17 16 48 3 34 62 48 75 73 46 
39 37 52 19 13 38 1 27 13 40 38 11 
12 14 1 32 64 13 50 78 64 91 89 62 
17 15 30 3 35 16 21 49 35 62 60 33 
67 65 80 47 15 66 29 1 15 12 10 17 
50 48 63 30 2 49 12 16 2 29 27 0 
5 3 18 15 47 4 33 61 47 74 72 45 
1 1 14 19 51 0 37 65 51 78 76 49 
17 15 30 3 35 16 21 49 35 62 60 33 
65 63 78 45 13 64 27 1 13 14 12 15 
30 28 43 10 22 29 8 36 22 49 47 20 

39 3 44 14 67 41 0 5 10 59 29 69 
14 50 9 67 14 12 53 48 43 6 24 16 
21 15 26 32 49 23 18 13 8 41 11 51 
30 66 25 83 2 28 69 64 59 10 40 0 
1 37 4 54 27 1 40 35 30 19 11 29 
49 13 54 4 77 51 10 15 20 69 39 79 
32 4 37 21 60 34 7 2 3 52 22 62 
13 49 8 66 15 11 52 47 42 7 23 17 
17 53 12 70 11 15 56 51 46 3 27 13 
1 37 4 54 27 1 40 35 30 19 11 29 
47 11 52 6 75 49 8 13 18 67 37 77 
12 24 17 41 40 14 27 22 17 32 2 42 

13 17 5 13 14 45 58 37 33 7 13 16 
66 70 58 40 39 8 5 16 20 60 40 69 
31 35 23 5 4 27 40 19 15 25 5 34 
82 86 74 56 55 24 11 32 36 76 56 85 
53 57 45 27 26 5 18 3 7 47 27 56 
3 7 5 23 24 55 68 47 43 3 23 6 
20 24 12 6 7 38 51 30 26 14 6 23 
65 69 57 39 38 7 6 15 19 59 39 68 
69 73 61 43 42 11 2 19 23 63 43 72 
53 57 45 27 26 5 18 3 7 47 27 56 
5 9 3 21 22 53 66 45 41 1 21 8 
40 44 32 14 13 18 31 10 6 34 14 43 

18 54 13 71 10 16 57 52 47 2 28 12 
16 52 11 69 12 14 55 50 45 4 26 14 
31 67 26 84 3 29 70 65 60 11 41 1 
2 34 7 51 30 4 37 32 27 22 8 32 
34 2 39 19 62 36 5 0 5 54 24 64 
17 53 12 70 11 15 56 51 46 3 27 13 
20 16 25 33 48 22 19 14 9 40 10 50 
48 12 53 5 76 50 9 14 19 68 38 78 
34 2 39 19 62 36 5 0 5 54 24 64 
61 25 66 8 89 63 22 27 32 81 51 91 
59 23 64 6 87 61 20 25 30 79 49 89 
32 4 37 21 60 34 7 2 3 52 22 62 

70 74 62 44 43 12 1 20 24 64 44 73 
68 72 60 42 41 10 3 18 22 62 42 71 
83 87 75 57 56 25 12 33 37 77 57 86 
50 54 42 24 23 8 21 0 4 44 24 53 
18 22 10 8 9 40 53 32 28 12 8 21 
69 73 61 43 42 11 2 19 23 63 43 72 
