6 6 

30 9 26 24 20 24 
58 37 54 52 48 4 
17 4 13 11 7 37 
21 42 25 27 31 75 
33 54 37 39 43 87 
7 14 3 1 3 47 

48 15 56 29 24 16 
76 13 84 57 4 44 
35 28 43 16 37 3 
3 66 5 22 75 35 
15 78 7 34 87 47 
25 38 33 6 47 7 

10 35 16 31 20 25 
18 63 12 3 8 3 
23 22 29 44 33 38 
61 16 67 82 71 76 
73 28 79 94 83 88 
33 12 39 54 43 48 

19 37 4 47 22 28 
47 65 24 75 50 0 
6 24 17 34 9 41 
32 14 55 4 29 79 
44 26 67 16 41 91 
4 14 27 24 1 51 

57 33 31 53 30 1 
85 61 3 81 58 27 
44 20 44 40 17 14 
6 18 82 2 21 52 
6 30 94 10 33 64 
34 10 54 30 7 24 

18 45 26 1 54 14 
39 24 47 20 33 7 
22 41 30 3 50 10 
24 39 32 5 48 8 
28 35 36 9 44 4 
72 9 80 53 0 40 

40 5 46 61 50 55 
19 26 25 40 29 34 
36 9 42 57 46 51 
34 11 40 55 44 49 
30 15 36 51 40 45 
14 59 8 7 4 1 

11 7 34 17 8 58 
10 28 13 38 13 37 
7 11 30 21 4 54 
5 13 28 23 2 52 
1 17 24 27 2 48 
43 61 20 71 46 4 

27 3 61 23 0 31 
48 24 40 44 21 10 
31 7 57 27 4 27 
33 9 55 29 6 25 
37 13 51 33 10 21 
81 57 7 77 54 23 

58 13 64 79 68 73 
5 50 1 16 5 10 
66 21 72 87 76 81 
39 6 45 60 49 54 
14 59 8 7 4 1 
26 19 32 47 36 41 

29 11 52 1 26 76 
34 52 11 62 37 13 
37 19 60 9 34 84 
10 8 33 18 7 57 
43 61 20 71 46 4 
3 21 20 31 6 44 

9 15 79 5 18 49 
72 48 16 68 45 14 
1 23 87 3 26 57 
28 4 60 24 1 30 
81 57 7 77 54 23 
41 17 47 37 14 17 

29 47 6 57 32 18 
16 2 39 12 13 63 
35 53 12 63 38 12 
50 68 27 78 53 3 
39 57 16 67 42 8 
44 62 21 72 47 3 

67 43 21 63 40 9 
22 2 66 18 5 36 
73 49 15 69 46 15 
88 64 0 84 61 30 
77 53 11 73 50 19 
82 58 6 78 55 24 

38 14 50 34 11 20 
20 4 68 16 7 38 
61 37 27 57 34 3 
10 14 78 6 17 48 
35 11 53 31 8 23 
85 61 3 81 58 27 

