16 8 

35 15 13 42 37 11 14 7 20 22 14 60 38 23 27 29 
27 7 21 34 29 3 6 1 12 30 22 52 30 31 35 37 
20 40 68 13 18 44 41 48 35 77 69 5 17 78 82 84 
28 48 76 21 26 52 49 56 43 85 77 3 25 86 90 92 
28 8 20 35 30 4 7 0 13 29 21 53 31 30 34 36 
25 45 73 18 23 49 46 53 40 82 74 0 22 83 87 89 
28 8 20 35 30 4 7 0 13 29 21 53 31 30 34 36 
22 2 26 29 24 2 1 6 7 35 27 47 25 36 40 42 
38 18 10 45 40 14 17 10 23 19 11 63 41 20 24 26 
36 16 12 43 38 12 15 8 21 21 13 61 39 22 26 28 
31 11 17 38 33 7 10 3 16 26 18 56 34 27 31 33 
15 5 33 22 17 9 6 13 0 42 34 40 18 43 47 49 
11 9 37 18 13 13 10 17 4 46 38 36 14 47 51 53 
59 39 11 66 61 35 38 31 44 2 10 84 62 1 3 5 
2 18 46 9 4 22 19 26 13 55 47 27 5 56 60 62 
15 5 33 22 17 9 6 13 0 42 34 40 18 43 47 49 

48 11 19 23 18 26 52 6 10 20 28 4 15 28 47 26 
40 19 27 31 10 34 44 2 18 28 20 12 23 20 39 34 
7 66 74 78 37 81 3 49 65 75 27 59 70 27 8 81 
15 74 82 86 45 89 11 57 73 83 35 67 78 35 16 89 
41 18 26 30 11 33 45 1 17 27 21 11 22 21 40 33 
12 71 79 83 42 86 8 54 70 80 32 64 75 32 13 86 
41 18 26 30 11 33 45 1 17 27 21 11 22 21 40 33 
35 24 32 36 5 39 39 7 23 33 15 17 28 15 34 39 
51 8 16 20 21 23 55 9 7 17 31 1 12 31 50 23 
49 10 18 22 19 25 53 7 9 19 29 3 14 29 48 25 
44 15 23 27 14 30 48 2 14 24 24 8 19 24 43 30 
28 31 39 43 2 46 32 14 30 40 8 24 35 8 27 46 
24 35 43 47 6 50 28 18 34 44 4 28 39 4 23 50 
72 13 5 1 42 2 76 30 14 4 52 20 9 52 71 2 
15 44 52 56 15 59 19 27 43 53 5 37 48 5 14 59 
28 31 39 43 2 46 32 14 30 40 8 24 35 8 27 46 

30 18 35 14 44 29 4 57 66 4 48 1 48 6 60 5 
38 26 27 6 36 21 12 49 58 12 40 7 40 14 52 13 
85 73 20 41 11 26 59 2 11 59 7 54 7 61 5 60 
93 81 28 49 19 34 67 6 3 67 15 62 15 69 3 68 
37 25 28 7 37 22 11 50 59 11 41 6 41 13 53 12 
90 78 25 46 16 31 64 3 6 64 12 59 12 66 0 65 
37 25 28 7 37 22 11 50 59 11 41 6 41 13 53 12 
43 31 22 1 31 16 17 44 53 17 35 12 35 19 47 18 
27 15 38 17 47 32 1 60 69 1 51 4 51 3 63 2 
29 17 36 15 45 30 3 58 67 3 49 2 49 5 61 4 
34 22 31 10 40 25 8 53 62 8 44 3 44 10 56 9 
50 38 15 6 24 9 24 37 46 24 28 19 28 26 40 25 
54 42 11 10 20 5 28 33 42 28 24 23 24 30 36 29 
6 6 59 38 68 53 20 81 90 20 72 25 72 18 84 19 
63 51 2 19 11 4 37 24 33 37 15 32 15 39 27 38 
50 38 15 6 24 9 24 37 46 24 28 19 28 26 40 25 

26 58 39 6 61 41 51 36 63 30 54 45 31 57 14 47 
18 50 31 14 53 33 43 28 55 22 46 37 23 49 6 39 
29 3 16 61 6 14 4 19 8 25 1 10 24 2 41 8 
37 5 24 69 2 22 12 27 0 33 9 18 32 6 49 16 
19 51 32 13 54 34 44 29 56 23 47 38 24 50 7 40 
34 2 21 66 1 19 9 24 3 30 6 15 29 3 46 13 
19 51 32 13 54 34 44 29 56 23 47 38 24 50 7 40 
13 45 26 19 48 28 38 23 50 17 41 32 18 44 1 34 
29 61 42 3 64 44 54 39 66 33 57 48 34 60 17 50 
27 59 40 5 62 42 52 37 64 31 55 46 32 58 15 48 
22 54 35 10 57 37 47 32 59 26 50 41 27 53 10 43 
6 38 19 26 41 21 31 16 43 10 34 25 11 37 6 27 
2 34 15 30 37 17 27 12 39 6 30 21 7 33 10 23 
50 82 63 18 85 65 75 60 87 54 78 69 55 81 38 71 
7 25 6 39 28 8 18 3 30 3 21 12 2 24 19 14 
6 38 19 26 41 21 31 16 43 10 34 25 11 37 6 27 

45 49 32 7 5 28 14 18 42 53 14 20 7 5 32 20 
37 41 40 15 3 20 22 26 34 45 6 28 1 13 40 12 
10 6 87 62 50 27 69 73 13 2 41 75 48 60 87 35 
18 14 95 70 58 35 77 81 21 10 49 83 56 68 95 43 
38 42 39 14 2 21 21 25 35 46 7 27 0 12 39 13 
15 11 92 67 55 32 74 78 18 7 46 80 53 65 92 40 
38 42 39 14 2 21 21 25 35 46 7 27 0 12 39 13 
32 36 45 20 8 15 27 31 29 40 1 33 6 18 45 7 
48 52 29 4 8 31 11 15 45 56 17 17 10 2 29 23 
46 50 31 6 6 29 13 17 43 54 15 19 8 4 31 21 
41 45 36 11 1 24 18 22 38 49 10 24 3 9 36 16 
25 29 52 27 15 8 34 38 22 33 6 40 13 25 52 0 
21 25 56 31 19 4 38 42 18 29 10 44 17 29 56 4 
69 73 8 17 29 52 10 6 66 77 38 4 31 19 8 44 
12 16 65 40 28 5 47 51 9 20 19 53 26 38 65 13 
25 29 52 27 15 8 34 38 22 33 6 40 13 25 52 0 

5 9 30 16 14 49 1 19 43 23 2 32 41 21 9 41 
13 1 22 8 22 41 7 27 35 31 6 24 33 29 1 33 
60 46 25 39 69 6 54 74 12 78 53 23 14 76 46 14 
68 54 33 47 77 14 62 82 20 86 61 31 22 84 54 22 
12 2 23 9 21 42 6 26 36 30 5 25 34 28 2 34 
65 51 30 44 74 11 59 79 17 83 58 28 19 81 51 19 
12 2 23 9 21 42 6 26 36 30 5 25 34 28 2 34 
18 4 17 3 27 36 12 32 30 36 11 19 28 34 4 28 
2 12 33 19 11 52 4 16 46 20 5 35 44 18 12 44 
4 10 31 17 13 50 2 18 44 22 3 33 42 20 10 42 
9 5 26 12 18 45 3 23 39 27 2 28 37 25 5 37 
25 11 10 4 34 29 19 39 23 43 18 12 21 41 11 21 
29 15 6 8 38 25 23 43 19 47 22 8 17 45 15 17 
19 33 54 40 10 73 25 5 67 1 26 56 65 3 33 65 
38 24 3 17 47 16 32 52 10 56 31 1 8 54 24 8 
25 11 10 4 34 29 19 39 23 43 18 12 21 41 11 21 

56 59 17 61 23 39 29 4 38 47 28 41 2 9 8 13 
48 51 9 53 31 31 21 4 30 39 36 33 6 1 16 5 
1 4 38 6 78 16 26 51 17 8 83 14 53 46 63 42 
7 4 46 2 86 24 34 59 25 16 91 22 61 54 71 50 
49 52 10 54 30 32 22 3 31 40 35 34 5 2 15 6 
4 1 43 1 83 21 31 56 22 13 88 19 58 51 68 47 
49 52 10 54 30 32 22 3 31 40 35 34 5 2 15 6 
43 46 4 48 36 26 16 9 25 34 41 28 11 4 21 0 
59 62 20 64 20 42 32 7 41 50 25 44 5 12 5 16 
57 60 18 62 22 40 30 5 39 48 27 42 3 10 7 14 
52 55 13 57 27 35 25 0 34 43 32 37 2 5 12 9 
36 39 3 41 43 19 9 16 18 27 48 21 18 11 28 7 
32 35 7 37 47 15 5 20 14 23 52 17 22 15 32 11 
80 83 41 85 1 63 53 28 62 71 4 65 26 33 16 37 
23 26 16 28 56 6 4 29 5 14 61 8 31 24 41 20 
36 39 3 41 43 19 9 16 18 27 48 21 18 11 28 7 

13 46 54 58 17 61 17 29 45 55 7 39 50 7 12 61 
33 26 34 38 3 41 37 9 25 35 13 19 30 13 32 41 
61 2 6 10 31 13 65 19 3 7 41 9 2 41 60 13 
6 53 61 65 24 68 10 36 52 62 14 46 57 14 5 68 
11 48 56 60 19 63 15 31 47 57 9 41 52 9 10 63 
37 22 30 34 7 37 41 5 21 31 17 15 26 17 36 37 
34 25 33 37 4 40 38 8 24 34 14 18 29 14 33 40 
41 18 26 30 11 33 45 1 17 27 21 11 22 21 40 33 
28 31 39 43 2 46 32 14 30 40 8 24 35 8 27 46 
70 11 3 1 40 4 74 28 12 2 50 18 7 50 69 4 
62 3 5 9 32 12 66 20 4 6 42 10 1 42 61 12 
12 71 79 83 42 86 8 54 70 80 32 64 75 32 13 86 
10 49 57 61 20 64 14 32 48 58 10 42 53 10 9 64 
71 12 4 0 41 3 75 29 13 3 51 19 8 51 70 3 
75 16 8 4 45 1 79 33 17 7 55 23 12 55 74 1 
77 18 10 6 47 3 81 35 19 9 57 25 14 57 76 3 

65 53 0 21 9 6 39 22 31 39 13 34 13 41 25 40 
45 33 20 1 29 14 19 42 51 19 33 14 33 21 45 20 
17 5 48 27 57 42 9 70 79 9 61 14 61 7 73 8 
72 60 7 28 2 13 46 15 24 46 6 41 6 48 18 47 
67 55 2 23 7 8 41 20 29 41 11 36 11 43 23 42 
41 29 24 3 33 18 15 46 55 15 37 10 37 17 49 16 
44 32 21 0 30 15 18 43 52 18 34 13 34 20 46 19 
37 25 28 7 37 22 11 50 59 11 41 6 41 13 53 12 
50 38 15 6 24 9 24 37 46 24 28 19 28 26 40 25 
8 4 57 36 66 51 18 79 88 18 70 23 70 16 82 17 
16 4 49 28 58 43 10 71 80 10 62 15 62 8 74 9 
90 78 25 46 16 31 64 3 6 64 12 59 12 66 0 65 
68 56 3 24 6 9 42 19 28 42 10 37 10 44 22 43 
7 5 58 37 67 52 19 80 89 19 71 24 71 17 83 18 
3 9 62 41 71 56 23 84 93 23 75 28 75 21 87 22 
1 11 64 43 73 58 25 86 95 25 77 30 77 23 89 24 

9 23 4 41 26 6 16 1 28 5 19 10 4 22 21 12 
11 43 24 21 46 26 36 21 48 15 39 30 16 42 1 32 
39 71 52 7 74 54 64 49 76 43 67 58 44 70 27 60 
16 16 3 48 19 1 9 6 21 12 12 3 11 15 28 5 
11 21 2 43 24 4 14 1 26 7 17 8 6 20 23 10 
15 47 28 17 50 30 40 25 52 19 43 34 20 46 3 36 
12 44 25 20 47 27 37 22 49 16 40 31 17 43 0 33 
19 51 32 13 54 34 44 29 56 23 47 38 24 50 7 40 
6 38 19 26 41 21 31 16 43 10 34 25 11 37 6 27 
48 80 61 16 83 63 73 58 85 52 76 67 53 79 36 69 
40 72 53 8 75 55 65 50 77 44 68 59 45 71 28 61 
34 2 21 66 1 19 9 24 3 30 6 15 29 3 46 13 
12 20 1 44 23 3 13 2 25 8 16 7 7 19 24 9 
49 81 62 17 84 64 74 59 86 53 77 68 54 80 37 70 
53 85 66 21 88 68 78 63 90 57 81 72 58 84 41 74 
55 87 68 23 90 70 80 65 92 59 83 74 60 86 43 76 

10 14 67 42 30 7 49 53 7 18 21 55 28 40 67 15 
30 34 47 22 10 13 29 33 27 38 1 35 8 20 47 5 
58 62 19 6 18 41 1 5 55 66 27 7 20 8 19 33 
3 7 74 49 37 14 56 60 0 11 28 62 35 47 74 22 
8 12 69 44 32 9 51 55 5 16 23 57 30 42 69 17 
34 38 43 18 6 17 25 29 31 42 3 31 4 16 43 9 
31 35 46 21 9 14 28 32 28 39 0 34 7 19 46 6 
38 42 39 14 2 21 21 25 35 46 7 27 0 12 39 13 
25 29 52 27 15 8 34 38 22 33 6 40 13 25 52 0 
67 71 10 15 27 50 8 4 64 75 36 2 29 17 10 42 
59 63 18 7 19 42 0 4 56 67 28 6 21 9 18 34 
15 11 92 67 55 32 74 78 18 7 46 80 53 65 92 40 
7 11 70 45 33 10 52 56 4 15 24 58 31 43 70 18 
68 72 9 16 28 51 9 5 65 76 37 3 30 18 9 43 
72 76 5 20 32 55 13 9 69 80 41 7 34 22 5 47 
74 78 3 22 34 57 15 11 71 82 43 9 36 24 3 49 

40 26 5 19 49 14 34 54 8 58 33 3 6 56 26 6 
20 6 15 1 29 34 14 34 28 38 13 17 26 36 6 26 
8 22 43 29 1 62 14 6 56 10 15 45 54 8 22 54 
47 33 12 26 56 7 41 61 1 65 40 10 1 63 33 1 
42 28 7 21 51 12 36 56 6 60 35 5 4 58 28 4 
16 2 19 5 25 38 10 30 32 34 9 21 30 32 2 30 
19 5 16 2 28 35 13 33 29 37 12 18 27 35 5 27 
12 2 23 9 21 42 6 26 36 30 5 25 34 28 2 34 
25 11 10 4 34 29 19 39 23 43 18 12 21 41 11 21 
17 31 52 38 8 71 23 3 65 1 24 54 63 1 31 63 
9 23 44 30 0 63 15 5 57 9 16 46 55 7 23 55 
65 51 30 44 74 11 59 79 17 83 58 28 19 81 51 19 
43 29 8 22 52 11 37 57 5 61 36 6 3 59 29 3 
18 32 53 39 9 72 24 4 66 0 25 55 64 2 32 64 
22 36 57 43 13 76 28 8 70 4 29 59 68 6 36 68 
24 38 59 45 15 78 30 10 72 6 31 61 70 8 38 70 

21 24 18 26 58 4 6 31 3 12 63 6 33 26 43 22 
41 44 2 46 38 24 14 11 23 32 43 26 13 6 23 2 
69 72 30 74 10 52 42 17 51 60 15 54 15 22 5 26 
14 17 25 19 65 3 13 38 4 5 70 1 40 33 50 29 
19 22 20 24 60 2 8 33 1 10 65 4 35 28 45 24 
45 48 6 50 34 28 18 7 27 36 39 30 9 2 19 2 
42 45 3 47 37 25 15 10 24 33 42 27 12 5 22 1 
49 52 10 54 30 32 22 3 31 40 35 34 5 2 15 6 
36 39 3 41 43 19 9 16 18 27 48 21 18 11 28 7 
78 81 39 83 1 61 51 26 60 69 6 63 24 31 14 35 
70 73 31 75 9 53 43 18 52 61 14 55 16 23 6 27 
4 1 43 1 83 21 31 56 22 13 88 19 58 51 68 47 
18 21 21 23 61 1 9 34 0 9 66 3 36 29 46 25 
79 82 40 84 0 62 52 27 61 70 5 64 25 32 15 36 
83 86 44 88 4 66 56 31 65 74 1 68 29 36 19 40 
85 88 46 90 6 68 58 33 67 76 1 70 31 38 21 42 

78 66 13 34 4 19 52 9 18 52 0 47 0 54 12 53 
19 7 46 25 55 40 7 68 77 7 59 12 59 5 71 6 
11 1 54 33 63 48 15 76 85 15 67 20 67 13 79 14 
7 5 58 37 67 52 19 80 89 19 71 24 71 17 83 18 
48 36 17 4 26 11 22 39 48 22 30 17 30 24 42 23 
4 8 61 40 70 55 22 83 92 22 74 27 74 20 86 21 
82 70 17 38 8 23 56 5 14 56 4 51 4 58 8 57 
36 24 29 8 38 23 10 51 60 10 42 5 42 12 54 11 
20 8 45 24 54 39 6 67 76 6 58 11 58 4 70 5 
10 2 55 34 64 49 16 77 86 16 68 21 68 14 80 15 
58 46 7 14 16 1 32 29 38 32 20 27 20 34 32 33 
26 14 39 18 48 33 0 61 70 0 52 5 52 2 64 1 
15 3 50 29 59 44 11 72 81 11 63 16 63 9 75 10 
58 46 7 14 16 1 32 29 38 32 20 27 20 34 32 33 
77 65 12 33 3 18 51 10 19 51 1 46 1 53 13 52 
4 8 61 40 70 55 22 83 92 22 74 27 74 20 86 21 

22 10 9 54 13 7 3 12 15 18 6 3 17 9 34 1 
37 69 50 5 72 52 62 47 74 41 65 56 42 68 25 58 
45 77 58 13 80 60 70 55 82 49 73 64 50 76 33 66 
49 81 62 17 84 64 74 59 86 53 77 68 54 80 37 70 
8 40 21 24 43 23 33 18 45 12 36 27 13 39 4 29 
52 84 65 20 87 67 77 62 89 56 80 71 57 83 40 73 
26 6 13 58 9 11 1 16 11 22 2 7 21 5 38 5 
20 52 33 12 55 35 45 30 57 24 48 39 25 51 8 41 
36 68 49 4 71 51 61 46 73 40 64 55 41 67 24 57 
46 78 59 14 81 61 71 56 83 50 74 65 51 77 34 67 
2 30 11 34 33 13 23 8 35 2 26 17 3 29 14 19 
30 62 43 2 65 45 55 40 67 34 58 49 35 61 18 51 
41 73 54 9 76 56 66 51 78 45 69 60 46 72 29 62 
2 30 11 34 33 13 23 8 35 2 26 17 3 29 14 19 
21 11 8 53 14 6 4 11 16 17 7 2 16 10 33 0 
52 84 65 20 87 67 77 62 89 56 80 71 57 83 40 73 

3 1 80 55 43 20 62 66 6 5 34 68 41 53 80 28 
56 60 21 4 16 39 3 7 53 64 25 9 18 6 21 31 
64 68 13 12 24 47 5 1 61 72 33 1 26 14 13 39 
68 72 9 16 28 51 9 5 65 76 37 3 30 18 9 43 
27 31 50 25 13 10 32 36 24 35 4 38 11 23 50 2 
71 75 6 19 31 54 12 8 68 79 40 6 33 21 6 46 
7 3 84 59 47 24 66 70 10 1 38 72 45 57 84 32 
39 43 38 13 1 22 20 24 36 47 8 26 1 11 38 14 
55 59 22 3 15 38 4 8 52 63 24 10 17 5 22 30 
65 69 12 13 25 48 6 2 62 73 34 0 27 15 12 40 
17 21 60 35 23 0 42 46 14 25 14 48 21 33 60 8 
49 53 28 3 9 32 10 14 46 57 18 16 11 1 28 24 
60 64 17 8 20 43 1 3 57 68 29 5 22 10 17 35 
17 21 60 35 23 0 42 46 14 25 14 48 21 33 60 8 
2 2 79 54 42 19 61 65 5 6 33 67 40 52 79 27 
71 75 6 19 31 54 12 8 68 79 40 6 33 21 6 46 

53 39 18 32 62 1 47 67 5 71 46 16 7 69 39 7 
6 20 41 27 3 60 12 8 54 12 13 43 52 10 20 52 
14 28 49 35 5 68 20 0 62 4 21 51 60 2 28 60 
18 32 53 39 9 72 24 4 66 0 25 55 64 2 32 64 
23 9 12 2 32 31 17 37 25 41 16 14 23 39 9 23 
21 35 56 42 12 75 27 7 69 3 28 58 67 5 35 67 
57 43 22 36 66 3 51 71 9 75 50 20 11 73 43 11 
11 3 24 10 20 43 5 25 37 29 4 26 35 27 3 35 
5 19 40 26 4 59 11 9 53 13 12 42 51 11 19 51 
15 29 50 36 6 69 21 1 63 3 22 52 61 1 29 61 
33 19 2 12 42 21 27 47 15 51 26 4 13 49 19 13 
1 13 34 20 10 53 5 15 47 19 6 36 45 17 13 45 
10 24 45 31 1 64 16 4 58 8 17 47 56 6 24 56 
33 19 2 12 42 21 27 47 15 51 26 4 13 49 19 13 
52 38 17 31 61 2 46 66 4 70 45 15 6 68 38 6 
21 35 56 42 12 75 27 7 69 3 28 58 67 5 35 67 

8 11 31 13 71 9 19 44 10 1 76 7 46 39 56 35 
67 70 28 72 12 50 40 15 49 58 17 52 13 20 3 24 
75 78 36 80 4 58 48 23 57 66 9 60 21 28 11 32 
79 82 40 84 0 62 52 27 61 70 5 64 25 32 15 36 
38 41 1 43 41 21 11 14 20 29 46 23 16 9 26 5 
82 85 43 87 3 65 55 30 64 73 2 67 28 35 18 39 
