7 4 

27 21 9 27 11 16 20 
64 58 46 64 48 21 57 
9 3 9 9 7 34 2 
35 29 17 35 19 8 28 
51 45 33 51 35 8 44 
32 26 14 32 16 11 25 
3 9 21 3 19 46 10 

44 26 32 8 15 19 4 
81 11 69 45 52 18 33 
26 44 14 10 3 37 22 
52 18 40 16 23 11 4 
68 2 56 32 39 5 20 
49 21 37 13 20 14 1 
14 56 2 22 15 49 34 

35 33 41 7 28 29 5 
2 4 4 30 9 66 42 
53 51 59 25 46 11 13 
27 25 33 1 20 37 13 
11 9 17 17 4 53 29 
30 28 36 2 23 34 10 
65 63 71 37 58 1 25 

17 53 5 19 12 46 31 
23 47 11 13 6 40 25 
35 35 23 1 6 28 13 
17 53 5 19 12 46 31 
33 37 21 3 4 30 15 
60 10 48 24 31 3 12 
24 46 12 12 5 39 24 

62 60 68 34 55 2 22 
56 54 62 28 49 8 16 
44 42 50 16 37 20 4 
62 60 68 34 55 2 22 
46 44 52 18 39 18 6 
19 17 25 9 12 45 21 
55 53 61 27 48 9 15 

79 77 85 51 72 15 39 
9 7 15 19 2 55 31 
67 65 73 39 60 3 27 
43 41 49 15 36 21 3 
50 48 56 22 43 14 10 
16 14 22 12 9 48 24 
31 29 37 3 24 33 9 

