5 10 

1 20 3 53 8 
6 15 8 48 13 
69 48 71 15 76 
42 21 44 12 49 
30 9 32 24 37 

12 50 43 70 25 
7 45 38 65 20 
56 18 25 2 43 
29 9 2 29 16 
17 21 14 41 4 

18 0 56 45 3 
13 5 51 40 2 
50 68 12 23 65 
23 41 15 4 38 
11 29 27 16 26 

7 26 7 11 73 
2 21 12 6 68 
61 42 75 57 5 
34 15 48 30 32 
22 3 36 18 44 

30 51 44 65 8 
25 46 39 60 3 
38 17 24 3 60 
11 10 3 24 33 
1 22 15 36 21 

9 8 15 35 24 
4 13 20 30 19 
59 76 83 33 44 
32 49 56 6 17 
20 37 44 6 5 

78 57 51 19 10 
73 52 46 14 5 
10 11 17 49 58 
37 16 10 22 31 
49 28 22 10 19 

76 52 11 23 44 
71 47 6 18 39 
8 16 57 45 24 
35 11 30 18 3 
47 23 18 6 15 

13 12 15 17 43 
18 17 20 22 38 
81 80 83 85 25 
54 53 56 58 2 
42 41 44 46 14 

13 51 44 71 26 
8 30 23 50 5 
15 53 46 73 28 
41 3 10 17 28 
20 58 51 78 33 

19 1 57 46 4 
2 20 36 25 17 
21 3 59 48 6 
35 53 3 8 50 
26 8 64 53 11 

8 27 6 12 74 
13 6 27 9 53 
10 29 4 14 76 
46 27 60 42 20 
15 34 1 19 81 

31 52 45 66 9 
10 31 24 45 12 
33 54 47 68 11 
23 2 9 12 45 
38 59 52 73 16 

10 7 14 36 25 
11 28 35 15 4 
12 5 12 38 27 
44 61 68 18 29 
17 0 7 43 32 

79 58 52 20 11 
58 37 31 1 10 
81 60 54 22 13 
25 4 2 34 43 
86 65 59 27 18 

77 53 12 24 45 
56 32 9 3 24 
79 55 14 26 47 
23 1 42 30 9 
84 60 19 31 52 

12 11 14 16 44 
33 32 35 37 23 
10 9 12 14 46 
66 65 68 70 10 
5 4 7 9 51 

6 12 44 33 9 
32 50 6 5 47 
25 43 13 2 40 
52 70 14 25 67 
7 25 31 20 22 

5 14 19 1 61 
43 24 57 39 23 
36 17 50 32 30 
63 44 77 59 3 
18 1 32 14 48 

18 39 32 53 4 
20 1 6 15 42 
13 8 1 22 35 
40 19 26 5 62 
5 26 19 40 17 

3 20 27 23 12 
41 58 65 15 26 
34 51 58 8 19 
61 78 85 35 46 
16 33 40 10 1 

66 45 39 7 2 
28 7 1 31 40 
35 14 8 24 33 
8 13 19 51 60 
53 32 26 6 15 

64 40 1 11 32 
26 2 39 27 6 
33 9 32 20 1 
6 18 59 47 26 
51 27 14 2 19 

25 24 27 29 31 
63 62 65 67 7 
56 55 58 60 0 
83 82 85 87 27 
38 37 40 42 18 

11 8 25 7 55 
7 26 7 11 73 
49 30 63 45 17 
38 19 52 34 28 
4 23 10 8 70 

12 33 26 47 10 
30 51 44 65 8 
26 5 12 9 48 
15 6 1 20 37 
27 48 41 62 5 

9 26 33 17 6 
9 8 15 35 24 
47 64 71 21 32 
36 53 60 10 21 
6 11 18 32 21 

60 39 33 1 8 
78 57 51 19 10 
22 1 5 37 46 
33 12 6 26 35 
75 54 48 16 7 

58 34 7 5 26 
76 52 11 23 44 
20 4 45 33 12 
31 7 34 22 1 
73 49 8 20 41 

31 30 33 35 25 
13 12 15 17 43 
69 68 71 73 13 
58 57 60 62 2 
16 15 18 20 40 

23 44 37 58 1 
4 25 18 39 18 
37 58 51 72 15 
19 40 33 54 3 
43 22 29 8 65 

2 15 22 28 17 
17 34 41 9 2 
16 1 8 42 31 
2 19 26 24 13 
64 81 88 38 49 

71 50 44 12 3 
52 31 25 7 16 
85 64 58 26 17 
67 46 40 8 1 
5 16 22 54 63 

69 45 4 16 37 
50 26 15 3 18 
83 59 18 30 51 
65 41 0 12 33 
3 21 62 50 29 

20 19 22 24 36 
39 38 41 43 17 
6 5 8 10 50 
24 23 26 28 32 
86 85 88 90 30 

21 38 45 5 6 
42 59 66 16 27 
35 52 59 9 20 
56 73 80 30 41 
1 16 23 27 16 

48 27 21 11 20 
27 6 0 32 41 
34 13 7 25 34 
13 8 14 46 55 
70 49 43 11 2 

46 22 19 7 14 
25 1 40 28 7 
32 8 33 21 0 
11 13 54 42 21 
68 44 3 15 36 

43 42 45 47 13 
64 63 66 68 8 
57 56 59 61 1 
78 77 80 82 22 
21 20 23 25 35 

69 48 42 10 1 
86 65 59 27 18 
93 72 66 34 25 
43 22 16 16 25 
54 33 27 5 14 

67 43 2 14 35 
84 60 19 31 52 
91 67 26 38 59 
41 17 24 12 9 
52 28 13 1 20 

22 21 24 26 34 
5 4 7 9 51 
2 3 0 2 58 
48 47 50 52 8 
37 36 39 41 19 

2 26 67 55 34 
19 5 46 34 13 
25 1 40 28 7 
57 33 8 4 25 
66 42 1 13 34 

91 90 93 95 35 
70 69 72 74 14 
64 63 66 68 8 
32 31 34 36 24 
23 22 25 27 33 

89 88 91 93 33 
65 64 67 69 9 
24 23 26 28 32 
36 35 38 40 20 
57 56 59 61 1 

