3 8 

86 63 27 
81 58 22 
32 9 27 

28 83 76 
23 78 71 
26 29 22 

49 79 62 
44 74 57 
5 25 8 

81 36 20 
76 31 15 
27 18 34 

67 51 45 
62 46 40 
13 3 9 

57 56 19 
52 51 14 
3 2 35 

53 29 55 
48 24 50 
1 25 1 

58 3 10 
35 20 13 
1 56 49 

37 7 24 
14 16 1 
22 52 35 

5 50 66 
18 27 43 
54 9 7 

19 35 41 
4 12 18 
40 24 18 

29 30 67 
6 7 44 
30 29 8 

33 57 31 
10 34 8 
26 2 28 

21 51 34 
34 4 21 
27 3 14 

53 8 8 
2 47 63 
5 40 56 

39 23 17 
16 32 38 
9 25 31 

29 28 9 
26 27 64 
19 20 57 

25 1 27 
30 54 28 
23 47 21 

32 13 29 
2 43 59 
19 26 42 

18 2 4 
12 28 34 
5 11 17 

8 7 30 
22 23 60 
5 6 43 

4 20 6 
26 50 24 
9 33 7 

14 30 36 
31 15 9 
47 31 25 

24 25 62 
21 20 17 
37 36 1 

28 52 26 
17 7 19 
33 9 35 

10 11 48 
6 5 32 
12 11 26 

14 38 12 
2 22 4 
8 16 10 

4 28 2 
3 27 1 
34 10 36 

