18 4 

14 58 4 7 26 20 97 43 2 98 91 96 93 41 13 46 81 80 
6 38 16 13 6 0 77 23 18 78 71 76 73 21 7 26 61 60 
7 37 17 14 5 1 76 22 19 77 70 75 72 20 8 25 60 59 
6 50 4 1 18 12 89 35 6 90 83 88 85 33 5 38 73 72 
9 35 19 16 3 3 74 20 21 75 68 73 70 18 10 23 58 57 
58 14 68 65 46 52 25 29 70 26 19 24 21 31 59 26 9 8 
74 30 84 81 62 68 9 45 86 10 3 8 5 47 75 42 7 8 
42 2 52 49 30 36 41 13 54 42 35 40 37 15 43 10 25 24 
45 1 55 52 33 39 38 16 57 39 32 37 34 18 46 13 22 21 
11 55 1 4 23 17 94 40 1 95 88 93 90 38 10 43 78 77 
46 2 56 53 34 40 37 17 58 38 31 36 33 19 47 14 21 20 
26 18 36 33 14 20 57 3 38 58 51 56 53 1 27 6 41 40 
43 1 53 50 31 37 40 14 55 41 34 39 36 16 44 11 24 23 
40 4 50 47 28 34 43 11 52 44 37 42 39 13 41 8 27 26 
85 41 95 92 73 79 2 56 97 1 8 3 6 58 86 53 18 19 
29 15 39 36 17 23 54 0 41 55 48 53 50 2 30 3 38 37 
6 50 4 1 18 12 89 35 6 90 83 88 85 33 5 38 73 72 
69 25 79 76 57 63 14 40 81 15 8 13 10 42 70 37 2 3 

46 33 12 23 35 94 44 66 12 48 18 88 38 60 56 50 76 52 
26 13 8 3 15 74 24 46 8 28 2 68 18 40 36 30 56 32 
25 12 9 2 14 73 23 45 9 27 3 67 17 39 35 29 55 31 
38 25 4 15 27 86 36 58 4 40 10 80 30 52 48 42 68 44 
23 10 11 0 12 71 21 43 11 25 5 65 15 37 33 27 53 29 
26 39 60 49 37 22 28 6 60 24 54 16 34 12 16 22 4 20 
42 55 76 65 53 6 44 22 76 40 70 0 50 28 32 38 12 36 
10 23 44 33 21 38 12 10 44 8 38 32 18 4 0 6 20 4 
13 26 47 36 24 35 15 7 47 11 41 29 21 1 3 9 17 7 
43 30 9 20 32 91 41 63 9 45 15 85 35 57 53 47 73 49 
14 27 48 37 25 34 16 6 48 12 42 28 22 0 4 10 16 8 
6 7 28 17 5 54 4 26 28 8 22 48 2 20 16 10 36 12 
11 24 45 34 22 37 13 9 45 9 39 31 19 3 1 7 19 5 
8 21 42 31 19 40 10 12 42 6 36 34 16 6 2 4 22 2 
53 66 87 76 64 5 55 33 87 51 81 11 61 39 43 49 23 47 
3 10 31 20 8 51 1 23 31 5 25 45 5 17 13 7 33 9 
38 25 4 15 27 86 36 58 4 40 10 80 30 52 48 42 68 44 
37 50 71 60 48 11 39 17 71 35 65 5 45 23 27 33 7 31 

26 0 75 53 98 84 58 28 49 69 6 80 39 14 90 25 86 58 
6 20 55 33 78 64 38 8 29 49 14 60 19 6 70 5 66 38 
5 21 54 32 77 63 37 7 28 48 15 59 18 7 69 4 65 37 
18 8 67 45 90 76 50 20 41 61 2 72 31 6 82 17 78 50 
3 23 52 30 75 61 35 5 26 46 17 57 16 9 67 2 63 35 
46 72 3 19 26 12 14 44 23 3 66 8 33 58 18 47 14 14 
62 88 13 35 10 4 30 60 39 19 82 8 49 74 2 63 2 30 
30 56 19 3 42 28 2 28 7 13 50 24 17 42 34 31 30 2 
33 59 16 6 39 25 1 31 10 10 53 21 20 45 31 34 27 1 
23 3 72 50 95 81 55 25 46 66 3 77 36 11 87 22 83 55 
34 60 15 7 38 24 2 32 11 9 54 20 21 46 30 35 26 2 
14 40 35 13 58 44 18 12 9 29 34 40 1 26 50 15 46 18 
31 57 18 4 41 27 1 29 8 12 51 23 18 43 33 32 29 1 
28 54 21 1 44 30 4 26 5 15 48 26 15 40 36 29 32 4 
73 99 24 46 1 15 41 71 50 30 93 19 60 85 9 74 13 41 
17 43 32 10 55 41 15 15 6 26 37 37 4 29 47 18 43 15 
18 8 67 45 90 76 50 20 41 61 2 72 31 6 82 17 78 50 
57 83 8 30 15 1 25 55 34 14 77 3 44 69 7 58 3 25 

32 19 2 9 21 80 30 52 2 34 4 74 24 46 42 36 62 38 
12 25 46 35 23 36 14 8 46 10 40 30 20 2 2 8 18 6 
42 29 8 19 31 90 40 62 8 44 14 84 34 56 52 46 72 48 
39 26 5 16 28 87 37 59 5 41 11 81 31 53 49 43 69 45 
20 7 14 3 9 68 18 40 14 22 8 62 12 34 30 24 50 26 
26 13 8 3 15 74 24 46 8 28 2 68 18 40 36 30 56 32 
51 64 85 74 62 3 53 31 85 49 79 9 59 37 41 47 21 45 
3 10 31 20 8 51 1 23 31 5 25 45 5 17 13 7 33 9 
44 31 10 21 33 92 42 64 10 46 16 86 36 58 54 48 74 50 
52 65 86 75 63 4 54 32 86 50 80 10 60 38 42 48 22 46 
45 58 79 68 56 3 47 25 79 43 73 3 53 31 35 41 15 39 
50 63 84 73 61 2 52 30 84 48 78 8 58 36 40 46 20 44 
47 60 81 70 58 1 49 27 81 45 75 5 55 33 37 43 17 41 
5 8 29 18 6 53 3 25 29 7 23 47 3 19 15 9 35 11 
33 20 1 10 22 81 31 53 1 35 5 75 25 47 43 37 63 39 
0 13 34 23 11 48 2 20 34 2 28 42 8 14 10 4 30 6 
35 48 69 58 46 13 37 15 69 33 63 7 43 21 25 31 5 29 
34 47 68 57 45 14 36 14 68 32 62 8 42 20 24 30 4 28 

12 14 61 39 84 70 44 14 35 55 8 66 25 0 76 11 72 44 
32 58 17 5 40 26 0 30 9 11 52 22 19 44 32 33 28 0 
22 4 71 49 94 80 54 24 45 65 2 76 35 10 86 21 82 54 
19 7 68 46 91 77 51 21 42 62 1 73 32 7 83 18 79 51 
0 26 49 27 72 58 32 2 23 43 20 54 13 12 64 1 60 32 
6 20 55 33 78 64 38 8 29 49 14 60 19 6 70 5 66 38 
71 97 22 44 1 13 39 69 48 28 91 17 58 83 7 72 11 39 
17 43 32 10 55 41 15 15 6 26 37 37 4 29 47 18 43 15 
24 2 73 51 96 82 56 26 47 67 4 78 37 12 88 23 84 56 
72 98 23 45 0 14 40 70 49 29 92 18 59 84 8 73 12 40 
65 91 16 38 7 7 33 63 42 22 85 11 52 77 1 66 5 33 
70 96 21 43 2 12 38 68 47 27 90 16 57 82 6 71 10 38 
67 93 18 40 5 9 35 65 44 24 87 13 54 79 3 68 7 35 
15 41 34 12 57 43 17 13 8 28 35 39 2 27 49 16 45 17 
13 13 62 40 85 71 45 15 36 56 7 67 26 1 77 12 73 45 
20 46 29 7 52 38 12 18 3 23 40 34 7 32 44 21 40 12 
55 81 6 28 17 3 23 53 32 12 75 1 42 67 9 56 5 23 
54 80 5 27 18 4 22 52 31 11 74 0 41 66 10 55 6 22 

20 46 29 7 52 38 12 18 3 23 40 34 7 32 44 21 40 12 
7 33 42 20 65 51 25 5 16 36 27 47 6 19 57 8 53 25 
14 12 63 41 86 72 46 16 37 57 6 68 27 2 78 13 74 46 
3 23 52 30 75 61 35 5 26 46 17 57 16 9 67 2 63 35 
9 35 40 18 63 49 23 7 14 34 29 45 4 21 55 10 51 23 
68 94 19 41 4 10 36 66 45 25 88 14 55 80 4 69 8 36 
18 44 31 9 54 40 14 16 5 25 38 36 5 30 46 19 42 14 
40 66 9 13 32 18 8 38 17 3 60 14 27 52 24 41 20 8 
14 12 63 41 86 72 46 16 37 57 6 68 27 2 78 13 74 46 
22 48 27 5 50 36 10 20 1 21 42 32 9 34 42 23 38 10 
8 18 57 35 80 66 40 10 31 51 12 62 21 4 72 7 68 40 
62 88 13 35 10 4 30 60 39 19 82 8 49 74 2 63 2 30 
12 38 37 15 60 46 20 10 11 31 32 42 1 24 52 13 48 20 
