19 6 

10 17 41 78 27 6 15 49 14 18 6 10 18 2 1 4 69 55 78 
2 5 53 90 39 18 27 61 2 30 6 22 6 14 11 8 81 67 90 
87 94 36 1 50 71 62 28 91 59 83 67 95 75 78 81 8 22 1 
88 95 37 0 51 72 63 29 92 60 84 68 96 76 79 82 9 23 0 
57 64 6 31 20 41 32 2 61 29 53 37 65 45 48 51 22 8 31 
3 4 54 91 40 19 28 62 1 31 7 23 5 15 12 9 82 68 91 
35 42 16 53 2 19 10 24 39 7 31 15 43 23 26 29 44 30 53 
51 58 0 37 14 35 26 8 55 23 47 31 59 39 42 45 28 14 37 
69 76 18 19 32 53 44 10 73 41 65 49 77 57 60 63 10 4 19 
16 23 35 72 21 0 9 43 20 12 12 4 24 4 7 10 63 49 72 
72 79 21 16 35 56 47 13 76 44 68 52 80 60 63 66 7 7 16 
29 36 22 59 8 13 4 30 33 1 25 9 37 17 20 23 50 36 59 
65 72 14 23 28 49 40 6 69 37 61 45 73 53 56 59 14 0 23 
13 20 38 75 24 3 12 46 17 15 9 7 21 1 4 7 66 52 75 
75 82 24 13 38 59 50 16 79 47 71 55 83 63 66 69 4 10 13 
32 39 19 56 5 16 7 27 36 4 28 12 40 20 23 26 47 33 56 
64 71 13 24 27 48 39 5 68 36 60 44 72 52 55 58 15 1 24 
57 64 6 31 20 41 32 2 61 29 53 37 65 45 48 51 22 8 31 
10 17 41 78 27 6 15 49 14 18 6 10 18 2 1 4 69 55 78 

39 14 9 8 52 64 10 64 16 66 4 57 10 46 5 25 33 55 61 
51 26 21 4 64 76 22 76 4 78 8 69 22 58 7 37 45 67 73 
38 63 68 85 25 13 67 13 93 11 81 20 67 31 82 52 44 22 16 
39 64 69 86 26 14 68 14 94 12 82 21 68 32 83 53 45 23 17 
8 33 38 55 5 17 37 17 63 19 51 10 37 1 52 22 14 8 14 
52 27 22 5 65 77 23 77 3 79 9 70 23 59 8 38 46 68 74 
14 11 16 33 27 39 15 39 41 41 29 32 15 21 30 0 8 30 36 
2 27 32 49 11 23 31 23 57 25 45 16 31 5 46 16 8 14 20 
20 45 50 67 7 5 49 5 75 7 63 2 49 13 64 34 26 4 2 
33 8 3 14 46 58 4 58 22 60 10 51 4 40 11 19 27 49 55 
23 48 53 70 10 2 52 2 78 4 66 5 52 16 67 37 29 7 1 
20 5 10 27 33 45 9 45 35 47 23 38 9 27 24 6 14 36 42 
