18 10 

2 70 52 38 12 53 40 74 93 13 
88 56 58 46 92 34 85 13 28 86 
1 53 41 24 76 96 18 72 74 64 
43 82 35 61 94 63 59 39 70 75 
74 0 71 75 63 52 24 61 42 47 
21 61 58 75 47 49 17 84 59 68 
77 90 34 29 30 1 8 51 21 90 
38 91 92 46 25 8 4 42 70 38 
67 73 77 72 79 10 40 43 61 15 
35 37 91 33 64 17 51 47 36 95 
81 94 69 22 87 70 42 71 36 48 
7 45 63 93 11 13 29 5 60 41 
4 91 80 6 31 64 34 46 1 49 
95 35 90 16 0 70 66 89 91 57 
2 72 75 40 4 83 58 38 48 57 
81 82 34 93 41 51 84 85 78 29 
37 26 81 33 21 4 62 18 43 69 
70 37 41 39 0 6 14 64 97 49 
