19 9 

69 43 29 58 58 92 89 14 7 
83 90 95 26 36 25 39 15 16 
62 53 62 39 75 13 53 82 13 
88 81 13 87 97 94 44 64 55 
17 48 2 77 25 92 40 79 69 
4 68 87 19 55 46 67 50 52 
19 83 57 97 99 19 55 37 26 
91 86 84 31 24 20 68 61 71 
73 46 75 71 94 3 86 13 5 
63 81 96 55 9 12 99 24 28 
71 29 2 96 51 32 36 67 26 
97 55 92 0 67 10 63 71 9 
30 31 59 23 25 42 90 49 96 
3 55 95 76 32 59 0 4 65 
84 48 42 42 58 4 53 86 36 
8 68 72 35 16 34 13 66 21 
12 8 37 44 57 40 92 97 97 
65 40 80 35 28 49 32 63 42 
16 63 80 97 84 78 54 85 9 
