12 10 

0 73 59 15 82 2 20 42 83 77 38 75 
22 51 37 7 60 20 2 20 61 55 16 53 
43 30 16 28 39 41 23 1 40 34 5 32 
50 23 9 35 32 48 30 8 33 27 12 25 
51 22 8 36 31 49 31 9 32 26 13 24 
8 65 51 7 74 6 12 34 75 69 30 67 
51 22 8 36 31 49 31 9 32 26 13 24 
35 38 24 20 47 33 15 7 48 42 3 40 
66 7 7 51 16 64 46 24 17 11 28 9 
52 21 7 37 30 50 32 10 31 25 14 23 
76 3 17 61 6 74 56 34 7 1 38 1 
35 38 24 20 47 33 15 7 48 42 3 40 

13 21 42 15 21 15 35 92 1 2 7 13 
9 1 20 7 1 7 13 70 23 20 15 9 
30 22 1 28 22 28 8 49 44 41 36 30 
37 29 8 35 29 35 15 42 51 48 43 37 
38 30 9 36 30 36 16 41 52 49 44 38 
5 13 34 7 13 7 27 84 9 6 1 5 
38 30 9 36 30 36 16 41 52 49 44 38 
22 14 7 20 14 20 0 57 36 33 28 22 
53 45 24 51 45 51 31 26 67 64 59 53 
39 31 10 37 31 37 17 40 53 50 45 39 
63 55 34 61 55 61 41 16 77 74 69 63 
22 14 7 20 14 20 0 57 36 33 28 22 

16 47 74 36 46 52 53 29 49 45 91 58 
6 25 52 14 24 30 31 7 27 23 69 36 
27 4 31 7 3 9 10 14 6 2 48 15 
34 3 24 14 4 2 3 21 1 5 41 8 
35 4 23 15 5 1 2 22 2 6 40 7 
8 39 66 28 38 44 45 21 41 37 83 50 
35 4 23 15 5 1 2 22 2 6 40 7 
19 12 39 1 11 17 18 6 14 10 56 23 
50 19 8 30 20 14 13 37 17 21 25 8 
36 5 22 16 6 0 1 23 3 7 39 6 
60 29 2 40 30 24 23 47 27 31 15 18 
19 12 39 1 11 17 18 6 14 10 56 23 

36 49 65 24 17 11 70 78 85 10 23 20 
14 27 43 2 5 11 48 56 63 12 1 2 
7 6 22 19 26 32 27 35 42 33 20 23 
14 1 15 26 33 39 20 28 35 40 27 30 
15 2 14 27 34 40 19 27 34 41 28 31 
28 41 57 16 9 3 62 70 77 2 15 12 
15 2 14 27 34 40 19 27 34 41 28 31 
1 14 30 11 18 24 35 43 50 25 12 15 
30 17 1 42 49 55 4 12 19 56 43 46 
16 3 13 28 35 41 18 26 33 42 29 32 
40 27 11 52 59 65 6 2 9 66 53 56 
1 14 30 11 18 24 35 43 50 25 12 15 

68 42 56 5 7 94 9 70 62 44 1 2 
46 20 34 17 15 72 13 48 40 22 21 20 
25 1 13 38 36 51 34 27 19 1 42 41 
18 8 6 45 43 44 41 20 12 6 49 48 
17 9 5 46 44 43 42 19 11 7 50 49 
60 34 48 3 1 86 1 62 54 36 7 6 
17 9 5 46 44 43 42 19 11 7 50 49 
33 7 21 30 28 59 26 35 27 9 34 33 
2 24 10 61 59 28 57 4 4 22 65 64 
16 10 4 47 45 42 43 18 10 8 51 50 
8 34 20 71 69 18 67 6 14 32 75 74 
33 7 21 30 28 59 26 35 27 9 34 33 

8 6 69 95 36 44 7 20 80 29 24 11 
14 16 47 73 14 22 15 2 58 7 2 11 
35 37 26 52 7 1 36 23 37 14 19 32 
42 44 19 45 14 6 43 30 30 21 26 39 
43 45 18 44 15 7 44 31 29 22 27 40 
0 2 61 87 28 36 1 12 72 21 16 3 
43 45 18 44 15 7 44 31 29 22 27 40 
27 29 34 60 1 9 28 15 45 6 11 24 
58 60 3 29 30 22 59 46 14 37 42 55 
44 46 17 43 16 8 45 32 28 23 28 41 
68 70 7 19 40 32 69 56 4 47 52 65 
27 29 34 60 1 9 28 15 45 6 11 24 

29 58 34 45 71 15 43 78 59 40 72 88 
7 36 12 23 49 7 21 56 37 18 50 66 
14 15 9 2 28 28 0 35 16 3 29 45 
21 8 16 5 21 35 7 28 9 10 22 38 
22 7 17 6 20 36 8 27 8 11 21 37 
21 50 26 37 63 7 35 70 51 32 64 80 
22 7 17 6 20 36 8 27 8 11 21 37 
6 23 1 10 36 20 8 43 24 5 37 53 
37 8 32 21 5 51 23 12 7 26 6 22 
23 6 18 7 19 37 9 26 7 12 20 36 
47 18 42 31 5 61 33 2 17 36 4 12 
6 23 1 10 36 20 8 43 24 5 37 53 

60 2 45 83 12 60 72 23 31 2 66 85 
38 24 23 61 10 38 50 1 9 24 44 63 
17 45 2 40 31 17 29 20 12 45 23 42 
10 52 5 33 38 10 22 27 19 52 16 35 
9 53 6 32 39 9 21 28 20 53 15 34 
52 10 37 75 4 52 64 15 23 10 58 77 
9 53 6 32 39 9 21 28 20 53 15 34 
25 37 10 48 23 25 37 12 4 37 31 50 
6 68 21 17 54 6 6 43 35 68 0 19 
8 54 7 31 40 8 20 29 21 54 14 33 
16 78 31 7 64 16 4 53 45 78 10 9 
25 37 10 48 23 25 37 12 4 37 31 50 

86 1 63 94 3 16 6 12 6 27 78 89 
64 23 41 72 19 6 16 10 16 5 56 67 
43 44 20 51 40 27 37 31 37 16 35 46 
36 51 13 44 47 34 44 38 44 23 28 39 
35 52 12 43 48 35 45 39 45 24 27 38 
78 9 55 86 5 8 2 4 2 19 70 81 
35 52 12 43 48 35 45 39 45 24 27 38 
51 36 28 59 32 19 29 23 29 8 43 54 
20 67 3 28 63 50 60 54 60 39 12 23 
34 53 11 42 49 36 46 40 46 25 26 37 
10 77 13 18 73 60 70 64 70 49 2 13 
51 36 28 59 32 19 29 23 29 8 43 54 

13 21 42 15 21 15 35 92 1 2 7 13 
60 52 31 58 52 58 38 19 74 71 66 60 
46 38 17 44 38 44 24 33 60 57 52 46 
2 6 27 0 6 0 20 77 16 13 8 2 
69 61 40 67 61 67 47 10 83 80 75 69 
11 19 40 13 19 13 33 90 3 0 5 11 
7 1 22 5 1 5 15 72 21 18 13 7 
29 21 0 27 21 27 7 50 43 40 35 29 
70 62 41 68 62 68 48 9 84 81 76 70 
64 56 35 62 56 62 42 15 78 75 70 64 
25 17 4 23 17 23 3 54 39 36 31 25 
62 54 33 60 54 60 40 17 76 73 68 62 

16 47 74 36 46 52 53 29 49 45 91 58 
57 26 1 37 27 21 20 44 24 28 18 15 
43 12 15 23 13 7 6 30 10 14 32 1 
1 32 59 21 31 37 38 14 34 30 76 43 
66 35 8 46 36 30 29 53 33 37 9 24 
14 45 72 34 44 50 51 27 47 43 89 56 
4 27 54 16 26 32 33 9 29 25 71 38 
26 5 32 6 4 10 11 13 7 3 49 16 
67 36 9 47 37 31 30 54 34 38 8 25 
61 30 3 41 31 25 24 48 28 32 14 19 
22 9 36 2 8 14 15 9 11 7 53 20 
59 28 1 39 29 23 22 46 26 30 16 17 

36 49 65 24 17 11 70 78 85 10 23 20 
37 24 8 49 56 62 3 5 12 63 50 53 
23 10 6 35 42 48 11 19 26 49 36 39 
21 34 50 9 2 4 55 63 70 5 8 5 
46 33 17 58 65 71 12 4 3 72 59 62 
34 47 63 22 15 9 68 76 83 8 21 18 
16 29 45 4 3 9 50 58 65 10 3 0 
6 7 23 18 25 31 28 36 43 32 19 22 
47 34 18 59 66 72 13 5 2 73 60 63 
41 28 12 53 60 66 7 1 8 67 54 57 
2 11 27 14 21 27 32 40 47 28 15 18 
39 26 10 51 58 64 5 3 10 65 52 55 

68 42 56 5 7 94 9 70 62 44 1 2 
5 31 17 68 66 21 64 3 11 29 72 71 
9 17 3 54 52 35 50 11 3 15 58 57 
53 27 41 10 8 79 6 55 47 29 14 13 
14 40 26 77 75 12 73 12 20 38 81 80 
66 40 54 3 5 92 7 68 60 42 1 0 
48 22 36 15 13 74 11 50 42 24 19 18 
26 0 14 37 35 52 33 28 20 2 41 40 
15 41 27 78 76 11 74 13 21 39 82 81 
9 35 21 72 70 17 68 7 15 33 76 75 
30 4 18 33 31 56 29 32 24 6 37 36 
7 33 19 70 68 19 66 5 13 31 74 73 

8 6 69 95 36 44 7 20 80 29 24 11 
65 67 4 22 37 29 66 53 7 44 49 62 
51 53 10 36 23 15 52 39 21 30 35 48 
7 9 54 80 21 29 8 5 65 14 9 4 
74 76 13 13 46 38 75 62 2 53 58 71 
6 4 67 93 34 42 5 18 78 27 22 9 
12 14 49 75 16 24 13 0 60 9 4 9 
34 36 27 53 6 2 35 22 38 13 18 31 
75 77 14 12 47 39 76 63 3 54 59 72 
69 71 8 18 41 33 70 57 3 48 53 66 
30 32 31 57 2 6 31 18 42 9 14 27 
67 69 6 20 39 31 68 55 5 46 51 64 

29 58 34 45 71 15 43 78 59 40 72 88 
44 15 39 28 2 58 30 5 14 33 1 15 
30 1 25 14 12 44 16 19 0 19 13 29 
14 43 19 30 56 0 28 63 44 25 57 73 
53 24 48 37 11 67 39 4 23 42 10 6 
27 56 32 43 69 13 41 76 57 38 70 86 
9 38 14 25 51 5 23 58 39 20 52 68 
13 16 8 3 29 27 1 36 17 2 30 46 
54 25 49 38 12 68 40 5 24 43 11 5 
48 19 43 32 6 62 34 1 18 37 5 11 
9 20 4 7 33 23 5 40 21 2 34 50 
46 17 41 30 4 60 32 3 16 35 3 13 

60 2 45 83 12 60 72 23 31 2 66 85 
13 75 28 10 61 13 1 50 42 75 7 12 
1 61 14 24 47 1 13 36 28 61 7 26 
45 17 30 68 3 45 57 8 16 17 51 70 
22 84 37 1 70 22 10 59 51 84 16 3 
58 4 43 81 10 58 70 21 29 4 64 83 
40 22 25 63 8 40 52 3 11 22 46 65 
18 44 3 41 30 18 30 19 11 44 24 43 
23 85 38 0 71 23 11 60 52 85 17 2 
17 79 32 6 65 17 5 54 46 79 11 8 
22 40 7 45 26 22 34 15 7 40 28 47 
15 77 30 8 63 15 3 52 44 77 9 10 

86 1 63 94 3 16 6 12 6 27 78 89 
13 74 10 21 70 57 67 61 67 46 5 16 
27 60 4 35 56 43 53 47 53 32 19 30 
71 16 48 79 12 1 9 3 9 12 63 74 
4 83 19 12 79 66 76 70 76 55 4 7 
84 3 61 92 1 14 4 10 4 25 76 87 
66 21 43 74 17 4 14 8 14 7 58 69 
44 43 21 52 39 26 36 30 36 15 36 47 
3 84 20 11 80 67 77 71 77 56 5 6 
9 78 14 17 74 61 71 65 71 50 1 12 
48 39 25 56 35 22 32 26 32 11 40 51 
11 76 12 19 72 59 69 63 69 48 3 14 

3 34 61 23 33 39 40 16 36 32 78 45 
5 26 53 15 25 31 32 8 28 24 70 37 
26 5 32 6 4 10 11 13 7 3 49 16 
1 32 59 21 31 37 38 14 34 30 76 43 
5 26 53 15 25 31 32 8 28 24 70 37 
1 32 59 21 31 37 38 14 34 30 76 43 
19 12 39 1 11 17 18 6 14 10 56 23 
76 45 18 56 46 40 39 63 43 47 1 34 
17 48 75 37 47 53 54 30 50 46 92 59 
14 45 72 34 44 50 51 27 47 43 89 56 
9 40 67 29 39 45 46 22 42 38 84 51 
3 34 61 23 33 39 40 16 36 32 78 45 

23 36 52 11 4 2 57 65 72 3 10 7 
15 28 44 3 4 10 49 57 64 11 2 1 
6 7 23 18 25 31 28 36 43 32 19 22 
21 34 50 9 2 4 55 63 70 5 8 5 
15 28 44 3 4 10 49 57 64 11 2 1 
21 34 50 9 2 4 55 63 70 5 8 5 
1 14 30 11 18 24 35 43 50 25 12 15 
56 43 27 68 75 81 22 14 7 82 69 72 
37 50 66 25 18 12 71 79 86 11 24 21 
34 47 63 22 15 9 68 76 83 8 21 18 
29 42 58 17 10 4 63 71 78 3 16 13 
23 36 52 11 4 2 57 65 72 3 10 7 

55 29 43 8 6 81 4 57 49 31 12 11 
47 21 35 16 14 73 12 49 41 23 20 19 
26 0 14 37 35 52 33 28 20 2 41 40 
53 27 41 10 8 79 6 55 47 29 14 13 
47 21 35 16 14 73 12 49 41 23 20 19 
53 27 41 10 8 79 6 55 47 29 14 13 
33 7 21 30 28 59 26 35 27 9 34 33 
24 50 36 87 85 2 83 22 30 48 91 90 
69 43 57 6 8 95 10 71 63 45 2 3 
66 40 54 3 5 92 7 68 60 42 1 0 
61 35 49 2 0 87 2 63 55 37 6 5 
55 29 43 8 6 81 4 57 49 31 12 11 

5 7 56 82 23 31 6 7 67 16 11 2 
13 15 48 74 15 23 14 1 59 8 3 10 
34 36 27 53 6 2 35 22 38 13 18 31 
7 9 54 80 21 29 8 5 65 14 9 4 
13 15 48 74 15 23 14 1 59 8 3 10 
7 9 54 80 21 29 8 5 65 14 9 4 
27 29 34 60 1 9 28 15 45 6 11 24 
84 86 23 3 56 48 85 72 12 63 68 81 
9 7 70 96 37 45 8 21 81 30 25 12 
6 4 67 93 34 42 5 18 78 27 22 9 
1 1 62 88 29 37 0 13 73 22 17 4 
5 7 56 82 23 31 6 7 67 16 11 2 

16 45 21 32 58 2 30 65 46 27 59 75 
8 37 13 24 50 6 22 57 38 19 51 67 
13 16 8 3 29 27 1 36 17 2 30 46 
14 43 19 30 56 0 28 63 44 25 57 73 
8 37 13 24 50 6 22 57 38 19 51 67 
14 43 19 30 56 0 28 63 44 25 57 73 
6 23 1 10 36 20 8 43 24 5 37 53 
63 34 58 47 21 77 49 14 33 52 20 4 
30 59 35 46 72 16 44 79 60 41 73 89 
27 56 32 43 69 13 41 76 57 38 70 86 
22 51 27 38 64 8 36 71 52 33 65 81 
16 45 21 32 58 2 30 65 46 27 59 75 

47 15 32 70 1 47 59 10 18 15 53 72 
39 23 24 62 9 39 51 2 10 23 45 64 
18 44 3 41 30 18 30 19 11 44 24 43 
45 17 30 68 3 45 57 8 16 17 51 70 
39 23 24 62 9 39 51 2 10 23 45 64 
45 17 30 68 3 45 57 8 16 17 51 70 
25 37 10 48 23 25 37 12 4 37 31 50 
32 94 47 9 80 32 20 69 61 94 26 7 
61 1 46 84 13 61 73 24 32 1 67 86 
58 4 43 81 10 58 70 21 29 4 64 83 
53 9 38 76 5 53 65 16 24 9 59 78 
47 15 32 70 1 47 59 10 18 15 53 72 

73 14 50 81 10 3 7 1 7 14 65 76 
65 22 42 73 18 5 15 9 15 6 57 68 
44 43 21 52 39 26 36 30 36 15 36 47 
71 16 48 79 12 1 9 3 9 12 63 74 
65 22 42 73 18 5 15 9 15 6 57 68 
71 16 48 79 12 1 9 3 9 12 63 74 
51 36 28 59 32 19 29 23 29 8 43 54 
6 93 29 2 89 76 86 80 86 65 14 3 
87 0 64 95 4 17 7 13 7 28 79 90 
84 3 61 92 1 14 4 10 4 25 76 87 
79 8 56 87 4 9 1 5 1 20 71 82 
73 14 50 81 10 3 7 1 7 14 65 76 

20 33 49 8 1 5 54 62 69 6 7 4 
11 2 18 23 30 36 23 31 38 37 24 27 
