16 3 

21 4 3 30 12 32 10 21 26 42 28 21 7 25 41 45 
54 37 36 63 21 65 43 54 59 9 5 12 40 58 8 12 
26 9 8 35 7 37 15 26 31 37 23 16 12 30 36 40 
10 27 28 1 43 1 21 10 5 73 59 52 24 6 72 76 
52 35 34 61 19 63 41 52 57 11 3 10 38 56 10 14 
44 27 26 53 11 55 33 44 49 19 5 2 30 48 18 22 
7 10 11 16 26 18 4 7 12 56 42 35 7 11 55 59 
42 25 24 51 9 53 31 42 47 21 7 0 28 46 20 24 
23 6 5 32 10 34 12 23 28 40 26 19 9 27 39 43 
44 27 26 53 11 55 33 44 49 19 5 2 30 48 18 22 
4 21 22 5 37 7 15 4 1 67 53 46 18 0 66 70 
2 15 16 11 31 13 9 2 7 61 47 40 12 6 60 64 
6 11 12 15 27 17 5 6 11 57 43 36 8 10 56 60 
79 62 61 88 46 90 68 79 84 16 30 37 65 83 17 13 
71 54 53 80 38 82 60 71 76 8 22 29 57 75 9 5 
77 60 59 86 44 88 66 77 82 14 28 35 63 81 15 11 

17 29 37 20 5 12 15 43 44 38 25 49 46 28 34 25 
50 62 70 13 28 45 48 10 11 5 8 16 13 61 67 58 
22 34 42 15 0 17 20 38 39 33 20 44 41 33 39 30 
14 2 6 51 36 19 16 74 75 69 56 80 77 3 3 6 
48 60 68 11 26 43 46 12 13 7 6 18 15 59 65 56 
40 52 60 3 18 35 38 20 21 15 2 26 23 51 57 48 
3 15 23 34 19 2 1 57 58 52 39 63 60 14 20 11 
38 50 58 1 16 33 36 22 23 17 4 28 25 49 55 46 
19 31 39 18 3 14 17 41 42 36 23 47 44 30 36 27 
40 52 60 3 18 35 38 20 21 15 2 26 23 51 57 48 
8 4 12 45 30 13 10 68 69 63 50 74 71 3 9 0 
2 10 18 39 24 7 4 62 63 57 44 68 65 9 15 6 
2 14 22 35 20 3 0 58 59 53 40 64 61 13 19 10 
75 87 95 38 53 70 73 15 14 20 33 9 12 86 92 83 
67 79 87 30 45 62 65 7 6 12 25 1 4 78 84 75 
73 85 93 36 51 68 71 13 12 18 31 7 10 84 90 81 

4 8 16 41 26 9 6 64 65 59 46 70 67 7 13 4 
13 25 33 24 9 8 11 47 48 42 29 53 50 24 30 21 
14 26 34 23 8 9 12 46 47 41 28 52 49 25 31 22 
13 1 7 50 35 18 15 73 74 68 55 79 76 2 4 5 
29 41 49 8 7 24 27 31 32 26 13 37 34 40 46 37 
15 3 5 52 37 20 17 75 76 70 57 81 78 4 2 7 
7 19 27 30 15 2 5 53 54 48 35 59 56 18 24 15 
4 8 16 41 26 9 6 64 65 59 46 70 67 7 13 4 
9 3 11 46 31 14 11 69 70 64 51 75 72 2 8 1 
59 71 79 22 37 54 57 1 2 4 17 7 4 70 76 67 
45 57 65 8 23 40 43 15 16 10 3 21 18 56 62 53 
38 50 58 1 16 33 36 22 23 17 4 28 25 49 55 46 
10 22 30 27 12 5 8 50 51 45 32 56 53 21 27 18 
8 4 12 45 30 13 10 68 69 63 50 74 71 3 9 0 
58 70 78 21 36 53 56 2 3 3 16 8 5 69 75 66 
62 74 82 25 40 57 60 2 1 7 20 4 1 73 79 70 

