15 15 

67 91 30 73 9 65 51 20 94 80 33 35 68 47 14 
27 51 10 33 31 25 11 20 54 40 7 5 28 7 26 
8 16 45 2 66 10 24 55 19 5 42 40 7 28 61 
6 18 43 0 64 8 22 53 21 7 40 38 5 26 59 
4 20 41 2 62 6 20 51 23 9 38 36 3 24 57 
20 44 17 26 38 18 4 27 47 33 14 12 21 0 33 
51 75 14 57 7 49 35 4 78 64 17 19 52 31 2 
46 70 9 52 12 44 30 1 73 59 12 14 47 26 7 
2 26 35 8 56 0 14 45 29 15 32 30 3 18 51 
6 18 43 0 64 8 22 53 21 7 40 38 5 26 59 
22 46 15 28 36 20 6 25 49 35 12 10 23 2 31 
22 46 15 28 36 20 6 25 49 35 12 10 23 2 31 
4 20 41 2 62 6 20 51 23 9 38 36 3 24 57 
6 18 43 0 64 8 22 53 21 7 40 38 5 26 59 
27 3 64 21 85 29 43 74 0 14 61 59 26 47 80 

41 70 73 38 62 61 90 22 31 82 87 90 91 79 94 
1 30 33 2 22 21 50 18 9 42 47 50 51 39 54 
34 5 2 37 13 14 15 53 44 7 12 15 16 4 19 
32 3 0 35 11 12 17 51 42 9 14 17 18 6 21 
30 1 2 33 9 10 19 49 40 11 16 19 20 8 23 
6 23 26 9 15 14 43 25 16 35 40 43 44 32 47 
25 54 57 22 46 45 74 6 15 66 71 74 75 63 78 
20 49 52 17 41 40 69 1 10 61 66 69 70 58 73 
24 5 8 27 3 4 25 43 34 17 22 25 26 14 29 
32 3 0 35 11 12 17 51 42 9 14 17 18 6 21 
4 25 28 7 17 16 45 23 14 37 42 45 46 34 49 
4 25 28 7 17 16 45 23 14 37 42 45 46 34 49 
30 1 2 33 9 10 19 49 40 11 16 19 20 8 23 
32 3 0 35 11 12 17 51 42 9 14 17 18 6 21 
53 24 21 56 32 33 4 72 63 12 7 4 3 15 0 

20 19 32 54 63 70 39 74 88 16 75 90 64 94 16 
20 21 8 14 23 30 1 34 48 24 35 50 24 54 24 
55 56 43 21 12 5 36 1 13 59 0 15 11 19 59 
53 54 41 19 10 3 34 1 15 57 2 17 9 21 57 
51 52 39 17 8 1 32 3 17 55 4 19 7 23 55 
27 28 15 7 16 23 8 27 41 31 28 43 17 47 31 
4 3 16 38 47 54 23 58 72 0 59 74 48 78 0 
1 2 11 33 42 49 18 53 67 5 54 69 43 73 5 
45 46 33 11 2 5 26 9 23 49 10 25 1 29 49 
53 54 41 19 10 3 34 1 15 57 2 17 9 21 57 
25 26 13 9 18 25 6 29 43 29 30 45 19 49 29 
25 26 13 9 18 25 6 29 43 29 30 45 19 49 29 
51 52 39 17 8 1 32 3 17 55 4 19 7 23 55 
53 54 41 19 10 3 34 1 15 57 2 17 9 21 57 
74 75 62 40 31 24 55 20 6 78 19 4 30 0 78 

30 61 3 78 85 7 53 29 27 77 10 73 4 15 97 
10 21 37 38 45 33 13 11 13 37 30 33 36 25 57 
45 14 72 3 10 68 22 46 48 2 65 2 71 60 22 
43 12 70 5 12 66 20 44 46 4 63 0 69 58 24 
41 10 68 7 14 64 18 42 44 6 61 2 67 56 26 
17 14 44 31 38 40 6 18 20 30 37 26 43 32 50 
14 45 13 62 69 9 37 13 11 61 6 57 12 1 81 
9 40 18 57 64 14 32 8 6 56 11 52 17 6 76 
35 4 62 13 20 58 12 36 38 12 55 8 61 50 32 
43 12 70 5 12 66 20 44 46 4 63 0 69 58 24 
15 16 42 33 40 38 8 16 18 32 35 28 41 30 52 
15 16 42 33 40 38 8 16 18 32 35 28 41 30 52 
41 10 68 7 14 64 18 42 44 6 61 2 67 56 26 
