7 11 

90 4 43 36 8 77 21 
20 74 27 34 62 7 49 
19 75 28 35 63 6 50 
20 74 27 34 62 7 49 
78 16 31 24 4 65 9 
73 21 26 19 9 60 4 
75 19 28 21 7 62 6 

7 4 52 29 51 45 2 
63 66 18 41 19 25 72 
64 67 19 42 20 26 73 
63 66 18 41 19 25 72 
5 8 40 17 39 33 14 
10 13 35 12 34 28 19 
8 11 37 14 36 30 17 

72 42 44 21 42 1 39 
2 28 26 49 28 69 31 
1 29 27 50 29 70 32 
2 28 26 49 28 69 31 
60 30 32 9 30 11 27 
55 25 27 4 25 16 22 
57 27 29 6 27 14 24 

46 2 76 54 8 70 86 
24 72 6 16 78 0 16 
25 73 5 17 79 1 15 
24 72 6 16 78 0 16 
34 14 64 42 20 58 74 
29 19 59 37 25 53 69 
31 17 61 39 23 55 71 

4 35 84 48 17 5 85 
74 35 14 22 53 65 15 
75 36 13 23 54 66 14 
74 35 14 22 53 65 15 
16 23 72 36 5 7 73 
21 18 67 31 0 12 68 
19 20 69 33 2 10 70 

35 26 20 55 39 76 33 
35 44 50 15 31 6 37 
36 45 51 16 32 5 38 
35 44 50 15 31 6 37 
23 14 8 43 27 64 21 
18 9 3 38 22 59 16 
20 11 5 40 24 61 18 

6 22 66 13 51 19 9 
64 48 4 57 19 51 79 
65 49 5 58 20 52 80 
64 48 4 57 19 51 79 
6 10 54 1 39 7 21 
11 5 49 4 34 2 26 
9 7 51 2 36 4 24 

72 10 75 54 18 40 86 
2 60 5 16 52 30 16 
1 61 4 17 53 31 15 
2 60 5 16 52 30 16 
60 2 63 42 6 28 74 
55 7 58 37 1 23 69 
57 5 60 39 3 25 71 

72 60 55 45 31 45 68 
2 10 15 25 39 25 2 
1 11 16 26 40 26 3 
2 10 15 25 39 25 2 
60 48 43 33 19 33 56 
55 43 38 28 14 28 51 
57 45 40 30 16 30 53 

78 4 22 50 23 9 8 
8 74 48 20 47 61 62 
7 75 49 21 48 62 63 
8 74 48 20 47 61 62 
66 16 10 38 11 3 4 
61 21 5 33 6 8 9 
63 19 7 35 8 6 7 

83 86 38 61 39 45 92 
11 8 56 33 55 49 2 
36 39 9 14 8 2 45 
29 32 16 7 15 9 38 
1 4 44 21 43 37 10 
70 73 25 48 26 32 79 
14 17 31 8 30 24 23 

18 48 46 69 48 89 51 
76 46 48 25 46 5 43 
29 1 1 22 1 42 4 
36 6 8 15 6 35 3 
64 34 36 13 34 7 31 
5 35 33 56 35 76 38 
51 21 23 0 21 20 18 

44 92 14 36 98 20 4 
50 2 80 58 4 74 90 
3 45 33 11 51 27 43 
10 38 40 18 44 34 50 
38 10 68 46 16 62 78 
31 79 1 23 85 7 9 
25 23 55 33 29 49 65 

94 55 6 42 73 85 5 
0 39 88 52 21 9 89 
47 8 41 5 26 38 42 
40 1 48 12 19 31 49 
12 27 76 40 9 3 77 
81 42 7 29 60 72 8 
25 14 63 27 4 16 64 

55 64 70 35 51 14 57 
39 30 24 59 43 80 37 
8 17 23 12 4 33 10 
1 10 16 19 3 40 3 
27 18 12 47 31 68 25 
42 51 57 22 38 1 44 
14 5 1 34 18 55 12 

84 68 24 77 39 71 99 
10 26 70 17 55 23 5 
37 21 23 30 8 24 52 
30 14 30 23 15 17 45 
2 14 58 5 43 11 17 
71 55 11 64 26 58 86 
15 1 45 8 30 2 30 

18 80 15 36 72 50 4 
76 14 79 58 22 44 90 
29 33 32 11 25 3 43 
36 26 39 18 18 4 50 
64 2 67 46 10 32 78 
5 67 2 23 59 37 9 
51 11 54 33 3 19 65 

18 30 35 45 59 45 22 
76 64 59 49 35 49 72 
29 17 12 2 12 2 25 
36 24 19 9 5 9 32 
64 52 47 37 23 37 60 
5 17 22 32 46 32 9 
51 39 34 24 10 24 47 

12 94 68 40 67 81 82 
82 0 26 54 27 13 12 
35 47 21 7 20 34 35 
42 40 14 14 13 27 28 
70 12 14 42 15 1 0 
1 81 55 27 54 68 69 
57 25 1 29 2 12 13 

65 35 37 14 35 6 32 
68 38 40 17 38 3 35 
20 10 8 31 10 51 13 
43 13 15 8 13 28 10 
21 9 7 30 9 50 12 
27 3 1 24 3 44 6 
74 44 46 23 44 3 41 

39 9 69 47 15 63 79 
42 6 72 50 12 66 82 
6 54 24 2 60 18 34 
17 31 47 25 37 41 57 
5 53 25 3 59 19 35 
1 47 31 9 53 25 41 
48 0 78 56 6 72 88 

11 28 77 41 10 2 78 
8 31 80 44 13 1 81 
56 17 32 4 35 47 33 
33 6 55 19 12 24 56 
55 16 33 3 34 46 34 
49 10 39 3 28 40 40 
