3 19 

14 43 38 
19 38 33 
10 67 62 

22 34 46 
27 29 51 
2 58 22 

34 34 41 
29 29 36 
58 58 65 

7 1 35 
2 4 30 
31 25 59 

10 28 50 
15 23 55 
14 52 26 

2 18 28 
3 23 23 
26 6 52 

36 23 7 
31 18 12 
60 47 17 

45 24 30 
50 29 35 
21 0 6 

26 27 27 
31 22 22 
2 51 51 

27 19 4 
22 24 1 
51 5 28 

8 24 38 
13 29 33 
16 0 62 

44 43 22 
49 48 17 
20 19 46 

27 27 42 
22 32 47 
51 3 18 

26 25 24 
31 30 29 
2 1 0 

36 30 42 
41 35 37 
12 6 66 

34 16 38 
29 21 33 
58 8 62 

42 6 35 
47 11 40 
18 18 11 

4 30 3 
9 35 8 
20 6 21 

8 48 32 
65 9 89 
60 4 84 

48 48 55 
9 9 2 
4 4 3 

21 15 49 
36 42 8 
31 37 3 

4 42 36 
53 15 93 
48 10 88 

16 4 42 
41 61 15 
36 56 10 

50 37 7 
7 20 50 
2 15 45 

31 10 16 
88 67 73 
83 62 68 

12 41 41 
69 16 16 
64 11 11 

41 5 18 
16 62 39 
11 57 34 

6 10 52 
51 67 5 
46 62 0 

30 29 36 
87 86 21 
82 81 16 

41 13 28 
16 70 85 
11 65 80 

12 11 10 
69 68 67 
64 63 62 

22 16 56 
79 73 1 
74 68 4 

48 2 52 
9 59 5 
4 54 0 

28 8 21 
85 49 78 
80 44 73 

10 16 11 
47 73 46 
42 68 41 

56 56 63 
0 0 7 
80 80 87 

29 23 57 
27 33 1 
53 47 81 

12 50 28 
44 6 84 
36 74 4 

24 4 50 
32 52 6 
48 28 74 

58 45 15 
2 11 41 
82 69 39 

23 2 8 
79 58 64 
1 22 16 

4 49 49 
60 7 7 
20 73 73 

49 3 26 
7 53 30 
73 27 50 

14 2 60 
42 58 4 
38 22 84 

22 21 44 
78 77 12 
2 3 68 

49 5 20 
7 61 76 
73 19 4 

4 3 2 
60 59 58 
20 21 22 

14 8 64 
70 64 8 
10 16 88 

56 6 60 
0 50 4 
80 30 84 

20 16 13 
76 40 69 
4 40 11 

18 8 19 
38 64 37 
42 16 43 

27 33 1 
27 33 1 
34 40 6 

44 6 84 
44 6 84 
51 13 91 

32 52 6 
32 52 6 
39 59 13 

2 11 41 
2 11 41 
5 18 48 

79 58 64 
79 58 64 
86 65 71 

60 7 7 
60 7 7 
67 14 14 

7 53 30 
7 53 30 
14 60 37 

42 58 4 
42 58 4 
49 65 3 

78 77 12 
78 77 12 
85 84 19 

7 61 76 
7 61 76 
14 68 83 

60 59 58 
60 59 58 
67 66 65 

70 64 8 
70 64 8 
77 71 1 

0 50 4 
0 50 4 
7 57 3 

76 40 69 
76 40 69 
83 47 76 

38 64 37 
38 64 37 
45 71 44 

17 21 57 
11 27 51 
45 7 85 

5 25 21 
1 19 27 
33 53 7 

29 16 14 
35 22 8 
1 12 42 

52 31 37 
46 25 31 
80 59 65 

33 20 20 
27 26 26 
61 8 8 

20 26 3 
26 20 3 
8 54 31 

15 31 31 
9 25 37 
43 59 3 

51 50 15 
45 44 21 
79 78 13 

20 34 49 
26 28 43 
8 62 77 

33 32 31 
27 26 25 
61 60 59 

43 37 35 
37 31 41 
71 65 7 

27 23 31 
33 17 37 
1 51 3 

49 13 42 
43 7 36 
77 41 70 

11 37 10 
5 31 4 
39 65 38 

12 8 38 
26 46 0 
52 32 78 

46 33 3 
8 5 35 
86 73 43 

35 14 20 
73 52 58 
5 26 20 

16 37 37 
54 1 1 
24 77 77 

37 9 14 
1 47 24 
77 31 54 

2 14 48 
36 52 10 
42 26 88 

34 33 32 
72 71 6 
6 7 72 

37 17 32 
1 55 70 
77 23 8 

16 15 14 
54 53 52 
24 25 26 

26 20 52 
64 58 14 
14 20 92 

44 6 48 
6 44 10 
84 34 88 

32 4 25 
70 34 63 
8 44 15 

6 20 7 
32 58 31 
46 20 47 

34 21 9 
54 41 11 
8 5 35 

47 26 32 
27 6 12 
73 52 58 

28 25 25 
8 45 45 
54 1 1 

25 21 2 
45 1 22 
1 47 24 

10 26 36 
10 6 56 
36 52 10 

46 45 20 
26 25 40 
72 71 6 

25 29 44 
45 9 24 
1 55 70 

28 27 26 
8 7 6 
54 53 52 

38 32 40 
18 12 60 
64 58 14 

32 18 36 
52 2 56 
6 44 10 

44 8 37 
24 12 17 
70 34 63 

6 32 5 
14 12 15 
32 58 31 

81 60 66 
68 47 53 
38 17 23 

62 9 9 
49 4 4 
19 34 34 

9 55 32 
4 42 19 
34 12 11 

44 60 2 
31 47 15 
1 17 45 

80 79 14 
67 66 1 
37 36 29 

9 63 78 
4 50 65 
34 20 35 

62 61 60 
49 48 47 
19 18 17 

72 66 6 
59 53 19 
29 23 49 

2 52 2 
11 39 15 
41 9 45 

78 42 71 
65 29 58 
35 1 28 

40 66 39 
27 53 26 
3 23 4 

19 72 72 
2 51 51 
4 57 57 

72 26 49 
51 5 28 
57 11 34 

37 21 83 
16 0 62 
22 6 68 

1 2 67 
