15 15 

39 20 22 45 11 43 48 14 21 70 59 24 31 70 34 
10 69 27 4 60 6 1 35 70 21 10 25 18 21 15 
47 12 30 53 3 51 56 22 13 78 67 32 39 78 42 
8 67 25 2 58 4 1 33 68 23 12 23 16 23 13 
27 32 10 33 23 31 36 2 33 58 47 12 19 58 22 
3 56 14 9 47 7 12 22 57 34 23 12 5 34 2 
2 57 15 8 48 6 11 23 58 33 22 13 6 33 3 
4 63 21 2 54 0 5 29 64 27 16 19 12 27 9 
12 47 5 18 38 16 21 13 48 43 32 3 4 43 7 
6 53 11 12 44 10 15 19 54 37 26 9 2 37 1 
61 2 44 67 11 65 70 36 1 92 81 46 53 92 56 
2 61 19 4 52 2 7 27 62 29 18 17 10 29 7 
44 15 27 50 6 48 53 19 16 75 64 29 36 75 39 
48 11 31 54 2 52 57 23 12 79 68 33 40 79 43 
47 12 30 53 3 51 56 22 13 78 67 32 39 78 42 

12 19 52 23 1 37 14 59 15 5 16 72 1 56 41 
61 30 3 72 50 12 35 10 34 44 65 23 50 7 8 
4 27 60 15 7 45 22 67 23 13 8 80 7 64 49 
59 28 5 70 48 10 33 12 32 42 63 25 48 9 6 
24 7 40 35 13 25 2 47 3 7 28 60 13 44 29 
48 17 16 59 37 1 22 23 21 31 52 36 37 20 5 
49 18 15 60 38 0 23 22 22 32 53 35 38 19 4 
55 24 9 66 44 6 29 16 28 38 59 29 44 13 2 
39 8 25 50 28 10 13 32 12 22 43 45 28 29 14 
45 14 19 56 34 4 19 26 18 28 49 39 34 23 8 
10 41 74 1 21 59 36 81 37 27 6 94 21 78 63 
53 22 11 64 42 4 27 18 26 36 57 31 42 15 0 
7 24 57 18 4 42 19 64 20 10 11 77 4 61 46 
3 28 61 14 8 46 23 68 24 14 7 81 8 65 50 
4 27 60 15 7 45 22 67 23 13 8 80 7 64 49 

54 33 0 59 21 24 18 3 13 3 63 41 17 12 8 
5 16 49 10 28 73 31 46 36 46 14 8 66 61 57 
62 41 8 67 29 16 26 11 21 11 71 49 9 4 0 
7 14 47 12 26 71 29 44 34 44 16 6 64 59 55 
42 21 12 47 9 36 6 9 1 9 51 29 29 24 20 
18 3 36 23 15 60 18 33 23 33 27 5 53 48 44 
17 4 37 22 16 61 19 34 24 34 26 4 54 49 45 
11 10 43 16 22 67 25 40 30 40 20 2 60 55 51 
27 6 27 32 6 51 9 24 14 24 36 14 44 39 35 
21 0 33 26 12 57 15 30 20 30 30 8 50 45 41 
76 55 22 81 43 2 40 25 35 25 85 63 5 10 14 
13 8 41 18 20 65 23 38 28 38 22 0 58 53 49 
59 38 5 64 26 19 23 8 18 8 68 46 12 7 3 
63 42 9 68 30 15 27 12 22 12 72 50 8 3 1 
62 41 8 67 29 16 26 11 21 11 71 49 9 4 0 

73 26 31 10 11 50 2 19 15 3 3 58 51 43 1 
24 75 18 59 38 1 51 30 64 52 52 9 2 6 50 
81 18 39 2 19 58 6 27 7 5 5 66 59 51 7 
26 73 16 57 36 3 49 28 62 50 50 11 4 4 48 
