5 9 

14 3 17 17 15 
13 30 10 10 42 
39 22 42 42 10 
18 1 21 21 11 
7 10 10 10 22 

11 37 10 29 4 
38 64 37 2 23 
14 12 15 54 29 
7 33 6 33 8 
18 44 17 22 3 

38 22 29 38 19 
11 49 56 11 8 
63 3 4 63 44 
42 18 25 42 23 
31 29 36 31 12 

19 57 50 54 17 
46 30 23 27 10 
6 82 75 79 42 
15 61 54 58 21 
26 50 43 47 10 

7 23 15 9 55 
20 4 42 36 28 
32 48 10 16 80 
11 27 11 5 59 
0 16 22 16 48 

58 0 30 23 27 
31 27 3 50 54 
83 25 55 2 2 
62 4 34 19 23 
51 7 23 30 34 

30 20 27 4 38 
57 47 0 31 65 
5 5 52 21 13 
26 16 31 0 34 
37 27 20 11 45 

8 36 27 28 5 
19 63 0 55 22 
33 11 52 3 30 
12 32 31 24 9 
1 43 20 35 2 

25 51 24 15 10 
8 34 7 32 7 
28 54 27 12 13 
28 54 27 12 13 
4 22 5 44 19 

24 36 43 24 5 
41 19 26 41 22 
21 39 46 21 2 
21 39 46 21 2 
53 7 14 53 34 

33 43 36 40 3 
16 60 53 57 20 
36 40 33 37 0 
36 40 33 37 0 
4 72 65 69 32 

7 9 29 23 41 
10 26 12 6 58 
10 6 32 26 38 
10 6 32 26 38 
22 38 0 6 70 

44 14 16 37 41 
61 3 33 20 24 
41 17 13 40 44 
41 17 13 40 44 
73 15 45 8 12 

44 34 13 18 52 
27 17 30 1 35 
47 37 10 21 55 
47 37 10 21 55 
15 5 42 11 23 

6 50 13 42 9 
11 33 30 25 8 
9 53 10 45 12 
9 53 10 45 12 
23 21 42 13 20 

49 11 18 49 30 
75 15 8 75 56 
48 12 19 48 29 
9 51 58 9 10 
34 26 33 34 15 

8 68 61 65 28 
18 94 87 91 54 
9 67 60 64 27 
48 28 21 25 12 
23 53 46 50 13 

18 34 4 2 66 
44 60 22 28 92 
17 33 5 1 65 
22 6 44 38 26 
3 19 19 13 51 

69 11 41 12 16 
95 37 67 14 10 
68 10 40 13 17 
29 29 1 52 56 
54 4 26 27 31 

19 9 38 7 27 
7 17 64 33 1 
20 10 37 6 28 
59 49 2 33 67 
34 24 23 8 42 

19 25 38 17 16 
45 1 64 9 42 
18 26 37 18 15 
21 65 2 57 24 
4 40 23 32 1 

57 19 12 16 21 
3 79 72 76 39 
10 86 79 83 46 
57 19 12 16 21 
38 38 31 35 2 

31 15 53 47 17 
29 45 7 13 77 
36 52 14 20 84 
31 15 53 47 17 
12 4 34 28 36 

20 38 8 61 65 
80 22 52 1 5 
87 29 59 6 2 
20 38 8 61 65 
39 19 11 42 46 

68 58 11 42 76 
8 2 49 18 16 
1 9 56 25 9 
68 58 11 42 76 
49 39 8 23 57 

30 74 11 66 33 
30 14 49 6 27 
37 7 56 1 34 
30 74 11 66 33 
11 55 8 47 14 

26 42 4 10 74 
50 34 72 66 2 
43 27 65 59 5 
47 31 69 63 1 
10 6 32 26 38 

77 19 49 4 8 
1 57 27 80 84 
8 50 20 73 77 
4 54 24 77 81 
41 17 13 40 44 

11 1 46 15 19 
87 77 30 61 95 
80 70 23 54 88 
84 74 27 58 92 
47 37 10 21 55 

27 17 46 9 24 
49 93 30 85 52 
42 86 23 78 45 
46 90 27 82 49 
9 53 10 45 12 

51 7 23 30 34 
35 23 7 46 50 
73 15 45 8 12 
67 9 39 14 18 
3 55 25 78 82 

37 27 20 11 45 
53 43 4 27 61 
15 5 42 11 23 
21 11 36 5 29 
85 75 28 59 93 

1 43 20 35 2 
15 59 4 51 18 
23 21 42 13 20 
17 27 36 19 14 
47 91 28 83 50 

88 78 31 62 96 
30 20 27 4 38 
60 50 3 34 68 
7 3 50 19 15 
3 7 54 23 11 

50 94 31 86 53 
8 36 27 28 5 
22 66 3 58 25 
31 13 50 5 28 
35 9 54 1 32 

38 6 57 2 35 
28 16 47 8 25 
19 63 0 55 22 
12 32 31 24 9 
46 2 65 10 43 

