4 15 

10 22 8 8 
7 25 5 5 
82 50 80 80 
8 24 6 6 

46 16 6 9 
49 19 3 12 
26 56 78 63 
48 18 4 11 

26 76 19 37 
29 79 22 40 
46 4 53 35 
28 78 21 39 

72 70 21 67 
75 73 24 70 
0 2 51 5 
74 72 23 69 

76 78 11 2 
79 81 14 1 
4 6 61 74 
78 80 13 0 

74 4 21 8 
77 1 24 5 
2 76 51 80 
76 2 23 6 

34 2 4 3 
37 5 7 0 
38 70 68 75 
36 4 6 1 

7 79 25 46 
10 82 28 49 
65 7 47 26 
9 81 27 48 

57 72 10 13 
60 75 13 16 
15 0 62 59 
59 74 12 15 

24 78 5 64 
27 81 8 67 
48 6 67 8 
26 80 7 66 

59 10 44 63 
62 13 47 66 
13 62 28 9 
61 12 46 65 

52 73 26 28 
55 76 29 31 
20 1 46 44 
54 75 28 30 

74 12 6 64 
77 9 9 67 
2 84 66 8 
76 10 8 66 

52 42 53 68 
55 45 56 71 
20 30 19 4 
54 44 55 70 

56 26 4 19 
24 6 28 13 
54 24 2 17 
54 24 2 17 

36 86 29 47 
4 54 3 15 
34 84 27 45 
34 84 27 45 

82 80 31 77 
50 48 1 45 
80 78 29 75 
80 78 29 75 

86 88 21 8 
54 56 11 24 
84 86 19 6 
84 86 19 6 

84 6 31 2 
52 26 1 30 
82 4 29 0 
82 4 29 0 

44 12 14 7 
12 20 18 25 
42 10 12 5 
42 10 12 5 

17 89 35 56 
15 57 3 24 
15 87 33 54 
15 87 33 54 

67 82 20 23 
35 50 12 9 
65 80 18 21 
65 80 18 21 

34 88 15 74 
2 56 17 42 
32 86 13 72 
32 86 13 72 

69 20 54 73 
37 12 22 41 
67 18 52 71 
67 18 52 71 

62 83 36 38 
30 51 4 6 
60 81 34 36 
60 81 34 36 

84 2 16 74 
52 34 16 42 
82 4 14 72 
82 4 14 72 

62 52 63 78 
30 20 31 46 
60 50 61 76 
60 50 61 76 

20 30 27 9 
10 60 3 21 
32 82 25 43 
17 67 10 28 

26 24 25 21 
56 54 5 51 
78 76 27 73 
63 61 12 58 

30 32 35 48 
60 62 5 18 
82 84 17 4 
67 69 2 11 

28 50 25 54 
58 20 5 24 
80 2 27 2 
65 13 12 17 

12 44 42 49 
18 14 12 19 
40 8 10 3 
25 7 5 12 

39 33 21 0 
9 63 9 30 
13 85 31 52 
2 70 16 37 

11 26 36 33 
41 56 6 3 
63 78 16 19 
48 63 1 4 

22 32 41 18 
8 62 11 48 
