9 7 

69 8 18 75 50 8 14 17 17 
60 1 9 66 41 1 5 8 8 
58 3 7 64 39 3 3 6 6 
34 27 17 40 15 27 21 18 18 
32 29 19 38 13 29 23 20 20 
24 37 27 30 5 37 31 28 28 
4 65 55 2 23 65 59 56 56 
58 3 7 64 39 3 3 6 6 
14 47 37 20 5 47 41 38 38 

20 6 7 16 70 16 47 9 71 
29 15 2 25 61 25 38 18 62 
31 17 4 27 59 27 36 20 60 
55 41 28 51 35 51 12 44 36 
57 43 30 53 33 53 10 46 34 
65 51 38 61 25 61 2 54 26 
93 79 66 89 3 89 26 82 2 
31 17 4 27 59 27 36 20 60 
75 61 48 71 15 71 8 64 16 

4 36 45 78 67 17 46 6 7 
13 27 36 69 58 26 37 3 16 
15 25 34 67 56 28 35 5 18 
39 1 10 43 32 52 11 29 42 
41 1 8 41 30 54 9 31 44 
49 9 0 33 22 62 1 39 52 
77 37 28 5 6 90 27 67 80 
15 25 34 67 56 28 35 5 18 
59 19 10 23 12 72 9 49 62 

46 46 12 58 27 16 63 52 64 
37 37 21 49 18 25 54 43 55 
35 35 23 47 16 27 52 41 53 
11 11 47 23 8 51 28 17 29 
9 9 49 21 10 53 26 15 27 
1 1 57 13 18 61 18 7 19 
27 27 85 15 46 89 10 21 9 
35 35 23 47 16 27 52 41 53 
9 9 67 3 28 71 8 3 9 

23 4 1 34 19 6 13 57 54 
14 13 10 25 28 15 4 48 45 
12 15 12 23 30 17 2 46 43 
12 39 36 1 54 41 22 22 19 
14 41 38 3 56 43 24 20 17 
22 49 46 11 64 51 32 12 9 
50 77 74 39 92 79 60 16 19 
12 15 12 23 30 17 2 46 43 
32 59 56 21 74 61 42 2 1 

7 61 59 45 67 70 7 66 58 
16 52 50 36 58 61 16 57 49 
18 50 48 34 56 59 18 55 47 
42 26 24 10 32 35 42 31 23 
44 24 22 8 30 33 44 29 21 
52 16 14 0 22 25 52 21 13 
80 12 14 28 6 3 80 7 15 
18 50 48 34 56 59 18 55 47 
62 6 4 10 12 15 62 11 3 

89 75 62 85 1 85 22 78 2 
28 14 1 24 62 24 39 17 63 
38 24 11 34 52 34 29 27 53 
95 81 68 91 5 91 28 84 4 
70 56 43 66 20 66 3 59 21 
28 14 1 24 62 24 39 17 63 
34 20 7 30 56 30 33 23 57 
37 23 10 33 53 33 30 26 54 
37 23 10 33 53 33 30 26 54 

73 33 24 9 2 86 23 63 76 
12 28 37 70 59 25 38 2 15 
22 18 27 60 49 35 28 12 25 
79 39 30 3 8 92 29 69 82 
54 14 5 28 17 67 4 44 57 
12 28 37 70 59 25 38 2 15 
18 22 31 64 53 31 32 8 21 
21 19 28 61 50 34 29 11 24 
21 19 28 61 50 34 29 11 24 

23 23 81 11 42 85 6 17 5 
38 38 20 50 19 24 55 44 56 
28 28 30 40 9 34 45 34 46 
29 29 87 17 48 91 12 23 11 
4 4 62 8 23 66 13 2 14 
38 38 20 50 19 24 55 44 56 
32 32 26 44 13 30 49 38 50 
29 29 29 41 10 33 46 35 47 
29 29 29 41 10 33 46 35 47 

46 73 70 35 88 75 56 12 15 
15 12 9 26 27 14 5 49 46 
5 22 19 16 37 24 5 39 36 
52 79 76 41 94 81 62 18 21 
27 54 51 16 69 56 37 7 4 
15 12 9 26 27 14 5 49 46 
9 18 15 20 33 20 1 43 40 
6 21 18 17 36 23 4 40 37 
6 21 18 17 36 23 4 40 37 

76 8 10 24 2 1 76 3 11 
15 53 51 37 59 62 15 58 50 
25 43 41 27 49 52 25 48 40 
82 14 16 30 8 5 82 9 17 
57 11 9 5 17 20 57 16 8 
15 53 51 37 59 62 15 58 50 
21 47 45 31 53 56 21 52 44 
24 44 42 28 50 53 24 49 41 
24 44 42 28 50 53 24 49 41 

16 56 65 98 87 3 66 26 13 
2 42 51 84 73 11 52 12 1 
11 29 38 71 60 24 39 1 14 
12 52 61 94 83 1 62 22 9 
74 34 25 8 3 87 24 64 77 
12 52 61 94 83 1 62 22 9 
51 11 2 31 20 64 1 41 54 
5 45 54 87 76 8 55 15 2 
75 35 26 7 4 88 25 65 78 

66 66 8 78 47 4 83 72 84 
52 52 6 64 33 10 69 58 70 
39 39 19 51 20 23 56 45 57 
62 62 4 74 43 0 79 68 80 
24 24 82 12 43 86 7 18 6 
62 62 4 74 43 0 79 68 80 
1 1 59 11 20 63 16 5 17 
55 55 3 67 36 7 72 61 73 
25 25 83 13 44 87 8 19 7 

43 16 19 54 1 14 33 77 74 
29 2 5 40 13 0 19 63 60 
16 11 8 27 26 13 6 50 47 
39 12 15 50 3 10 29 73 70 
47 74 71 36 89 76 57 13 16 
39 12 15 50 3 10 29 73 70 
24 51 48 13 66 53 34 10 7 
32 5 8 43 10 3 22 66 63 
48 75 72 37 90 77 58 14 17 

13 81 79 65 87 90 13 86 78 
1 67 65 51 73 76 1 72 64 
14 54 52 38 60 63 14 59 51 
9 77 75 61 83 86 9 82 74 
77 9 11 25 3 0 77 4 12 
9 77 75 61 83 86 9 82 74 
54 14 12 2 20 23 54 19 11 
2 70 68 54 76 79 2 75 67 
78 10 12 26 4 1 78 5 13 

50 50 8 62 31 12 67 56 68 
10 10 48 22 9 52 27 16 28 
1 1 57 13 18 61 18 7 19 
32 32 90 20 51 94 15 26 14 
21 21 79 9 40 83 4 15 3 
63 63 5 75 44 1 80 69 81 
