6 12 

8 22 1 5 20 20 
17 31 10 14 11 29 
17 31 10 14 11 29 
20 34 13 17 8 32 
29 43 22 26 1 41 
68 82 61 65 40 80 

7 21 38 19 41 2 
2 12 29 28 32 11 
2 12 29 28 32 11 
5 9 26 31 29 14 
14 0 17 40 20 23 
53 39 22 79 19 62 

28 27 9 2 25 14 
37 36 0 7 16 5 
37 36 0 7 16 5 
40 39 3 10 13 2 
49 48 12 19 4 7 
88 87 51 58 35 46 

12 40 24 4 37 22 
21 31 33 13 28 13 
21 31 33 13 28 13 
24 28 36 16 25 10 
33 19 45 25 16 1 
72 20 84 64 23 38 

34 67 68 59 57 44 
25 58 59 50 48 35 
25 58 59 50 48 35 
22 55 56 47 45 32 
13 46 47 38 36 23 
26 7 8 1 3 16 

16 31 14 48 9 28 
25 22 23 39 0 19 
25 22 23 39 0 19 
28 19 26 36 3 16 
37 10 35 27 12 7 
76 29 74 12 51 32 

1 50 21 69 26 63 
8 41 30 60 17 54 
8 41 30 60 17 54 
11 38 33 57 14 51 
20 29 42 48 5 42 
59 10 81 9 34 3 

7 11 18 27 11 7 
16 2 9 36 2 16 
16 2 9 36 2 16 
19 1 6 39 1 19 
28 10 3 48 10 28 
67 49 42 87 49 67 

71 33 61 1 12 7 
62 24 52 10 21 2 
62 24 52 10 21 2 
59 21 49 13 24 5 
50 12 40 22 33 14 
11 27 1 61 72 53 

14 27 22 32 60 25 
23 18 13 23 51 34 
23 18 13 23 51 34 
26 15 10 20 48 37 
35 6 1 11 39 46 
74 33 38 28 0 85 

24 55 24 2 33 35 
33 46 33 11 24 26 
33 46 33 11 24 26 
36 43 36 14 21 23 
45 34 45 23 12 14 
84 5 84 62 27 25 

15 29 46 11 49 6 
29 43 60 3 63 20 
8 22 39 18 42 1 
12 26 43 14 46 3 
13 1 18 39 21 22 
27 41 58 1 61 18 

20 19 17 10 33 22 
6 5 31 24 47 36 
27 26 10 3 26 15 
23 22 14 7 30 19 
48 47 11 18 5 6 
8 7 29 22 45 34 

4 48 16 4 45 30 
10 62 2 18 59 44 
11 41 23 3 38 23 
7 45 19 1 42 27 
32 20 44 24 17 2 
8 60 4 16 57 42 

42 75 76 67 65 52 
56 89 90 81 79 66 
35 68 69 60 58 45 
39 72 73 64 62 49 
14 47 48 39 37 24 
54 87 88 79 77 64 

8 39 6 56 17 36 
6 53 8 70 31 50 
15 32 13 49 10 29 
11 36 9 53 14 33 
36 11 34 28 11 8 
4 51 6 68 29 48 

9 58 13 77 34 71 
23 72 1 91 48 85 
2 51 20 70 27 64 
6 55 16 74 31 68 
19 30 41 49 6 43 
21 70 1 89 46 83 

1 19 26 19 19 1 
15 33 40 5 33 15 
6 12 19 26 12 6 
2 16 23 22 16 2 
27 9 2 47 9 27 
13 31 38 7 31 13 

79 41 69 7 4 15 
93 55 83 21 10 29 
72 34 62 0 11 8 
76 38 66 4 7 12 
51 13 41 21 32 13 
91 53 81 19 8 27 

6 35 30 40 68 17 
8 49 44 54 82 3 
13 28 23 33 61 24 
9 32 27 37 65 20 
34 7 2 12 40 45 
6 47 42 52 80 5 

16 63 16 6 41 43 
2 77 2 20 55 57 
23 56 23 1 34 36 
19 60 19 3 38 40 
44 35 44 22 13 15 
4 75 4 18 53 55 

35 34 2 5 18 7 
49 48 12 19 4 7 
66 65 29 36 13 24 
9 8 28 21 44 33 
69 68 32 39 16 27 
26 25 11 4 27 16 

19 33 31 11 30 15 
33 19 45 25 16 1 
50 2 62 42 1 16 
7 59 5 15 56 41 
53 1 65 45 4 19 
10 42 22 2 39 24 

27 60 61 52 50 37 
13 46 47 38 36 23 
4 29 30 21 19 6 
53 86 87 78 76 63 
7 26 27 18 16 3 
36 69 70 61 59 46 

23 24 21 41 2 21 
37 10 35 27 12 7 
54 7 52 10 29 10 
3 50 5 67 28 47 
57 10 55 7 32 13 
14 33 12 50 11 30 

6 43 28 62 19 56 
20 29 42 48 5 42 
37 12 59 31 12 25 
20 69 2 88 45 82 
40 9 62 28 15 22 
3 52 19 71 28 65 

14 4 11 34 4 14 
28 10 3 48 10 28 
45 27 20 65 27 45 
12 30 37 8 30 12 
48 30 23 68 30 48 
5 13 20 25 13 5 

64 26 54 8 19 0 
50 12 40 22 33 14 
33 5 23 39 50 31 
90 52 80 18 7 26 
30 8 20 42 53 34 
73 35 63 1 10 9 

21 20 15 25 53 32 
35 6 1 11 39 46 
52 11 16 6 22 63 
5 46 41 51 79 6 
55 14 19 9 19 66 
12 29 24 34 62 23 

31 48 31 9 26 28 
45 34 45 23 12 14 
62 17 62 40 5 3 
5 74 5 17 52 54 
65 14 65 43 8 6 
22 57 22 0 35 37 

16 68 4 24 65 50 
15 67 3 23 64 49 
21 31 33 13 28 13 
14 38 26 6 35 20 
37 15 49 29 12 3 
26 26 38 18 23 8 

62 95 96 87 85 72 
61 94 95 86 84 71 
25 58 59 50 48 35 
32 65 66 57 55 42 
9 42 43 34 32 19 
20 53 54 45 43 30 

12 59 14 76 37 56 
11 58 13 75 36 55 
25 22 23 39 0 19 
18 29 16 46 7 26 
41 6 39 23 16 3 
30 17 28 34 5 14 

29 78 7 97 54 91 
28 77 6 96 53 90 
8 41 30 60 17 54 
1 48 23 67 24 61 
24 25 46 44 1 38 
13 36 35 55 12 49 

21 39 46 1 39 21 
20 38 45 0 38 20 
16 2 9 36 2 16 
9 9 16 29 9 9 
32 14 7 52 14 32 
21 3 4 41 3 21 

99 61 89 27 16 35 
98 60 88 26 15 34 
62 24 52 10 21 2 
69 31 59 3 14 5 
46 8 36 26 37 18 
57 19 47 15 26 7 

14 55 50 60 88 3 
13 54 49 59 87 2 
23 18 13 23 51 34 
16 25 20 30 58 27 
39 2 3 7 35 50 
28 13 8 18 46 39 

4 83 4 26 61 63 
3 82 3 25 60 62 
33 46 33 11 24 26 
26 53 26 4 31 33 
49 30 49 27 8 10 
38 41 38 16 19 21 

46 79 80 71 69 56 
6 27 28 19 17 4 
58 91 92 83 81 68 
38 71 72 63 61 48 
3 30 31 22 20 7 
12 45 46 37 35 22 

4 43 2 60 21 40 
56 9 54 8 31 12 
8 55 10 72 33 52 
12 35 10 52 13 32 
53 6 51 11 28 9 
38 9 36 26 13 6 

13 62 9 81 38 75 
39 10 61 29 14 23 
25 74 3 93 50 87 
5 54 17 73 30 67 
