9 11 

90 50 9 69 10 23 81 74 48 
4 36 77 17 76 63 5 12 38 
65 25 16 44 15 2 56 49 23 
13 27 68 8 67 54 4 3 29 
34 6 47 13 46 33 25 18 8 
37 3 44 16 43 30 28 21 5 
20 20 61 1 60 47 11 4 22 
1 39 80 20 79 66 8 15 41 
89 49 8 68 9 22 80 73 47 

34 43 58 17 30 85 80 77 85 
52 43 28 69 56 1 6 9 1 
9 18 33 8 5 60 55 52 60 
43 34 19 60 47 8 3 0 8 
22 13 2 39 26 29 24 21 29 
19 10 5 36 23 32 27 24 32 
36 27 12 53 40 15 10 7 15 
55 46 31 72 59 4 9 12 4 
33 42 57 16 29 84 79 76 84 

0 72 88 14 37 62 5 65 44 
86 14 2 72 49 24 81 21 42 
25 47 63 11 12 37 20 40 19 
77 5 11 63 40 15 72 12 33 
56 16 32 42 19 6 51 9 12 
53 19 35 39 16 9 48 12 9 
70 2 18 56 33 8 65 5 26 
89 17 1 75 52 27 84 24 45 
1 71 87 13 36 61 4 64 43 

62 25 78 7 57 46 4 26 33 
24 61 8 79 29 40 82 60 53 
37 0 53 18 32 21 21 1 8 
15 52 1 70 20 31 73 51 44 
6 31 22 49 1 10 52 30 23 
9 28 25 46 4 7 49 27 20 
8 45 8 63 13 24 66 44 37 
27 64 11 82 32 43 85 63 56 
61 24 77 6 56 45 3 25 32 

31 70 0 40 47 7 62 62 34 
55 16 86 46 39 79 24 24 52 
6 45 25 15 22 18 37 37 9 
46 7 77 37 30 70 15 15 43 
25 14 56 16 9 49 6 6 22 
22 17 53 13 6 46 9 9 19 
39 0 70 30 23 63 8 8 36 
58 19 89 49 42 82 27 27 55 
30 69 1 39 46 6 61 61 33 

18 79 58 39 27 40 73 70 4 
68 7 28 47 59 46 13 16 82 
7 54 33 14 2 15 48 45 21 
59 2 19 38 50 37 4 7 73 
38 23 2 17 29 16 17 14 52 
35 26 5 14 26 13 20 17 49 
52 9 12 31 43 30 3 0 66 
71 10 31 50 62 49 16 19 85 
17 78 57 38 26 39 72 69 3 

1 64 58 84 7 4 14 37 60 
87 22 28 2 93 90 72 49 26 
26 39 33 59 32 29 11 12 35 
78 13 19 7 84 81 63 40 17 
57 8 2 28 63 60 42 19 4 
54 11 5 31 60 57 39 16 7 
71 6 12 14 77 74 56 33 10 
90 25 31 5 96 93 75 52 29 
2 63 57 83 8 5 13 36 59 

87 6 23 14 74 78 24 28 6 
1 80 63 72 12 8 62 58 80 
62 19 2 11 49 53 1 3 19 
10 71 54 63 3 1 53 49 71 
31 50 33 42 18 22 32 28 50 
34 47 30 39 21 25 29 25 47 
17 64 47 56 4 8 46 42 64 
2 83 66 75 15 11 65 61 83 
86 5 22 13 73 77 23 27 5 

40 4 56 59 56 50 35 16 30 
46 90 30 27 30 36 51 70 56 
15 29 31 34 31 25 10 9 5 
37 81 21 18 21 27 42 61 47 
16 60 0 3 0 6 21 40 26 
13 57 3 6 3 3 18 37 23 
30 74 14 11 14 20 35 54 40 
49 93 33 30 33 39 54 73 59 
39 5 55 58 55 49 34 15 29 

52 5 62 7 10 75 36 55 86 
34 91 24 93 76 11 50 31 0 
27 30 37 32 15 50 11 30 61 
25 82 15 84 67 2 41 22 9 
4 61 6 63 46 19 20 1 30 
1 58 9 60 43 22 17 2 33 
18 75 8 77 60 5 34 15 16 
37 94 27 96 79 14 53 34 3 
51 6 61 8 9 74 35 54 85 

56 47 32 73 60 5 10 13 5 
16 7 8 33 20 35 30 27 35 
25 34 49 8 21 76 71 68 76 
35 26 11 52 39 16 11 8 16 
24 33 48 7 20 75 70 67 75 
11 20 35 6 7 62 57 54 62 
47 38 23 64 51 4 1 4 4 
40 31 16 57 44 11 6 3 11 
14 5 10 31 18 37 32 29 37 

90 18 2 76 53 28 85 25 46 
50 22 38 36 13 12 45 15 6 
9 63 79 5 28 53 4 56 35 
69 3 19 55 32 7 64 4 25 
10 62 78 4 27 52 5 55 34 
23 49 65 9 14 39 18 42 21 
81 9 7 67 44 19 76 16 37 
74 2 14 60 37 12 69 9 30 
48 24 40 34 11 14 43 17 4 

28 65 12 83 33 44 86 64 57 
12 25 28 43 7 4 46 24 17 
53 16 69 2 48 37 5 17 24 
7 44 9 62 12 23 65 43 36 
52 15 68 3 47 36 6 16 23 
39 2 55 16 34 23 19 3 10 
19 56 3 74 24 35 77 55 48 
12 49 4 67 17 28 70 48 41 
14 23 30 41 9 2 44 22 15 

59 20 90 50 43 83 28 28 56 
19 20 50 10 3 43 12 12 16 
22 61 9 31 38 2 53 53 25 
38 1 69 29 22 62 7 7 35 
21 60 10 30 37 3 52 52 24 
8 47 23 17 24 16 39 39 11 
50 11 81 41 34 74 19 19 47 
43 4 74 34 27 67 12 12 40 
17 22 48 8 1 41 14 14 14 

72 11 32 51 63 50 17 20 86 
32 29 8 11 23 10 23 20 46 
9 70 49 30 18 31 64 61 5 
51 10 11 30 42 29 4 1 65 
8 69 48 29 17 30 63 60 6 
5 56 35 16 4 17 50 47 19 
63 2 23 42 54 41 8 11 77 
56 5 16 35 47 34 1 4 70 
30 31 10 9 21 8 25 22 44 

91 26 32 6 97 94 76 53 30 
51 14 8 34 57 54 36 13 10 
10 55 49 75 16 13 5 28 51 
70 5 11 15 76 73 55 32 9 
11 54 48 74 17 14 4 27 50 
24 41 35 61 30 27 9 14 37 
82 17 23 3 88 85 67 44 21 
75 10 16 10 81 78 60 37 14 
49 16 10 36 55 52 34 11 12 

3 84 67 76 16 12 66 62 84 
37 44 27 36 24 28 26 22 44 
78 3 14 5 65 69 15 19 3 
18 63 46 55 5 9 45 41 63 
77 4 13 4 64 68 14 18 4 
64 17 0 9 51 55 1 5 17 
6 75 58 67 7 3 57 53 75 
13 68 51 60 0 4 50 46 68 
39 42 25 34 26 30 24 20 42 

50 94 34 31 34 40 55 74 60 
10 54 6 9 6 0 15 34 20 
31 13 47 50 47 41 26 7 21 
29 73 13 10 13 19 34 53 39 
30 14 46 49 46 40 25 6 20 
17 27 33 36 33 27 12 7 7 
41 85 25 22 25 31 46 65 51 
34 78 18 15 18 24 39 58 44 
8 52 8 11 8 2 13 32 18 

38 95 28 97 80 15 54 35 4 
2 55 12 57 40 25 14 5 36 
43 14 53 16 1 66 27 46 77 
17 74 7 76 59 6 33 14 17 
42 15 52 17 0 65 26 45 76 
29 28 39 30 13 52 13 32 63 
29 86 19 88 71 6 45 26 5 
22 79 12 81 64 1 38 19 12 
4 53 14 55 38 27 12 7 38 

34 38 54 20 3 28 29 31 10 
43 29 45 29 6 19 38 22 1 
58 14 30 44 21 4 53 7 14 
17 55 71 3 20 45 12 48 27 
30 42 58 16 7 32 25 35 14 
85 13 3 71 48 23 80 20 41 
80 8 8 66 43 18 75 15 36 
77 5 11 63 40 15 72 12 33 
85 13 3 71 48 23 80 20 41 

