10 15 

44 14 88 71 23 21 39 13 11 6 
0 30 44 27 21 23 5 31 33 38 
8 38 36 19 29 31 13 39 41 46 
19 49 25 8 40 42 24 50 52 57 
28 58 16 1 49 51 33 59 61 66 
5 35 39 22 26 28 10 36 38 43 
12 18 56 39 9 11 7 19 21 26 
2 32 42 25 23 25 7 33 35 40 
1 31 43 26 22 24 6 32 34 39 
46 76 2 19 67 69 51 77 79 84 

87 75 65 45 69 30 6 32 15 1 
43 31 21 1 25 14 38 12 29 45 
35 23 13 7 17 22 46 20 37 53 
24 12 2 18 6 33 57 31 48 64 
15 3 7 27 3 42 66 40 57 73 
38 26 16 4 20 19 43 17 34 50 
55 43 33 13 37 2 26 0 17 33 
41 29 19 1 23 16 40 14 31 47 
42 30 20 0 24 15 39 13 30 46 
3 15 25 45 21 60 84 58 75 91 

11 3 10 86 0 56 62 16 6 52 
33 41 34 42 44 12 18 28 38 8 
41 49 42 34 52 4 10 36 46 0 
52 60 53 23 63 7 1 47 57 11 
61 69 62 14 72 16 10 56 66 20 
38 46 39 37 49 7 13 33 43 3 
21 29 22 54 32 24 30 16 26 20 
35 43 36 40 46 10 16 30 40 6 
34 42 35 41 45 11 17 29 39 7 
79 87 80 4 90 34 28 74 84 38 

44 82 1 91 60 87 36 2 15 52 
0 38 43 47 16 43 8 42 29 8 
8 30 51 39 8 35 16 50 37 0 
19 19 62 28 3 24 27 61 48 11 
28 10 71 19 12 15 36 70 57 20 
5 33 48 42 11 38 13 47 34 3 
12 50 31 59 28 55 4 30 17 20 
2 36 45 45 14 41 10 44 31 6 
1 37 44 46 15 42 9 43 30 7 
46 8 89 1 30 3 54 88 75 38 

65 46 59 59 55 19 28 26 20 32 
21 2 15 15 11 25 16 18 24 12 
13 6 7 7 3 33 24 26 32 20 
2 17 4 4 8 44 35 37 43 31 
7 26 13 13 17 53 44 46 52 40 
16 3 10 10 6 30 21 23 29 17 
33 14 27 27 23 13 4 6 12 0 
19 0 13 13 9 27 18 20 26 14 
20 1 14 14 10 26 17 19 25 13 
25 44 31 31 35 71 62 64 70 58 

12 45 31 38 8 10 2 38 75 0 
32 1 13 6 36 34 42 6 31 44 
40 7 21 14 44 42 50 14 23 52 
51 18 32 25 55 53 61 25 12 63 
60 27 41 34 64 62 70 34 3 72 
37 4 18 11 41 39 47 11 26 49 
20 13 1 6 24 22 30 6 43 32 
34 1 15 8 38 36 44 8 29 46 
33 0 14 7 37 35 43 7 30 45 
78 45 59 52 82 80 88 52 15 90 

11 89 55 4 88 44 60 40 33 34 
33 45 11 48 44 0 16 4 11 10 
41 37 3 56 36 8 8 12 19 18 
52 26 8 67 25 19 3 23 30 29 
61 17 17 76 16 28 12 32 39 38 
38 40 6 53 39 5 11 9 16 15 
21 57 23 36 56 12 28 8 1 2 
35 43 9 50 42 2 14 6 13 12 
34 44 10 49 43 1 15 5 12 11 
79 1 35 94 2 46 30 50 57 56 

31 30 55 65 45 10 40 80 80 15 
13 14 11 21 1 34 4 36 36 29 
21 22 3 13 7 42 12 28 28 37 
32 33 8 2 18 53 23 17 17 48 
41 42 17 7 27 62 32 8 8 57 
18 19 6 16 4 39 9 31 31 34 
1 2 23 33 13 22 8 48 48 17 
15 16 9 19 1 36 6 34 34 31 
14 15 10 20 0 35 5 35 35 30 
59 60 35 25 45 80 50 10 10 75 

62 51 56 4 2 33 19 28 61 26 
18 7 12 40 42 11 25 16 17 18 
10 1 4 48 50 19 33 24 9 26 
1 12 7 59 61 30 44 35 2 37 
10 21 16 68 70 39 53 44 11 46 
13 2 7 45 47 16 30 21 12 23 
30 19 24 28 30 1 13 4 29 6 
16 5 10 42 44 13 27 18 15 20 
17 6 11 41 43 12 26 17 16 19 
28 39 34 86 88 57 71 62 29 64 

7 74 40 6 88 30 79 51 48 32 
37 30 4 38 44 14 35 7 4 12 
45 22 12 46 36 22 27 1 4 20 
56 11 23 57 25 33 16 12 15 31 
65 2 32 66 16 42 7 21 24 40 
42 25 9 43 39 19 30 2 1 17 
25 42 8 26 56 2 47 19 16 0 
39 28 6 40 42 16 33 5 2 14 
38 29 5 39 43 15 34 6 3 13 
83 16 50 84 2 60 11 39 42 58 

56 13 7 82 54 79 66 67 34 80 
12 31 37 38 10 35 22 23 10 36 
4 39 45 30 2 27 14 15 18 28 
7 50 56 19 9 16 3 4 29 17 
16 59 65 10 18 7 6 5 38 8 
7 36 42 33 5 30 17 18 15 31 
24 19 25 50 22 47 34 35 2 48 
10 33 39 36 8 33 20 21 12 34 
11 32 38 37 9 34 21 22 11 35 
34 77 83 8 36 11 24 23 56 10 

85 87 18 48 38 29 31 68 48 26 
41 43 26 4 6 15 13 24 4 18 
33 35 34 4 14 23 21 16 4 26 
22 24 45 15 25 34 32 5 15 37 
13 15 54 24 34 43 41 4 24 46 
36 38 31 1 11 20 18 19 1 23 
53 55 14 16 6 3 1 36 16 6 
39 41 28 2 8 17 15 22 2 20 
40 42 27 3 7 16 14 23 3 19 
5 3 72 42 52 61 59 22 42 64 

14 29 63 86 83 21 5 79 67 32 
30 15 19 42 39 23 39 35 23 12 
38 23 11 34 31 31 47 27 15 20 
49 34 0 23 20 42 58 16 4 31 
58 43 9 14 11 51 67 7 5 40 
35 20 14 37 34 28 44 30 18 17 
