10 7 

48 8 62 19 59 4 9 10 18 25 
44 12 58 15 55 0 13 14 14 21 
9 65 5 38 2 53 66 67 39 32 
13 43 27 16 24 31 44 45 17 10 
78 22 92 49 89 34 21 20 48 55 
37 19 51 8 48 7 20 21 7 14 
57 1 71 28 68 13 0 1 27 34 
6 50 20 23 17 38 51 52 24 17 
3 53 17 26 14 41 54 55 27 20 
9 47 23 20 20 35 48 49 21 14 

56 11 2 2 30 50 13 34 12 4 
52 7 2 2 34 46 17 30 8 8 
1 46 55 55 87 7 70 23 45 61 
21 24 33 33 65 15 48 1 23 39 
86 41 32 32 0 80 17 64 42 26 
45 0 9 9 41 39 24 23 1 15 
65 20 11 11 21 59 4 43 21 5 
14 31 40 40 72 8 55 8 30 46 
11 34 43 43 75 5 58 11 33 49 
17 28 37 37 69 11 52 5 27 43 

39 37 40 11 50 65 2 10 28 20 
35 33 36 15 46 61 6 6 24 24 
18 20 17 68 7 8 59 47 29 77 
4 2 5 46 15 30 37 25 7 55 
69 67 70 19 80 95 28 40 58 10 
28 26 29 22 39 54 13 1 17 31 
48 46 49 2 59 74 7 19 37 11 
3 5 2 53 8 23 44 32 14 62 
6 8 5 56 5 20 47 35 17 65 
0 2 1 50 11 26 41 29 11 59 

58 66 35 52 60 30 64 42 16 33 
54 62 31 48 56 26 60 38 12 29 
1 9 22 5 3 27 7 15 41 24 
23 31 0 17 25 5 29 7 19 2 
88 96 65 82 90 60 94 72 46 63 
47 55 24 41 49 19 53 31 5 22 
67 75 44 61 69 39 73 51 25 42 
16 24 7 10 18 12 22 0 26 9 
13 21 10 7 15 15 19 3 29 12 
19 27 4 13 21 9 25 3 23 6 

35 36 17 61 52 6 13 25 27 33 
31 32 13 57 48 2 17 21 31 29 
22 21 40 4 5 51 70 32 84 24 
0 1 18 26 17 29 48 10 62 2 
65 66 47 91 82 36 17 55 3 63 
24 25 6 50 41 5 24 14 38 22 
44 45 26 70 61 15 4 34 18 42 
7 6 25 19 10 36 55 17 69 9 
10 9 28 16 7 39 58 20 72 12 
4 3 22 22 13 33 52 14 66 6 

53 28 5 3 24 48 31 4 6 62 
49 32 1 1 28 44 27 8 2 58 
4 85 52 54 81 9 26 61 51 5 
18 63 30 32 59 13 4 39 29 27 
83 2 35 33 6 78 61 26 36 92 
42 39 6 8 35 37 20 15 5 51 
62 19 14 12 15 57 40 5 15 71 
11 70 37 39 66 6 11 46 36 20 
8 73 40 42 69 3 14 49 39 17 
14 67 34 36 63 9 8 43 33 23 

8 37 46 46 78 2 61 14 36 52 
64 19 10 10 22 58 5 42 20 4 
6 51 60 60 92 12 75 28 50 66 
37 8 17 17 49 31 32 15 7 23 
3 48 57 57 89 9 72 25 47 63 
52 7 2 2 34 46 17 30 8 8 
65 20 11 11 21 59 4 43 21 5 
66 21 12 12 20 60 3 44 22 6 
38 7 16 16 48 32 31 16 6 22 
31 14 23 23 55 25 38 9 13 29 

9 11 8 59 2 17 50 38 20 68 
47 45 48 3 58 73 6 18 36 12 
23 25 22 73 12 3 64 52 34 82 
20 18 21 30 31 46 21 9 9 39 
20 22 19 70 9 6 61 49 31 79 
35 33 36 15 46 61 6 6 24 24 
48 46 49 2 59 74 7 19 37 11 
49 47 50 1 60 75 8 20 38 10 
21 19 22 29 32 47 20 8 10 38 
14 12 15 36 25 40 27 15 3 45 

10 18 13 4 12 18 16 6 32 15 
66 74 43 60 68 38 72 50 24 41 
4 4 27 10 2 32 2 20 46 29 
39 47 16 33 41 11 45 23 3 14 
1 7 24 7 1 29 5 17 43 26 
54 62 31 48 56 26 60 38 12 29 
67 75 44 61 69 39 73 51 25 42 
68 76 45 62 70 40 74 52 26 43 
40 48 17 34 42 12 46 24 2 15 
33 41 10 27 35 5 39 17 9 8 

