20 18 

27 19 66 3 24 33 68 89 83 51 22 2 81 8 66 9 48 25 57 23 
52 60 13 82 55 46 11 10 4 28 57 81 2 87 13 70 31 54 22 56 
60 68 21 90 63 54 19 2 4 36 65 89 6 95 21 78 39 62 30 64 
9 17 30 39 12 3 32 53 47 15 14 38 45 44 30 27 12 11 21 13 
1 9 38 31 4 5 40 61 55 23 6 30 53 36 38 19 20 3 29 5 
55 63 16 85 58 49 14 7 1 31 60 84 1 90 16 73 34 57 25 59 
61 69 22 91 64 55 20 1 5 37 66 90 7 96 22 79 40 63 31 65 
47 55 8 77 50 41 6 15 9 23 52 76 7 82 8 65 26 49 17 51 
32 24 71 2 29 38 73 94 88 56 27 3 86 3 71 14 53 30 62 28 
0 8 39 30 3 6 41 62 56 24 5 29 54 35 39 18 21 2 30 4 
2 10 37 32 5 4 39 60 54 22 7 31 52 37 37 20 19 4 28 6 
7 1 46 23 4 13 48 69 63 31 2 22 61 28 46 11 28 5 37 3 
36 44 3 66 39 30 5 26 20 12 41 65 18 71 3 54 15 38 6 40 
24 16 63 6 21 30 65 86 80 48 19 5 78 11 63 6 45 22 54 20 
57 65 18 87 60 51 16 5 1 33 62 86 3 92 18 75 36 59 27 61 
16 8 55 14 13 22 57 78 72 40 11 13 70 19 55 2 37 14 46 12 
19 11 58 11 16 25 60 81 75 43 14 10 73 16 58 1 40 17 49 15 
27 19 66 3 24 33 68 89 83 51 22 2 81 8 66 9 48 25 57 23 
24 32 15 54 27 18 17 38 32 0 29 53 30 59 15 42 3 26 6 28 
56 64 17 86 59 50 15 6 0 32 61 85 2 91 17 74 35 58 26 60 

27 4 70 58 87 27 39 68 65 68 66 50 9 80 82 23 34 20 23 63 
52 83 9 21 8 52 40 11 14 11 13 29 70 1 3 56 45 59 56 16 
60 91 17 29 0 60 48 19 22 19 21 37 78 7 5 64 53 67 64 24 
9 40 34 22 51 9 3 32 29 32 30 14 27 44 46 13 2 16 13 27 
1 32 42 30 59 1 11 40 37 40 38 22 19 52 54 5 6 8 5 35 
55 86 12 24 5 55 43 14 17 14 16 32 73 2 0 59 48 62 59 19 
61 92 18 30 1 61 49 20 23 20 22 38 79 8 6 65 54 68 65 25 
47 78 4 16 13 47 35 6 9 6 8 24 65 6 8 51 40 54 51 11 
32 1 75 63 92 32 44 73 70 73 71 55 14 85 87 28 39 25 28 68 
0 31 43 31 60 0 12 41 38 41 39 23 18 53 55 4 7 7 4 36 
2 33 41 29 58 2 10 39 36 39 37 21 20 51 53 6 5 9 6 34 
7 24 50 38 67 7 19 48 45 48 46 30 11 60 62 3 14 0 3 43 
