4 8 

13 6 29 38 
6 13 22 31 
33 14 49 58 
51 70 35 26 

69 27 24 16 
62 20 31 9 
89 47 4 36 
5 37 88 48 

58 0 48 51 
51 7 41 44 
78 20 68 71 
6 64 16 13 

15 33 33 71 
8 26 26 64 
35 53 53 91 
49 31 31 7 

29 34 3 2 
22 27 4 5 
49 54 23 22 
35 30 61 62 

26 72 56 26 
19 65 49 19 
46 92 76 46 
38 8 8 38 

22 42 71 12 
29 35 64 19 
2 62 91 8 
86 22 7 76 

56 14 37 3 
75 33 18 22 
40 2 53 13 
31 11 62 22 

45 13 35 38 
64 6 54 57 
29 29 19 22 
20 38 10 13 

2 20 20 58 
21 39 39 77 
14 4 4 42 
23 5 5 33 

16 21 10 11 
35 40 9 8 
0 5 26 27 
9 4 35 36 

13 59 43 13 
32 78 62 32 
3 43 27 3 
12 34 18 12 

35 29 58 25 
16 48 77 6 
51 13 42 41 
60 4 33 50 

11 69 21 18 
31 27 21 24 
82 24 72 75 
42 16 32 35 

54 36 36 2 
12 6 6 44 
39 57 57 95 
1 17 17 55 

40 35 66 67 
2 7 24 25 
53 58 27 26 
13 18 13 14 

43 3 13 43 
1 45 29 1 
50 96 80 50 
10 56 40 10 

91 27 2 81 
49 15 44 39 
2 66 95 12 
38 26 55 28 

43 25 25 13 
15 33 33 71 
33 15 15 23 
36 18 18 20 

29 24 55 56 
29 34 3 2 
19 14 45 46 
22 17 48 49 

32 14 2 32 
26 72 56 26 
22 24 8 22 
25 21 5 25 

80 16 13 70 
22 42 71 12 
70 6 23 60 
73 9 20 63 

14 19 12 13 
4 1 30 31 
4 1 30 31 
42 37 68 69 

11 57 41 11 
7 39 23 7 
7 39 23 7 
45 1 15 45 

37 27 56 27 
55 9 38 45 
55 9 38 45 
93 29 0 83 

3 43 27 3 
8 38 22 8 
23 69 53 23 
24 70 54 24 

51 13 42 41 
56 8 37 46 
25 39 68 15 
24 40 69 14 

48 16 45 38 
94 30 1 84 
78 14 15 68 
48 16 45 38 

