7 11 

12 47 33 44 1 30 56 
22 81 67 78 33 4 90 
33 26 12 23 22 51 35 
26 33 19 30 15 44 42 
1 60 46 57 12 17 69 
27 86 72 83 38 9 95 
3 62 48 59 14 15 71 

47 37 12 10 56 15 7 
81 3 22 24 90 19 27 
26 58 33 31 35 36 28 
33 51 26 24 42 29 21 
60 24 1 3 69 2 6 
86 2 27 29 95 24 32 
62 22 3 5 71 0 8 

55 55 31 32 5 53 24 
89 89 3 66 39 87 10 
34 34 52 11 16 32 45 
41 41 45 18 9 39 38 
68 68 18 45 18 66 11 
94 94 8 71 44 92 15 
70 70 16 47 20 68 9 

51 31 6 20 35 9 45 
85 3 28 54 1 25 79 
30 52 27 1 56 30 24 
37 45 20 6 49 23 31 
64 18 7 33 22 4 58 
90 8 33 59 4 30 84 
66 16 9 35 20 6 60 

33 2 19 4 41 29 11 
1 36 53 30 7 5 45 
54 19 2 25 62 50 10 
47 12 5 18 55 43 3 
20 15 32 9 28 16 24 
6 41 58 35 2 10 50 
18 17 34 11 26 14 26 

40 18 31 8 53 51 28 
74 16 65 42 87 85 62 
19 39 10 13 32 30 7 
26 32 17 6 39 37 14 
53 5 44 21 66 64 41 
79 21 70 47 92 90 67 
55 3 46 23 68 66 43 

25 9 45 4 26 22 20 
9 25 79 38 8 56 54 
46 30 24 17 47 1 1 
39 23 31 10 40 8 6 
12 4 58 17 13 35 33 
14 30 84 43 13 61 59 
10 6 60 19 11 37 35 

41 0 27 19 40 20 41 
7 34 61 53 74 54 7 
62 21 6 2 19 1 62 
55 14 13 5 26 6 55 
28 13 40 32 53 33 28 
2 39 66 58 79 59 2 
26 15 42 34 55 35 26 

30 2 54 2 33 12 44 
4 36 88 32 67 46 78 
51 19 33 23 12 9 23 
44 12 40 16 19 2 30 
17 15 67 11 46 25 57 
9 41 93 37 72 51 83 
15 17 69 13 48 27 59 

1 35 17 31 51 20 15 
33 69 17 65 85 14 19 
22 14 38 10 30 41 36 
15 21 31 17 37 34 29 
12 48 4 44 64 7 2 
38 74 22 70 90 19 24 
14 50 2 46 66 5 0 

59 25 0 2 68 3 5 
0 84 59 57 9 62 54 
14 70 45 43 23 48 40 
3 81 56 54 12 59 51 
48 36 11 9 57 14 6 
77 7 18 20 86 15 23 
9 93 68 66 0 71 63 

67 67 19 44 17 65 12 
8 8 78 15 42 6 71 
22 22 64 1 28 20 57 
11 11 75 12 39 9 68 
56 56 30 33 6 54 23 
85 85 1 62 35 83 6 
1 1 87 24 51 3 80 

63 19 6 32 23 3 57 
4 78 53 27 82 56 2 
18 64 39 13 68 42 12 
7 75 50 24 79 53 1 
52 30 5 21 34 8 46 
81 1 24 50 5 21 75 
5 87 62 36 91 65 11 

21 14 31 8 29 17 23 
80 45 28 51 88 76 36 
66 31 14 37 74 62 22 
77 42 25 48 85 73 33 
32 3 20 3 40 28 12 
3 32 49 26 11 1 41 
89 54 37 60 97 85 45 

52 6 43 20 65 63 40 
7 65 16 39 6 4 19 
7 51 2 25 20 18 5 
4 62 13 36 9 7 16 
41 17 32 9 54 52 29 
70 12 61 38 83 81 58 
16 74 25 48 3 5 28 

13 3 57 16 14 34 32 
72 56 2 43 73 25 27 
58 42 12 29 59 11 13 
69 53 1 40 70 22 24 
24 8 46 5 25 23 21 
5 21 75 34 4 52 50 
81 65 11 52 82 34 36 

29 12 39 31 52 32 29 
88 47 20 28 7 27 88 
74 33 6 14 7 13 74 
