15 8 

19 28 19 40 37 5 47 7 61 20 3 9 27 38 9 
51 4 13 8 5 27 15 39 29 12 35 23 5 6 23 
19 28 19 40 37 5 47 7 61 20 3 9 27 38 9 
61 14 23 2 5 37 5 49 19 22 45 33 15 4 33 
4 51 42 63 60 28 70 16 84 43 20 32 50 61 32 
63 16 25 4 7 39 3 51 17 24 47 35 17 6 35 
70 23 32 11 14 46 4 58 10 31 54 42 24 13 42 
27 20 11 32 29 3 39 15 53 12 11 1 19 30 1 
35 12 3 24 21 11 31 23 45 4 19 7 11 22 7 
7 54 45 66 63 31 73 19 87 46 23 35 53 64 35 
9 38 29 50 47 15 57 3 71 30 7 19 37 48 19 
57 10 19 2 1 33 9 45 23 18 41 29 11 0 29 
32 15 6 27 24 8 34 20 48 7 16 4 14 25 4 
16 31 22 43 40 8 50 4 64 23 0 12 30 41 12 
56 9 18 3 0 32 10 44 24 17 40 28 10 1 28 

19 48 57 38 23 44 2 13 17 29 8 9 58 10 34 
51 16 25 6 9 12 34 19 49 3 40 41 26 22 2 
19 48 57 38 23 44 2 13 17 29 8 9 58 10 34 
61 6 15 4 19 2 44 29 59 13 50 51 16 32 8 
4 71 80 61 46 67 21 36 6 52 15 14 81 33 57 
63 4 13 6 21 0 46 31 61 15 52 53 14 34 10 
70 3 6 13 28 7 53 38 68 22 59 60 7 41 17 
27 40 49 30 15 36 10 5 25 21 16 17 50 2 26 
35 32 41 22 7 28 18 3 33 13 24 25 42 6 18 
7 74 83 64 49 70 24 39 9 55 18 17 84 36 60 
9 58 67 48 33 54 8 23 7 39 2 1 68 20 44 
57 10 19 0 15 6 40 25 55 9 46 47 20 28 4 
32 35 44 25 10 31 15 0 30 16 21 22 45 3 21 
16 51 60 41 26 47 1 16 14 32 5 6 61 13 37 
56 11 20 1 14 7 39 24 54 8 45 46 21 27 3 

55 50 29 7 29 64 22 14 19 55 56 16 6 50 22 
23 18 3 39 61 32 54 46 13 23 24 16 38 18 10 
55 50 29 7 29 64 22 14 19 55 56 16 6 50 22 
13 8 13 49 71 22 64 56 23 13 14 26 48 8 20 
78 73 52 16 6 87 1 9 42 78 79 39 17 73 45 
11 6 15 51 73 20 66 58 25 11 12 28 50 6 22 
4 1 22 58 80 13 73 65 32 4 5 35 57 1 29 
47 42 21 15 37 56 30 22 11 47 48 8 14 42 14 
39 34 13 23 45 48 38 30 3 39 40 0 22 34 6 
81 76 55 19 3 90 4 12 45 81 82 42 20 76 48 
65 60 39 3 19 74 12 4 29 65 66 26 4 60 32 
17 12 9 45 67 26 60 52 19 17 18 22 44 12 16 
42 37 16 20 42 51 35 27 6 42 43 3 19 37 9 
