15 16 

14 34 1 38 12 49 43 42 14 38 30 37 35 19 23 
9 29 4 33 7 44 38 47 19 43 25 32 30 14 28 
9 29 4 33 7 44 38 47 19 43 25 32 30 14 28 
2 18 15 22 4 33 27 58 30 54 14 21 19 3 39 
53 73 40 77 51 88 82 3 25 1 69 76 74 58 16 
33 53 20 57 31 68 62 23 5 19 49 56 54 38 4 
60 80 47 84 58 95 89 4 32 8 76 83 81 65 23 
32 12 45 8 34 3 3 88 60 84 16 9 11 27 69 
17 37 4 41 15 52 46 39 11 35 33 40 38 22 20 
43 63 30 67 41 78 72 13 15 9 59 66 64 48 6 
20 0 33 4 22 15 9 76 48 72 4 3 1 15 57 
7 27 6 31 5 42 36 49 21 45 23 30 28 12 30 
31 11 44 7 33 4 2 87 59 83 15 8 10 26 68 
23 3 36 1 25 12 6 79 51 75 7 0 2 18 60 
25 5 38 1 27 10 4 81 53 77 9 2 4 20 62 

11 23 29 44 28 23 47 14 39 22 38 30 45 44 45 
6 18 24 39 23 28 42 9 44 27 33 25 40 39 40 
6 18 24 39 23 28 42 9 44 27 33 25 40 39 40 
5 7 13 28 12 39 31 2 55 38 22 14 29 28 29 
50 62 68 83 67 16 86 53 0 17 77 69 84 83 84 
30 42 48 63 47 4 66 33 20 3 57 49 64 63 64 
57 69 75 90 74 23 93 60 7 24 84 76 91 90 91 
35 23 17 2 18 69 1 32 85 68 8 16 1 2 1 
14 26 32 47 31 20 50 17 36 19 41 33 48 47 48 
40 52 58 73 57 6 76 43 10 7 67 59 74 73 74 
23 11 5 10 6 57 13 20 73 56 4 4 11 10 11 
4 16 22 37 21 30 40 7 46 29 31 23 38 37 38 
34 22 16 1 17 68 2 31 84 67 7 15 0 1 0 
26 14 8 7 9 60 10 23 76 59 1 7 8 7 8 
28 16 10 5 11 62 8 25 78 61 1 9 6 5 6 

28 48 40 14 26 19 23 14 37 46 7 13 5 4 32 
23 43 45 9 31 24 28 19 42 41 2 8 0 9 37 
23 43 45 9 31 24 28 19 42 41 2 8 0 9 37 
12 32 56 2 42 35 39 30 53 30 9 3 11 20 48 
67 87 1 53 13 20 16 25 2 85 46 52 44 35 7 
47 67 21 33 7 0 4 5 18 65 26 32 24 15 13 
74 94 6 60 20 27 23 32 9 92 53 59 51 42 14 
18 2 86 32 72 65 69 60 83 0 39 33 41 50 78 
31 51 37 17 23 16 20 11 34 49 10 16 8 1 29 
57 77 11 43 3 10 6 15 8 75 36 42 34 25 3 
6 14 74 20 60 53 57 48 71 12 27 21 29 38 66 
21 41 47 7 33 26 30 21 44 39 0 6 2 11 39 
17 3 85 31 71 64 68 59 82 1 38 32 40 49 77 
9 11 77 23 63 56 60 51 74 9 30 24 32 41 69 
11 9 79 25 65 58 62 53 76 7 32 26 34 43 71 

23 42 48 46 25 49 43 9 4 16 29 36 40 28 10 
28 47 53 51 20 44 48 4 9 21 24 31 45 23 15 
28 47 53 51 20 44 48 4 9 21 24 31 45 23 15 
39 58 64 62 9 33 59 7 20 32 13 20 56 12 26 
16 3 9 7 64 88 4 48 35 23 68 75 1 67 29 
4 23 29 27 44 68 24 28 15 3 48 55 21 47 9 
23 4 2 0 71 95 3 55 42 30 75 82 6 74 36 
69 88 94 92 21 3 89 37 50 62 17 10 86 18 56 
20 39 45 43 28 52 40 12 1 13 32 39 37 31 7 
6 13 19 17 54 78 14 38 25 13 58 65 11 57 19 
57 76 82 80 9 15 77 25 38 50 5 2 74 6 44 
30 49 55 53 18 42 50 2 11 23 22 29 47 21 17 
68 87 93 91 20 4 88 36 49 61 16 9 85 17 55 
60 79 85 83 12 12 80 28 41 53 8 1 77 9 47 
62 81 87 85 14 10 82 30 43 55 10 3 79 11 49 

11 13 6 43 36 18 42 1 5 38 43 50 38 14 5 
16 18 1 48 41 23 37 4 10 43 38 45 33 9 10 
16 18 1 48 41 23 37 4 10 43 38 45 33 9 10 
27 29 10 59 52 34 26 15 21 54 27 34 22 2 21 
28 26 45 4 3 21 81 40 34 1 82 89 77 53 34 
8 6 25 24 17 1 61 20 14 19 62 69 57 33 14 
35 33 52 3 10 28 88 47 41 8 89 96 84 60 41 
57 59 40 89 82 64 4 45 51 84 3 4 8 32 51 
8 10 9 40 33 15 45 4 2 35 46 53 41 17 2 
18 16 35 14 7 11 71 30 24 9 72 79 67 43 24 
45 47 28 77 70 52 8 33 39 72 9 16 4 20 39 
18 20 1 50 43 25 35 6 12 45 36 43 31 7 12 
56 58 39 88 81 63 3 44 50 83 2 5 7 31 50 
48 50 31 80 73 55 5 36 42 75 6 13 1 23 42 
