4 14 

44 54 50 7 
30 40 36 21 
8 2 2 59 
50 60 56 1 

6 7 8 50 
8 21 22 36 
46 59 60 2 
12 1 2 56 

20 11 64 28 
34 3 50 14 
72 41 12 24 
14 17 70 34 

10 7 72 14 
4 7 58 0 
42 45 20 38 
16 13 78 20 

58 57 13 30 
44 43 27 16 
6 5 65 22 
64 63 7 36 

59 19 57 8 
45 33 43 6 
7 71 5 44 
65 13 63 14 

10 4 21 5 
24 18 35 19 
62 56 73 57 
4 2 15 1 

2 29 17 37 
12 15 31 23 
50 23 69 15 
8 35 11 43 

58 71 63 11 
44 57 49 3 
6 19 11 41 
64 77 69 17 

6 3 41 29 
8 17 27 15 
46 55 11 23 
12 3 47 35 

60 11 5 71 
46 3 9 57 
8 41 47 19 
66 17 11 77 

66 24 70 58 
52 10 56 44 
14 28 18 6 
72 30 76 64 

16 68 45 2 
2 54 31 16 
36 16 7 54 
22 74 51 4 

38 51 52 6 
48 61 62 4 
44 57 58 0 
13 0 1 57 

64 33 20 16 
74 43 10 26 
70 39 14 22 
13 18 71 35 

34 37 28 30 
44 47 18 40 
40 43 22 36 
17 14 79 21 

14 13 57 14 
4 3 67 24 
8 7 63 20 
65 64 6 37 

15 63 13 36 
5 73 3 46 
9 69 7 42 
66 12 64 15 

54 48 65 49 
64 58 75 59 
60 54 71 55 
3 3 14 2 

42 15 61 7 
52 25 71 17 
48 21 67 13 
9 36 10 44 

14 27 19 33 
4 17 9 43 
8 21 13 39 
65 78 70 18 

38 47 3 15 
48 57 13 25 
44 53 9 21 
13 4 48 36 

16 33 39 27 
6 43 49 17 
10 39 45 21 
67 18 12 78 

22 20 26 14 
12 30 16 4 
16 26 20 8 
73 31 77 65 

28 24 1 46 
38 14 9 56 
34 18 5 52 
23 75 52 5 

26 5 58 22 
13 18 71 35 
12 19 72 36 
70 39 14 22 

4 1 66 8 
17 14 79 21 
18 15 80 22 
40 43 22 36 

52 51 19 24 
65 64 6 37 
66 65 5 38 
8 7 63 20 

53 25 51 2 
66 12 64 15 
67 11 65 16 
9 69 7 42 

16 10 27 11 
3 3 14 2 
2 4 13 3 
60 54 71 55 

4 23 23 31 
9 36 10 44 
10 37 9 45 
48 21 67 13 

52 65 57 5 
65 78 70 18 
66 79 71 19 
8 21 13 39 

0 9 35 23 
13 4 48 36 
14 5 49 37 
44 53 9 21 

54 5 1 65 
67 18 12 78 
68 19 13 79 
10 39 45 21 

60 18 64 52 
73 31 77 65 
74 32 78 66 
16 26 20 8 

10 62 39 8 
23 75 52 5 
24 76 53 6 
34 18 5 52 

30 27 92 34 
1 4 61 3 
54 57 8 50 
18 21 44 14 

78 77 7 50 
47 46 24 19 
6 7 77 34 
30 29 41 2 

79 1 77 28 
48 30 46 3 
5 83 7 56 
31 47 29 20 

10 16 1 15 
21 15 32 16 
74 68 85 69 
38 32 49 33 

22 49 3 57 
9 18 28 26 
62 35 81 27 
26 1 45 9 

78 91 83 31 
47 60 52 0 
6 7 1 53 
30 43 35 17 

26 17 61 49 
5 14 30 18 
58 67 23 35 
22 31 13 1 

80 31 25 91 
49 0 6 60 
4 53 59 7 
32 17 23 43 

86 44 90 78 
55 13 59 47 
2 40 6 6 
38 4 42 30 

36 88 65 18 
5 57 34 13 
48 4 19 66 
12 40 17 30 

48 47 23 20 
51 50 20 23 
14 15 85 42 
44 43 27 16 

49 29 47 2 
52 26 50 1 
13 91 15 64 
45 33 43 6 

20 14 31 15 
17 11 28 12 
82 76 93 77 
24 18 35 19 

8 19 27 27 
5 22 24 30 
70 43 89 35 
12 15 31 23 

48 61 53 1 
51 64 56 4 
14 1 9 61 
44 57 49 3 

4 13 31 19 
1 10 34 22 
66 75 31 43 
8 17 27 15 

50 1 5 61 
53 4 2 64 
12 61 67 1 
46 3 9 57 

56 14 60 48 
59 17 63 51 
6 48 2 14 
52 10 56 44 

6 58 35 12 
9 61 38 9 
56 4 27 74 
2 54 31 16 

1 77 1 50 
2 76 0 49 
72 6 70 21 
29 49 27 22 

68 62 79 63 
67 61 78 62 
3 9 8 8 
40 34 51 35 

56 29 75 21 
55 28 74 20 
15 42 4 50 
28 1 47 7 

0 13 5 47 
1 14 6 46 
71 84 76 24 
28 41 33 19 

52 61 17 29 
51 60 16 28 
19 10 54 42 
24 33 11 1 

2 47 53 13 
3 46 52 14 
73 24 18 84 
30 19 25 41 

8 34 12 0 
9 33 13 1 
79 37 83 71 
36 6 40 28 

42 10 13 60 
41 11 12 59 
29 81 58 11 
14 38 15 32 

69 63 80 64 
9 15 2 14 
67 61 78 62 
18 12 29 13 

57 30 76 22 
21 48 2 56 
55 28 74 20 
6 21 25 29 

1 12 4 48 
77 90 82 30 
1 14 6 46 
50 63 55 3 

53 62 18 30 
25 16 60 48 
51 60 16 28 
2 11 33 21 

1 48 54 12 
79 30 24 90 
3 46 52 14 
52 3 3 63 

7 35 11 1 
85 43 89 77 
9 33 13 1 
58 16 62 50 

43 9 14 61 
35 87 64 17 
41 11 12 59 
8 60 37 10 

12 39 7 47 
6 33 13 41 
23 50 4 58 
7 34 12 42 

68 81 73 21 
62 75 67 15 
79 92 84 32 
63 76 68 16 

16 7 51 39 
10 1 45 33 
27 18 62 50 
11 2 46 34 

70 21 15 81 
64 15 9 75 
81 32 26 92 
65 16 10 76 

76 34 80 68 
70 28 74 62 
87 45 91 79 
71 29 75 63 

26 78 55 8 
20 72 49 2 
37 89 66 19 
21 73 50 3 

56 69 61 9 
29 42 34 18 
75 88 80 28 
21 34 26 26 

4 5 39 27 
23 32 12 0 
23 14 58 46 
31 40 4 8 

58 9 3 69 
31 18 24 42 
77 28 22 88 
23 26 32 34 

64 22 68 56 
37 5 41 29 
83 41 87 75 
29 13 33 21 

14 66 43 4 
13 39 16 31 
33 85 62 15 
21 31 8 39 

52 61 17 29 
65 74 30 42 
57 66 22 34 
5 14 30 18 

2 47 53 13 
11 60 66 0 
3 52 58 8 
49 0 6 60 

8 34 12 0 
5 47 1 13 
3 39 7 5 
55 13 59 47 

42 10 13 60 
55 3 26 73 
