20 3 

22 10 23 1 12 28 58 2 57 52 65 14 33 7 34 49 36 25 62 28 
43 11 44 22 9 49 79 23 78 73 86 7 54 28 55 70 57 46 83 49 
18 50 17 39 52 12 18 38 17 12 25 54 7 33 6 9 4 15 22 12 
29 61 28 50 63 23 7 49 6 1 14 65 18 44 17 2 15 26 11 23 
43 11 44 22 9 49 79 23 78 73 86 7 54 28 55 70 57 46 83 49 
41 9 42 20 7 47 77 21 76 71 84 5 52 26 53 68 55 44 81 47 
20 12 21 1 14 26 56 0 55 50 63 16 31 5 32 47 34 23 60 26 
9 41 8 30 43 3 27 29 26 21 34 45 2 24 3 18 5 6 31 3 
25 7 26 4 9 31 61 5 60 55 68 11 36 10 37 52 39 28 65 31 
43 75 42 64 77 37 7 63 8 13 0 79 32 58 31 16 29 40 3 37 
31 63 30 52 65 25 5 51 4 1 12 67 20 46 19 4 17 28 9 25 
35 67 34 56 69 29 1 55 0 5 8 71 24 50 23 8 21 32 5 29 
39 7 40 18 5 45 75 19 74 69 82 3 50 24 51 66 53 42 79 45 
6 26 7 15 28 12 42 14 41 36 49 30 17 9 18 33 20 9 46 12 
33 1 34 12 1 39 69 13 68 63 76 3 44 18 45 60 47 36 73 39 
7 25 8 14 27 13 43 13 42 37 50 29 18 8 19 34 21 10 47 13 
5 37 4 26 39 1 31 25 30 25 38 41 6 20 7 22 9 2 35 1 
10 42 9 31 44 4 26 30 25 20 33 46 1 25 2 17 4 7 30 4 
27 5 28 6 7 33 63 7 62 57 70 9 38 12 39 54 41 30 67 33 
5 27 6 16 29 11 41 15 40 35 48 31 16 10 17 32 19 8 45 11 

43 24 61 61 17 0 13 34 54 19 58 61 19 47 34 35 61 41 53 25 
64 3 82 82 38 21 8 13 75 40 79 82 2 68 13 56 82 62 74 46 
3 64 21 21 23 40 53 74 14 21 18 21 59 7 74 5 21 1 13 15 
8 75 10 10 34 51 64 85 3 32 7 10 70 4 85 16 10 10 2 26 
64 3 82 82 38 21 8 13 75 40 79 82 2 68 13 56 82 62 74 46 
62 5 80 80 36 19 6 15 73 38 77 80 0 66 15 54 80 60 72 44 
41 26 59 59 15 2 15 36 52 17 56 59 21 45 36 33 59 39 51 23 
12 55 30 30 14 31 44 65 23 12 27 30 50 16 65 4 30 10 22 6 
46 21 64 64 20 3 10 31 57 22 61 64 16 50 31 38 64 44 56 28 
22 89 4 4 48 65 78 99 11 46 7 4 84 18 99 30 4 24 12 40 
10 77 8 8 36 53 66 87 1 34 5 8 72 6 87 18 8 12 0 28 
14 81 4 4 40 57 70 91 3 38 1 4 76 10 91 22 4 16 4 32 
60 7 78 78 34 17 4 17 71 36 75 78 2 64 17 52 78 58 70 42 
27 40 45 45 1 16 29 50 38 3 42 45 35 31 50 19 45 25 37 9 
54 13 72 72 28 11 2 23 65 30 69 72 8 58 23 46 72 52 64 36 
28 39 46 46 2 15 28 49 39 4 43 46 34 32 49 20 46 26 38 10 
16 51 34 34 10 27 40 61 27 8 31 34 46 20 61 8 34 14 26 2 
11 56 29 29 15 32 45 66 22 13 26 29 51 15 66 3 29 9 21 7 
48 19 66 66 22 5 8 29 59 24 63 66 14 52 29 40 66 46 58 30 
26 41 44 44 0 17 30 51 37 2 41 44 36 30 51 18 44 24 36 8 

21 46 39 39 5 22 35 56 32 3 36 39 41 25 56 13 39 19 31 3 
53 14 71 71 27 10 3 24 64 29 68 71 9 57 24 45 71 51 63 35 
20 47 38 38 6 23 36 57 31 4 35 38 42 24 57 12 38 18 30 2 
42 25 60 60 16 1 14 35 53 18 57 60 20 46 35 34 60 40 52 24 
55 12 73 73 29 12 1 22 66 31 70 73 7 59 22 47 73 53 65 37 
15 52 33 33 11 28 41 62 26 9 30 33 47 19 62 7 33 13 25 3 
15 82 3 3 41 58 71 92 4 39 0 3 77 11 92 23 3 17 5 33 
41 26 59 59 15 2 15 36 52 17 56 59 21 45 36 33 59 39 51 23 
14 81 4 4 40 57 70 91 3 38 1 4 76 10 91 22 4 16 4 32 
9 76 9 9 35 52 65 86 2 33 6 9 71 5 86 17 9 11 1 27 
22 89 4 4 48 65 78 99 11 46 7 4 84 18 99 30 4 24 12 40 
57 10 75 75 31 14 1 20 68 33 72 75 5 61 20 49 75 55 67 39 
10 57 28 28 16 33 46 67 21 14 25 28 52 14 67 2 28 8 20 8 
36 31 54 54 10 7 20 41 47 12 51 54 26 40 41 28 54 34 46 18 
9 58 27 27 17 34 47 68 20 15 24 27 53 13 68 1 27 7 19 9 
6 73 12 12 32 49 62 83 5 30 9 12 68 2 83 14 12 8 4 24 
7 60 25 25 19 36 49 70 18 17 22 25 55 11 70 1 25 5 17 11 
18 49 36 36 8 25 38 59 29 6 33 36 44 22 59 10 36 16 28 0 
19 86 1 1 45 62 75 96 8 43 4 1 81 15 96 27 1 21 9 37 
15 52 33 33 11 28 41 62 26 9 30 33 47 19 62 7 33 13 25 3 

