7 13 

84 91 66 84 53 1 68 
41 48 23 41 10 42 25 
3 4 21 3 34 86 19 
67 74 49 67 36 16 51 
25 32 7 25 6 58 9 
34 41 16 34 3 49 18 
3 4 21 3 34 86 19 

92 82 1 41 57 55 10 
49 39 44 2 14 12 33 
5 5 88 46 30 32 77 
75 65 18 24 40 38 7 
33 23 60 18 2 4 49 
42 32 51 9 7 5 40 
5 5 88 46 30 32 77 

35 55 67 15 26 84 77 
8 12 24 28 17 41 34 
52 32 20 72 61 3 10 
18 38 50 2 9 67 60 
24 4 8 44 33 25 18 
15 5 17 35 24 34 27 
52 32 20 72 61 3 10 

27 31 17 8 2 93 75 
16 12 26 35 41 50 32 
60 56 70 79 85 6 12 
10 14 0 9 15 76 58 
32 28 42 51 57 34 16 
23 19 33 42 48 43 25 
60 56 70 79 85 6 12 

77 51 39 51 76 38 72 
34 8 4 8 33 5 29 
10 36 48 36 11 49 15 
60 34 22 34 59 21 55 
18 8 20 8 17 21 13 
27 1 11 1 26 12 22 
10 36 48 36 11 49 15 

2 64 60 83 95 20 62 
45 21 17 40 52 23 19 
89 23 27 4 8 67 25 
19 47 43 66 78 3 45 
61 5 1 24 36 39 3 
52 14 10 33 45 30 12 
89 23 27 4 8 67 25 

9 26 73 65 1 23 28 
34 17 30 22 44 20 15 
78 61 14 22 88 64 59 
8 9 56 48 18 6 11 
50 33 14 6 60 36 31 
41 24 23 15 51 27 22 
78 61 14 22 88 64 59 

56 41 30 68 25 53 10 
13 2 13 25 18 10 33 
31 46 57 19 62 34 77 
39 24 13 51 8 36 7 
3 18 29 9 34 6 49 
6 9 20 18 25 3 40 
31 46 57 19 62 34 77 

65 32 27 56 0 56 75 
22 11 16 13 43 13 32 
22 55 60 31 87 31 12 
48 15 10 39 17 39 58 
6 27 32 3 59 3 16 
15 18 23 6 50 6 25 
22 55 60 31 87 31 12 

55 82 78 4 57 8 84 
12 39 35 39 14 35 41 
32 5 9 83 30 79 3 
38 65 61 13 40 9 67 
4 23 19 55 2 51 25 
5 32 28 46 7 42 34 
32 5 9 83 30 79 3 

91 41 73 8 49 41 61 
48 2 30 35 6 2 18 
4 46 14 79 38 46 26 
74 24 56 9 32 24 44 
32 18 14 51 10 18 2 
41 9 23 42 1 9 11 
4 46 14 79 38 46 26 

51 1 52 31 52 87 37 
8 44 9 12 9 44 6 
36 88 35 56 35 0 50 
34 18 35 14 35 70 20 
8 60 7 28 7 28 22 
1 51 2 19 2 37 13 
36 88 35 56 35 0 50 

8 2 85 43 27 29 74 
1 9 92 50 34 36 81 
26 16 67 25 9 11 56 
8 2 85 43 27 29 74 
39 29 54 12 4 2 43 
91 81 2 40 56 54 9 
24 14 69 27 11 13 58 

49 29 17 69 58 0 7 
56 36 24 76 65 7 14 
31 11 1 51 40 18 11 
49 29 17 69 58 0 7 
18 2 14 38 27 31 24 
34 54 66 14 25 83 76 
33 13 1 53 42 16 9 

57 53 67 76 82 9 9 
64 60 74 83 89 2 16 
39 35 49 58 64 27 9 
57 53 67 76 82 9 9 
26 22 36 45 51 40 22 
26 30 16 7 1 92 74 
41 37 51 60 66 25 7 

7 33 45 33 8 46 12 
14 40 52 40 15 53 19 
11 15 27 15 10 28 6 
7 33 45 33 8 46 12 
24 2 14 2 23 15 19 
76 50 38 50 75 37 71 
9 17 29 17 8 30 4 

86 20 24 1 11 64 22 
93 27 31 8 4 71 29 
68 2 6 17 29 46 4 
86 20 24 1 11 64 22 
55 11 7 30 42 33 9 
3 63 59 82 94 19 61 
70 4 8 15 27 48 6 

75 58 11 19 85 61 56 
82 65 18 26 92 68 63 
57 40 7 1 67 43 38 
75 58 11 19 85 61 56 
44 27 20 12 54 30 25 
8 25 72 64 2 22 27 
59 42 5 3 69 45 40 

28 43 54 16 59 31 74 
35 50 61 23 66 38 81 
10 25 36 2 41 13 56 
28 43 54 16 59 31 74 
3 12 23 15 28 0 43 
55 40 29 67 24 52 9 
12 27 38 0 43 15 58 

19 52 57 28 84 28 9 
26 59 64 35 91 35 16 
1 34 39 10 66 10 9 
19 52 57 28 84 28 9 
12 21 26 3 53 3 22 
64 31 26 55 1 55 74 
3 36 41 12 68 12 7 

29 2 6 80 27 76 0 
36 9 13 87 34 83 7 
11 16 12 62 9 58 18 
29 2 6 80 27 76 0 
2 29 25 49 4 45 31 
54 81 77 3 56 7 83 
13 14 10 64 11 60 16 

7 43 11 76 35 43 23 
0 50 18 83 42 50 30 
25 25 7 58 17 25 5 
7 43 11 76 35 43 23 
38 12 20 45 4 12 8 
90 40 72 7 48 40 60 
23 27 5 60 19 27 7 

33 85 32 53 32 3 47 
40 92 39 60 39 4 54 
15 67 14 35 14 21 29 
33 85 32 53 32 3 47 
2 54 1 22 1 34 16 
50 2 51 30 51 86 36 
17 69 16 37 16 19 31 

57 37 25 77 66 8 15 
47 27 15 67 56 2 5 
36 56 68 16 27 85 78 
6 14 26 26 15 43 36 
22 2 10 42 31 27 20 
20 0 12 40 29 29 22 
25 45 57 5 16 74 67 

65 61 75 84 90 1 17 
55 51 65 74 80 11 7 
28 32 18 9 3 94 76 
14 10 24 33 39 52 34 
30 26 40 49 55 36 18 
28 24 38 47 53 38 20 
17 21 7 2 8 83 65 

15 41 53 41 16 54 20 
