5 5 

29 26 3 17 26 
57 2 25 45 2 
19 36 13 7 36 
22 77 54 34 77 
15 70 47 27 70 

27 17 11 38 11 
55 11 17 10 17 
17 27 21 48 21 
24 68 62 89 62 
17 61 55 82 55 

39 14 22 18 21 
11 14 50 10 7 
49 24 12 28 31 
90 65 29 69 72 
83 58 22 62 65 

0 51 38 24 38 
28 79 10 4 66 
10 41 48 34 28 
51 0 89 75 13 
44 7 82 68 6 

2 46 40 67 40 
53 9 15 12 15 
30 14 8 35 8 
10 34 28 55 28 
53 9 15 12 15 

68 43 7 47 50 
13 12 48 8 5 
36 11 25 15 18 
56 31 5 35 38 
13 12 48 8 5 

29 22 67 53 9 
26 77 12 2 64 
3 54 35 21 41 
17 34 55 41 21 
26 77 12 2 64 

66 41 5 45 48 
22 3 39 1 4 
28 3 33 7 10 
1 24 60 20 17 
28 3 33 7 10 

27 24 65 51 11 
17 68 21 7 55 
11 62 27 13 49 
38 89 0 14 76 
11 62 27 13 49 

39 90 1 15 77 
14 65 24 10 52 
22 29 60 46 16 
18 69 20 6 56 
21 72 17 3 59 

