13 12 

13 18 75 6 40 81 0 27 49 15 44 18 75 
0 31 88 19 53 94 13 40 62 28 57 31 88 
61 30 27 42 8 33 48 21 1 33 4 30 27 
86 55 2 67 33 8 73 46 24 58 29 55 2 
70 39 18 51 17 24 57 30 8 42 13 39 18 
20 11 68 1 33 74 7 20 42 8 37 11 68 
5 26 83 14 48 89 8 35 57 23 52 26 83 
31 0 57 12 22 63 18 9 31 3 26 0 57 
28 3 60 9 25 66 15 12 34 0 29 3 60 
77 46 11 58 24 17 64 37 15 49 20 46 11 
33 2 55 14 20 61 20 7 29 5 24 2 55 
61 30 27 42 8 33 48 21 1 33 4 30 27 
53 22 35 34 0 41 40 13 9 25 4 22 35 

47 74 49 2 73 24 7 4 61 81 85 84 24 
60 87 62 11 86 37 6 17 74 94 98 97 37 
1 26 1 50 25 24 55 44 13 33 37 36 24 
26 1 24 75 0 49 80 69 12 8 12 11 49 
10 17 8 59 16 33 64 53 4 24 28 27 33 
40 67 42 9 66 17 14 3 54 74 78 77 17 
55 82 57 6 81 32 1 12 69 89 93 92 32 
29 56 31 20 55 6 25 14 43 63 67 66 6 
32 59 34 17 58 9 22 11 46 66 70 69 9 
17 10 15 66 9 40 71 60 3 17 21 20 40 
27 54 29 22 53 4 27 16 41 61 65 64 4 
1 26 1 50 25 24 55 44 13 33 37 36 24 
7 34 9 42 33 16 47 36 21 41 45 44 16 

75 63 57 38 37 63 84 28 44 78 11 30 84 
88 76 70 51 50 76 97 41 57 91 24 43 97 
27 15 9 10 11 15 36 20 4 30 37 18 36 
2 10 16 35 36 10 11 45 29 5 62 43 11 
18 6 0 19 20 6 27 29 13 21 46 27 27 
68 56 50 31 30 56 77 21 37 71 4 23 77 
83 71 65 46 45 71 92 36 52 86 19 38 92 
57 45 39 20 19 45 66 10 26 60 7 12 66 
60 48 42 23 22 48 69 13 29 63 4 15 69 
11 1 7 26 27 1 20 36 20 14 53 34 20 
55 43 37 18 17 43 64 8 24 58 9 10 64 
27 15 9 10 11 15 36 20 4 30 37 18 36 
35 23 17 2 3 23 44 12 4 38 29 10 44 

5 23 7 56 47 82 43 55 6 75 48 19 46 
18 36 6 69 60 95 56 68 19 88 61 32 59 
43 25 55 8 1 34 5 7 42 27 0 29 2 
68 50 80 17 26 9 30 18 67 2 25 54 27 
52 34 64 1 10 25 14 2 51 18 9 38 11 
2 16 14 49 40 75 36 48 1 68 41 12 39 
13 31 1 64 55 90 51 63 14 83 56 27 54 
13 5 25 38 29 64 25 37 12 57 30 1 28 
10 8 22 41 32 67 28 40 9 60 33 4 31 
59 41 71 8 17 18 21 9 58 11 16 45 18 
15 3 27 36 27 62 23 35 14 55 28 1 26 
43 25 55 8 1 34 5 7 42 27 0 29 2 
35 17 47 16 7 42 3 15 34 35 8 21 6 

40 53 30 4 21 82 7 25 31 84 76 61 28 
53 66 43 9 34 95 20 38 44 97 89 74 41 
8 5 18 52 27 34 41 23 17 36 28 13 20 
33 20 43 77 52 9 66 48 42 11 3 12 45 
17 4 27 61 36 25 50 32 26 27 19 4 29 
33 46 23 11 14 75 0 18 24 77 69 54 21 
48 61 38 4 29 90 15 33 39 92 84 69 36 
22 35 12 22 3 64 11 7 13 66 58 43 10 
25 38 15 19 6 67 8 10 16 69 61 46 13 
24 11 34 68 43 18 57 39 33 20 12 3 36 
20 33 10 24 1 62 13 5 11 64 56 41 8 
8 5 18 52 27 34 41 23 17 36 28 13 20 
0 13 10 44 19 42 33 15 9 44 36 21 12 

31 75 17 55 59 72 52 54 49 26 14 28 73 
44 88 30 68 72 85 65 67 62 39 27 41 86 
17 27 31 7 11 24 4 6 1 22 34 20 25 
42 2 56 18 14 1 21 19 24 47 59 45 0 
26 18 40 2 2 15 5 3 8 31 43 29 16 
24 68 10 48 52 65 45 47 42 19 7 21 66 
39 83 25 63 67 80 60 62 57 34 22 36 81 
13 57 1 37 41 54 34 36 31 8 4 10 55 
16 60 2 40 44 57 37 39 34 11 1 13 58 
33 11 47 9 5 8 12 10 15 38 50 36 9 
11 55 3 35 39 52 32 34 29 6 6 8 53 
17 27 31 7 11 24 4 6 1 22 34 20 25 
9 35 23 15 19 32 12 14 9 14 26 12 33 

57 57 48 20 22 57 67 82 33 72 40 13 63 
70 70 61 33 35 70 80 95 46 85 53 26 76 
9 9 0 28 26 9 19 34 15 24 8 35 15 
16 16 25 53 51 16 6 9 40 1 33 60 10 
0 0 9 37 35 0 10 25 24 15 17 44 6 
50 50 41 13 15 50 60 75 26 65 33 6 56 
65 65 56 28 30 65 75 90 41 80 48 21 71 
39 39 30 2 4 39 49 64 15 54 22 5 45 
42 42 33 5 7 42 52 67 18 57 25 2 48 
7 7 16 44 42 7 3 18 31 8 24 51 1 
37 37 28 0 2 37 47 62 13 52 20 7 43 
9 9 0 28 26 9 19 34 15 24 8 35 15 
17 17 8 20 18 17 27 42 7 32 0 27 23 

46 3 53 18 8 74 49 33 60 71 22 40 77 
59 10 66 31 5 87 62 46 73 84 35 53 90 
2 51 5 30 56 26 1 15 12 23 26 8 29 
27 76 20 55 81 1 24 40 13 2 51 33 4 
11 60 4 39 65 17 8 24 3 14 35 17 20 
39 10 46 11 15 67 42 26 53 64 15 33 70 
54 5 61 26 0 82 57 41 68 79 30 48 85 
28 21 35 0 26 56 31 15 42 53 4 22 59 
31 18 38 3 23 59 34 18 45 56 7 25 62 
18 67 11 46 72 10 15 31 4 7 42 24 13 
26 23 33 2 28 54 29 13 40 51 2 20 57 
2 51 5 30 56 26 1 15 12 23 26 8 29 
6 43 13 22 48 34 9 7 20 31 18 0 37 

19 21 11 30 63 81 50 11 86 62 1 15 58 
32 34 2 43 76 94 63 24 99 75 12 28 71 
29 27 59 18 15 33 2 37 38 14 49 33 10 
54 52 84 43 10 8 23 62 13 11 74 58 15 
38 36 68 27 6 24 7 46 29 5 58 42 1 
12 14 18 23 56 74 43 4 79 55 8 8 51 
27 29 3 38 71 89 58 19 94 70 7 23 66 
1 3 29 12 45 63 32 7 68 44 19 3 40 
4 6 26 15 48 66 35 4 71 47 16 0 43 
45 43 75 34 1 17 14 53 22 2 65 49 6 
1 1 31 10 43 61 30 9 66 42 21 5 38 
29 27 59 18 15 33 2 37 38 14 49 33 10 
21 19 51 10 23 41 10 29 46 22 41 25 18 

69 5 8 79 39 30 6 33 16 67 53 80 78 
82 8 21 92 52 43 7 46 29 80 66 93 91 
21 53 40 31 9 18 54 15 32 19 5 32 30 
4 78 65 6 34 43 79 40 57 6 20 7 5 
12 62 49 22 18 27 63 24 41 10 4 23 21 
62 12 1 72 32 23 13 26 9 60 46 73 71 
77 3 16 87 47 38 2 41 24 75 61 88 86 
51 23 10 61 21 12 24 15 2 49 35 62 60 
54 20 7 64 24 15 21 18 1 52 38 65 63 
5 69 56 15 25 34 70 31 48 3 11 16 14 
49 25 12 59 19 10 26 13 4 47 33 60 58 
21 53 40 31 9 18 54 15 32 19 5 32 30 
29 45 32 39 1 10 46 7 24 27 13 40 38 

10 57 21 37 36 20 12 73 6 56 13 41 8 
23 70 34 50 49 33 1 86 7 69 0 54 21 
38 9 27 11 12 28 60 25 54 8 61 7 40 
63 16 52 36 37 53 85 0 79 17 86 32 65 
