3 8 

11 44 13 
95 40 97 
89 34 91 

33 5 3 
51 79 87 
45 73 81 

23 74 42 
61 10 42 
55 4 36 

25 50 14 
59 34 98 
53 28 92 

66 58 75 
18 26 9 
12 20 3 

9 8 37 
93 92 47 
87 86 41 

12 2 38 
96 82 46 
90 76 40 

44 16 8 
11 39 47 
46 18 10 

34 85 53 
21 30 2 
36 87 55 

36 61 3 
19 6 58 
38 63 1 

77 69 86 
22 14 31 
79 71 88 

2 3 48 
53 52 7 
4 5 50 

1 13 49 
56 42 6 
1 15 51 

10 41 9 
18 69 37 
26 77 45 

8 17 47 
20 45 19 
28 53 11 

33 25 42 
61 53 70 
69 61 78 

42 41 4 
14 13 32 
6 5 40 

45 31 5 
17 3 33 
9 5 41 

2 27 37 
49 24 88 
17 8 56 

43 35 52 
8 16 1 
24 16 33 

32 31 14 
83 82 37 
51 50 5 

35 21 15 
86 72 36 
54 40 4 

41 33 50 
16 8 25 
80 72 89 

34 33 12 
59 58 13 
5 6 51 

37 23 13 
62 48 12 
2 16 52 

75 74 29 
67 66 21 
84 83 38 

78 64 28 
70 56 20 
87 73 37 

3 11 47 
4 10 46 
49 35 1 

