17 16 

17 6 57 0 34 1 0 23 25 58 58 28 45 5 3 37 58 
69 58 5 52 18 51 52 75 77 6 6 80 7 47 49 15 6 
77 66 3 60 26 59 60 83 85 2 2 88 15 55 57 23 2 
30 19 44 13 21 12 13 36 38 45 45 41 32 8 10 24 45 
8 3 66 9 43 10 9 14 16 67 67 19 54 14 12 46 67 
78 67 4 61 27 60 61 84 86 3 3 89 16 56 58 24 3 
69 58 5 52 18 51 52 75 77 6 6 80 7 47 49 15 6 
14 3 60 3 37 4 3 20 22 61 61 25 48 8 6 40 61 
75 64 1 58 24 57 58 81 83 0 0 86 13 53 55 21 0 
13 24 87 30 64 31 30 7 5 88 88 2 75 35 33 67 88 
50 39 24 33 1 32 33 56 58 25 25 61 12 28 30 4 25 
9 20 83 26 60 27 26 3 1 84 84 2 71 31 29 63 84 
3 14 77 20 54 21 20 3 5 78 78 8 65 25 23 57 78 
33 22 41 16 18 15 16 39 41 42 42 44 29 11 13 21 42 
50 39 24 33 1 32 33 56 58 25 25 61 12 28 30 4 25 
3 8 71 14 48 15 14 9 11 72 72 14 59 19 17 51 72 
47 36 27 30 4 29 30 53 55 28 28 58 15 25 27 7 28 

52 18 57 38 21 27 23 54 18 58 12 28 64 17 3 61 7 
0 70 5 14 73 79 75 2 34 6 40 24 12 35 49 9 59 
8 78 3 22 81 87 83 6 42 2 48 32 4 43 57 1 67 
39 31 44 25 34 40 36 41 5 45 1 15 51 4 10 48 20 
61 9 66 47 12 18 14 63 27 67 21 37 73 26 12 70 2 
9 79 4 23 82 88 84 7 43 3 49 33 3 44 58 0 68 
0 70 5 14 73 79 75 2 34 6 40 24 12 35 49 9 59 
55 15 60 41 18 24 20 57 21 61 15 31 67 20 6 64 4 
6 76 1 20 79 85 81 4 40 0 46 30 6 41 55 3 65 
82 12 87 68 9 3 7 84 48 88 42 58 94 47 33 91 23 
19 51 24 5 54 60 56 21 15 25 21 5 31 16 30 28 40 
78 8 83 64 5 1 3 80 44 84 38 54 90 43 29 87 19 
72 2 77 58 1 7 3 74 38 78 32 48 84 37 23 81 13 
36 34 41 22 37 43 39 38 2 42 4 12 48 1 13 45 23 
19 51 24 5 54 60 56 21 15 25 21 5 31 16 30 28 40 
66 4 71 52 7 13 9 68 32 72 26 42 78 31 17 75 7 
22 48 27 8 51 57 53 24 12 28 18 2 34 13 27 31 37 

22 17 41 32 17 51 10 42 17 48 67 30 19 27 12 10 40 
74 35 11 20 69 1 62 10 35 4 15 82 33 79 40 62 12 
82 43 19 28 77 9 70 18 43 12 7 90 41 87 48 70 20 
35 4 28 19 30 38 23 29 4 35 54 43 6 40 1 23 27 
13 26 50 41 8 60 1 51 26 57 76 21 28 18 21 1 49 
83 44 20 29 78 10 71 19 44 13 6 91 42 88 49 71 21 
