9 11 

6 50 2 42 27 44 40 10 36 
11 67 15 59 44 61 57 27 53 
66 10 62 18 33 16 20 50 24 
23 33 19 25 10 27 23 7 19 
11 45 7 37 22 39 35 5 31 
53 3 49 5 20 3 7 37 11 
21 77 25 69 54 71 67 37 63 
4 60 8 52 37 54 50 20 46 
18 38 14 30 15 32 28 2 24 

68 19 32 12 2 47 43 3 16 
85 2 49 5 15 64 60 14 1 
8 79 28 72 62 13 17 63 76 
51 36 15 29 19 30 26 20 33 
63 24 27 17 7 42 38 8 21 
21 66 15 59 49 0 4 50 63 
95 8 59 15 25 74 70 24 11 
78 9 42 2 8 57 53 7 6 
56 31 20 24 14 35 31 15 28 

22 6 37 27 18 65 6 2 25 
39 23 54 10 35 82 23 19 8 
38 54 23 87 42 5 54 58 85 
5 11 20 44 1 48 11 15 42 
17 1 32 32 13 60 1 3 30 
25 41 10 74 29 18 41 45 72 
49 33 64 0 45 92 33 29 2 
32 16 47 17 28 75 16 12 15 
10 6 25 39 6 53 6 10 37 

67 45 20 14 56 5 68 5 14 
84 62 3 3 73 22 85 12 3 
7 15 80 74 4 55 8 65 74 
50 28 37 31 39 12 51 22 31 
62 40 25 19 51 0 63 10 19 
20 2 67 61 9 42 21 52 61 
94 72 7 13 83 32 95 22 13 
77 55 10 4 66 15 78 5 4 
55 33 32 26 44 7 56 17 26 

45 67 54 31 30 9 38 21 59 
62 84 71 48 13 8 55 4 76 
15 7 6 29 90 69 22 81 1 
28 50 37 14 47 26 21 38 42 
40 62 49 26 35 14 33 26 54 
2 20 7 16 77 56 9 68 12 
72 94 81 58 3 18 65 6 86 
55 77 64 41 20 1 48 11 69 
33 55 42 19 42 21 26 33 47 

27 21 59 52 40 17 28 23 16 
44 38 76 69 57 34 45 40 33 
33 39 1 8 20 43 32 37 44 
10 4 42 35 23 0 11 6 1 
22 16 54 47 35 12 23 18 11 
20 26 12 5 7 30 19 24 31 
54 48 86 79 67 44 55 50 43 
37 31 69 62 50 27 38 33 26 
15 9 47 40 28 5 16 11 4 

22 38 32 47 11 8 38 22 9 
39 55 49 64 6 9 55 5 8 
38 22 28 13 71 68 22 82 69 
5 21 15 30 28 25 21 39 26 
17 33 27 42 16 13 33 27 14 
25 9 15 0 58 55 9 69 56 
49 65 59 74 16 19 65 5 18 
32 48 42 57 1 2 48 12 1 
10 26 20 35 23 20 26 34 21 

23 51 28 2 67 41 30 35 15 
6 68 11 15 84 58 47 52 2 
83 9 88 62 7 19 30 25 75 
40 34 45 19 50 24 13 18 32 
28 46 33 7 62 36 25 30 20 
70 4 75 49 20 6 17 12 62 
4 78 1 25 94 68 57 62 12 
13 61 18 8 77 51 40 45 5 
35 39 40 14 55 29 18 23 27 

16 29 66 22 12 17 26 5 58 
1 12 83 5 29 0 9 12 75 
76 89 6 82 48 77 86 65 2 
33 46 49 39 5 34 43 22 41 
21 34 61 27 7 22 31 10 53 
63 76 19 69 35 64 73 52 11 
11 2 93 5 39 10 1 22 85 
6 19 76 12 22 7 16 5 68 
28 41 54 34 0 29 38 17 46 

28 2 32 8 5 30 29 22 31 
11 15 49 9 22 13 12 39 48 
88 62 28 68 55 90 89 38 29 
45 19 15 25 12 47 46 5 14 
33 7 27 13 0 35 34 17 26 
75 49 15 55 42 77 76 25 16 
1 25 59 19 32 3 2 49 58 
18 8 42 2 15 20 19 32 41 
40 14 20 20 7 42 41 10 19 

74 13 38 6 4 53 49 3 10 
18 69 18 62 52 3 7 53 66 
