4 7 

40 6 45 56 
41 7 46 57 
41 7 46 57 
23 57 18 7 

39 91 71 56 
40 92 72 57 
40 92 72 57 
24 28 8 7 

21 0 86 25 
22 1 87 26 
22 1 87 26 
42 63 23 38 

85 16 2 40 
86 17 1 41 
86 17 1 41 
22 47 65 23 

43 33 95 66 
44 34 96 67 
44 34 96 67 
20 30 32 3 

87 82 85 85 
88 83 86 86 
88 83 86 86 
24 19 22 22 

1 51 31 16 
33 85 65 50 
6 46 26 11 
17 35 15 0 

19 40 46 15 
15 6 80 19 
24 45 41 20 
35 56 30 31 

45 24 42 0 
79 10 8 34 
40 29 47 5 
29 40 58 16 

3 7 55 26 
37 27 89 60 
2 12 50 21 
13 23 39 10 

47 42 45 45 
81 76 79 79 
42 37 40 40 
31 26 29 29 

18 39 47 14 
70 91 5 66 
50 71 15 46 
35 56 30 31 

46 23 41 1 
6 75 93 51 
14 55 73 31 
29 40 58 16 

4 6 56 27 
48 58 4 25 
28 38 24 5 
13 23 39 10 

48 43 46 46 
4 9 6 6 
16 11 14 14 
31 26 29 29 

64 5 23 19 
85 16 2 40 
1 70 88 46 
60 9 27 15 

22 12 74 45 
43 33 95 66 
43 53 9 20 
18 8 70 41 

66 61 64 64 
87 82 85 85 
1 4 1 1 
62 57 60 60 

42 52 10 19 
27 17 79 50 
45 35 97 68 
3 7 55 26 

2 3 0 0 
71 66 69 69 
89 84 87 87 
47 42 45 45 

44 39 42 42 
54 49 52 52 
8 13 10 10 
21 16 19 19 

