10 13 

40 52 13 23 6 19 28 6 35 25 
68 80 41 5 34 47 0 34 7 3 
0 12 27 63 34 21 68 34 75 65 
67 79 40 4 33 46 1 33 8 2 
78 90 51 15 44 57 10 44 3 13 
73 85 46 10 39 52 5 39 2 8 
52 64 25 11 18 31 16 18 23 13 
55 67 28 8 21 34 13 21 20 10 
1 13 26 62 33 20 67 33 74 64 
77 89 50 14 43 56 9 43 2 12 

23 8 54 14 33 3 31 46 28 30 
51 20 82 42 5 31 59 74 56 2 
17 48 14 26 73 37 9 6 12 70 
50 19 81 41 6 30 58 73 55 3 
61 30 92 52 5 41 69 84 66 8 
56 25 87 47 0 36 64 79 61 3 
35 4 66 26 21 15 43 58 40 18 
38 7 69 29 18 18 46 61 43 15 
16 47 15 25 72 36 8 7 11 69 
60 29 91 51 4 40 68 83 65 7 

22 35 7 3 42 31 11 14 42 17 
50 7 35 25 70 59 39 14 70 11 
18 75 33 43 2 9 29 54 2 57 
49 8 34 24 69 58 38 13 69 10 
60 3 45 35 80 69 49 24 80 21 
55 2 40 30 75 64 44 19 75 16 
34 23 19 9 54 43 23 2 54 5 
37 20 22 12 57 46 26 1 57 2 
17 74 32 42 3 8 28 53 3 56 
59 2 44 34 79 68 48 23 79 20 

5 46 2 3 31 18 41 32 39 10 
23 74 30 31 3 46 13 60 11 38 
45 6 38 37 71 22 81 8 79 30 
22 73 29 30 4 45 14 59 12 37 
33 84 40 41 7 56 3 70 1 48 
28 79 35 36 2 51 8 65 6 43 
7 58 14 15 19 30 29 44 27 22 
10 61 17 18 16 33 26 47 24 25 
44 7 37 36 70 21 80 7 78 29 
32 83 39 40 6 55 4 69 2 47 

34 41 21 24 18 36 22 24 53 4 
62 13 49 52 46 64 6 52 81 24 
6 81 19 16 22 4 62 16 13 44 
61 14 48 51 45 63 5 51 80 23 
72 3 59 62 56 74 16 62 91 34 
67 8 54 57 51 69 11 57 86 29 
46 29 33 36 30 48 10 36 65 8 
49 26 36 39 33 51 7 39 68 11 
5 80 18 15 21 3 61 15 14 43 
71 4 58 61 55 73 15 61 90 33 

21 33 34 18 54 9 13 48 8 42 
49 61 62 46 82 19 15 76 36 14 
19 7 6 22 14 49 53 8 32 82 
48 60 61 45 81 18 14 75 35 15 
59 71 72 56 92 29 25 86 46 4 
54 66 67 51 87 24 20 81 41 9 
33 45 46 30 66 3 1 60 20 30 
36 48 49 33 69 6 2 63 23 27 
18 6 5 21 15 48 52 9 31 81 
58 70 71 55 91 28 24 85 45 5 

1 36 47 2 29 6 14 19 54 37 
29 8 75 30 1 22 42 9 82 65 
39 76 7 38 69 46 26 59 14 3 
28 9 74 29 2 21 41 8 81 64 
39 2 85 40 9 32 52 19 92 75 
34 3 80 35 4 27 47 14 87 70 
13 24 59 14 17 6 26 7 66 49 
16 21 62 17 14 9 29 4 69 52 
38 75 8 37 68 45 25 58 15 2 
38 1 84 39 8 31 51 18 91 74 

39 33 42 1 18 27 16 41 43 14 
11 5 14 29 46 1 12 69 71 14 
79 73 82 39 22 67 56 1 3 54 
12 6 15 28 45 0 11 68 70 13 
1 5 4 39 56 11 22 79 81 24 
6 0 9 34 51 6 17 74 76 19 
27 21 30 13 30 15 4 53 55 2 
