8 9 

50 95 62 16 4 71 47 16 
14 59 26 20 32 35 11 20 
16 61 28 18 30 37 13 18 
40 85 52 6 6 61 37 6 
37 8 25 71 83 16 40 71 
29 74 41 5 17 50 26 5 
35 80 47 1 11 56 32 1 
27 18 15 61 73 6 30 61 

44 12 64 20 37 32 32 30 
8 24 28 16 1 4 4 6 
10 22 30 14 3 2 2 4 
34 2 54 10 27 22 22 20 
43 75 23 67 50 55 55 57 
23 9 43 1 16 11 11 9 
29 3 49 5 22 17 17 15 
33 65 13 57 40 45 45 47 

55 21 2 90 29 53 93 3 
19 15 34 54 7 17 57 39 
21 13 32 56 5 19 59 37 
45 11 8 80 19 43 83 13 
32 66 85 3 58 34 6 90 
34 0 19 69 8 32 72 24 
40 6 13 75 14 38 78 18 
22 56 75 13 48 24 16 80 

58 13 45 90 83 50 41 88 
22 23 9 54 47 14 5 52 
24 21 11 56 49 16 7 54 
48 3 35 80 73 40 31 78 
29 74 42 3 4 37 46 1 
37 8 24 69 62 29 20 67 
43 2 30 75 68 35 26 73 
19 64 32 13 6 27 36 11 

67 22 10 76 33 64 62 62 
31 14 26 40 3 28 26 26 
33 12 24 42 1 30 28 28 
57 12 0 66 23 54 52 52 
20 65 77 11 54 23 25 25 
46 1 11 55 12 43 41 41 
52 7 5 61 18 49 47 47 
10 55 67 1 44 13 15 15 

63 43 66 23 6 66 48 28 
27 7 30 13 30 30 12 8 
29 9 32 11 28 32 14 6 
53 33 56 13 4 56 38 18 
24 44 21 64 81 21 39 59 
42 22 45 2 15 45 27 7 
48 28 51 8 9 51 33 13 
14 34 11 54 71 11 29 49 

29 80 14 76 33 89 37 25 
7 44 22 40 3 53 1 11 
5 46 20 42 1 55 3 9 
19 70 4 66 23 79 27 15 
58 7 73 11 54 2 50 62 
8 59 7 55 12 68 16 4 
14 65 1 61 18 74 22 10 
48 3 63 1 44 12 40 52 

50 22 26 39 41 36 64 20 
14 14 10 3 5 0 28 16 
16 12 8 5 7 2 30 14 
40 12 16 29 31 26 54 10 
37 65 61 48 46 51 23 67 
29 1 5 18 20 15 43 1 
35 7 11 24 26 21 49 5 
27 55 51 38 36 41 13 57 

6 38 14 30 13 18 18 20 
51 83 31 75 58 63 63 65 
18 50 2 42 25 30 30 32 
28 4 48 4 21 16 16 14 
40 8 60 16 33 28 28 26 
27 59 7 51 34 39 39 41 
3 35 17 27 10 15 15 17 
28 4 48 4 21 16 16 14 

5 29 48 40 21 3 43 53 
40 74 93 5 66 42 2 98 
7 41 60 28 33 9 31 65 
39 5 14 74 13 37 77 19 
51 17 2 86 25 49 89 7 
16 50 69 19 42 18 22 74 
8 26 45 43 18 6 46 50 
39 5 14 74 13 37 77 19 

8 37 5 40 33 0 9 38 
37 82 50 5 12 45 54 7 
4 49 17 28 21 12 21 26 
42 3 29 74 67 34 25 72 
54 9 41 86 79 46 37 84 
13 58 26 19 12 21 30 17 
11 34 2 43 36 3 6 41 
42 3 29 74 67 34 25 72 

17 28 40 26 17 14 12 12 
28 73 85 19 62 31 33 33 
5 40 52 14 29 2 0 0 
51 6 6 60 17 48 46 46 
63 18 6 72 29 60 58 58 
4 49 61 5 38 7 9 9 
20 25 37 29 14 17 15 15 
51 6 6 60 17 48 46 46 

13 7 16 27 44 16 2 22 
32 52 29 72 89 29 47 67 
1 19 4 39 56 4 14 34 
47 27 50 7 10 50 32 12 
59 39 62 19 2 62 44 24 
8 28 5 48 65 5 23 43 
16 4 19 24 41 19 1 19 
47 27 50 7 10 50 32 12 

21 30 36 26 17 39 13 25 
66 15 81 19 62 6 58 70 
33 18 48 14 29 27 25 37 
13 64 2 60 17 73 21 9 
25 76 10 72 29 85 33 21 
42 9 57 5 38 18 34 46 
18 33 33 29 14 42 10 22 
13 64 2 60 17 73 21 9 

0 28 24 11 9 14 14 30 
45 73 69 56 54 59 31 75 
12 40 36 23 21 26 2 42 
34 6 10 23 25 20 48 4 
46 18 22 35 37 32 60 16 
21 49 45 32 30 35 7 51 
3 25 21 8 6 11 17 27 
34 6 10 23 25 20 48 4 

11 23 42 46 15 9 49 47 
43 9 10 78 17 41 81 15 
9 43 62 26 35 11 29 67 
35 1 18 70 9 33 73 23 
18 16 35 53 8 16 56 40 
23 11 30 58 3 21 61 35 
23 11 30 58 3 21 61 35 
25 9 28 60 1 23 63 33 

14 31 1 46 39 6 3 44 
46 1 33 78 71 38 29 76 
6 51 19 26 19 14 23 24 
38 7 25 70 63 30 21 68 
21 24 8 53 46 13 4 51 
26 19 13 58 51 18 9 56 
26 19 13 58 51 18 9 56 
28 17 15 60 53 20 11 58 

23 22 34 32 11 20 18 18 
55 10 2 64 21 52 50 50 
3 42 54 12 31 0 2 2 
47 2 10 56 13 44 42 42 
30 15 27 39 4 27 25 25 
35 10 22 44 1 32 30 30 
35 10 22 44 1 32 30 30 
37 8 20 46 3 34 32 32 

19 1 22 21 38 22 4 16 
51 31 54 11 6 54 36 16 
1 21 2 41 58 2 16 36 
43 23 46 3 14 46 28 8 
26 6 29 14 31 29 11 9 
31 11 34 9 26 34 16 4 
31 11 34 9 26 34 16 4 
33 13 36 7 24 36 18 2 

15 36 30 32 11 45 7 19 
17 68 2 64 21 77 25 13 
35 16 50 12 31 25 27 39 
9 60 6 56 13 69 17 5 
8 43 23 39 4 52 0 12 
3 48 18 44 1 57 5 7 
3 48 18 44 1 57 5 7 
1 50 16 46 3 59 7 5 

6 22 18 5 3 8 20 24 
38 10 14 27 29 24 52 8 
14 42 38 25 23 28 0 44 
30 2 6 19 21 16 44 0 
13 15 11 2 4 1 27 17 
18 10 6 7 9 4 32 12 
18 10 6 7 9 4 32 12 
20 8 4 9 11 6 34 10 

3 42 10 35 28 5 14 33 
37 8 24 69 62 29 20 67 
56 11 43 88 81 48 39 86 
32 77 45 0 7 40 49 2 
29 16 16 61 54 21 12 59 
5 40 8 37 30 3 12 35 
35 80 48 3 10 43 52 5 
61 16 48 93 86 53 44 91 

12 33 45 21 22 9 7 7 
46 1 11 55 12 43 41 41 
65 20 8 74 31 62 60 60 
23 68 80 14 57 26 28 28 
38 7 19 47 4 35 33 33 
14 31 43 23 20 11 9 9 
26 71 83 17 60 29 31 31 
70 25 13 79 36 67 65 65 

8 12 11 32 49 11 7 27 
42 22 45 2 15 45 27 7 
61 41 64 21 4 64 46 26 
27 47 24 67 84 24 42 62 
34 14 37 6 23 37 19 1 
10 10 13 30 47 13 5 25 
30 50 27 70 87 27 45 65 
66 46 69 26 9 69 51 31 

26 25 41 21 22 34 18 30 
8 59 7 55 12 68 16 4 
27 78 12 74 31 87 35 23 
61 10 76 14 57 1 53 65 
0 51 15 47 4 60 8 4 
24 27 39 23 20 36 16 28 
64 13 79 17 60 4 56 68 
32 83 17 79 36 92 40 28 

5 33 29 16 14 19 9 35 
29 1 5 18 20 15 43 1 
48 20 24 37 39 34 62 18 
40 68 64 51 49 54 26 70 
21 7 3 10 12 7 35 9 
3 31 27 14 12 17 11 33 
43 71 67 54 52 57 29 73 
53 25 29 42 44 39 67 23 

9 36 48 18 25 6 4 4 
54 9 3 63 20 51 49 49 
22 23 35 31 12 19 17 17 
23 68 80 14 57 26 28 28 
16 61 73 7 50 19 21 21 
17 28 40 26 17 14 12 12 
26 19 31 35 8 23 21 21 
21 66 78 12 55 24 26 26 

5 15 8 35 52 8 10 30 
50 30 53 10 7 53 35 15 
18 2 21 22 39 21 3 17 
27 47 24 67 84 24 42 62 
20 40 17 60 77 17 35 55 
13 7 16 27 44 16 2 22 
22 2 25 18 35 25 7 13 
25 45 22 65 82 22 40 60 

29 22 44 18 25 31 21 33 
16 67 1 63 20 76 24 12 
16 35 31 31 12 44 8 20 
61 10 76 14 57 1 53 65 
54 3 69 7 50 6 46 58 
21 30 36 26 17 39 13 25 
12 39 27 35 8 48 4 16 
59 8 74 12 55 1 51 63 

8 36 32 19 17 22 6 38 
37 9 13 26 28 23 51 7 
5 23 19 6 4 9 19 25 
40 68 64 51 49 54 26 70 
33 61 57 44 42 47 19 63 
0 28 24 11 9 14 14 30 
9 19 15 2 0 5 23 21 
38 66 62 49 47 52 24 68 

4 24 1 44 61 1 19 39 
41 21 44 1 16 44 26 6 
