18 18 

2 23 48 42 55 55 32 19 27 31 10 57 41 15 10 25 8 7 
14 7 32 26 39 39 16 3 11 15 26 41 25 1 26 9 8 23 
53 32 7 13 0 0 23 36 28 24 65 2 14 40 65 30 47 62 
9 12 37 31 44 44 21 8 16 20 21 46 30 4 21 14 3 18 
20 1 26 20 33 33 10 3 5 9 32 35 19 7 32 3 14 29 
60 39 14 20 7 7 30 43 35 31 72 5 21 47 72 37 54 69 
11 32 57 51 64 64 41 28 36 40 1 66 50 24 1 34 17 2 
23 44 69 63 76 76 53 40 48 52 11 78 62 36 11 46 29 14 
2 19 44 38 51 51 28 15 23 27 14 53 37 11 14 21 4 11 
34 13 12 6 19 19 4 17 9 5 46 21 5 21 46 11 28 43 
10 31 56 50 63 63 40 27 35 39 2 65 49 23 2 33 16 1 
16 37 62 56 69 69 46 33 41 45 4 71 55 29 4 39 22 7 
10 31 56 50 63 63 40 27 35 39 2 65 49 23 2 33 16 1 
6 15 40 34 47 47 24 11 19 23 18 49 33 7 18 17 0 15 
50 29 4 10 3 3 20 33 25 21 62 5 11 37 62 27 44 59 
24 45 70 64 77 77 54 41 49 53 12 79 63 37 12 47 30 15 
29 8 17 11 24 24 1 12 4 0 41 26 10 16 41 6 23 38 
7 14 39 33 46 46 23 10 18 22 19 48 32 6 19 16 1 16 

20 7 57 6 23 1 55 35 47 20 22 31 14 35 1 41 53 3 
36 23 41 10 39 17 39 19 31 36 6 15 30 19 17 25 37 13 
75 62 2 49 78 56 0 20 8 75 33 24 69 20 56 14 2 52 
31 18 46 5 34 12 44 24 36 31 11 20 25 24 12 30 42 8 
42 29 35 16 45 23 33 13 25 42 0 9 36 13 23 19 31 19 
82 69 5 56 85 63 7 27 15 82 40 31 76 27 63 21 9 59 
11 2 66 15 14 8 64 44 56 11 31 40 5 44 8 50 62 12 
1 14 78 27 2 20 76 56 68 1 43 52 7 56 20 62 74 24 
24 11 53 2 27 5 51 31 43 24 18 27 18 31 5 37 49 1 
56 43 21 30 59 37 19 1 11 56 14 5 50 1 37 5 17 33 
12 1 65 14 15 7 63 43 55 12 30 39 6 43 7 49 61 11 
6 7 71 20 9 13 69 49 61 6 36 45 0 49 13 55 67 17 
12 1 65 14 15 7 63 43 55 12 30 39 6 43 7 49 61 11 
