12 8 

37 14 23 9 52 33 55 87 22 61 7 84 
43 20 29 15 58 39 61 93 28 67 1 90 
33 10 19 5 48 29 51 83 18 57 11 80 
35 58 49 63 20 39 17 15 50 11 79 12 
9 14 5 19 24 5 27 59 6 33 35 56 
36 59 50 64 21 40 18 14 51 12 80 11 
14 37 28 42 1 18 4 36 29 10 58 33 
29 52 43 57 14 33 11 21 44 5 73 18 
43 20 29 15 58 39 61 93 28 67 1 90 
20 43 34 48 5 24 2 30 35 4 64 27 
34 11 20 6 49 30 52 84 19 58 10 81 
48 71 62 76 33 52 30 2 63 24 92 1 

60 80 18 56 14 23 33 2 3 86 21 55 
66 86 24 62 20 29 39 8 9 92 27 61 
56 76 14 52 10 19 29 2 1 82 17 51 
12 8 54 16 58 49 39 70 69 14 51 17 
32 52 10 28 14 5 5 26 25 58 7 27 
13 7 55 17 59 50 40 71 70 13 52 18 
9 29 33 5 37 28 18 49 48 35 30 4 
6 14 48 10 52 43 33 64 63 20 45 11 
66 86 24 62 20 29 39 8 9 92 27 61 
3 23 39 1 43 34 24 55 54 29 36 2 
57 77 15 53 11 20 30 1 0 83 18 52 
25 5 67 29 71 62 52 83 82 1 64 30 

20 17 47 89 60 4 4 16 89 15 52 15 
26 23 53 95 66 2 2 22 95 21 58 21 
16 13 43 85 56 8 8 12 85 11 48 11 
52 55 25 17 12 76 76 56 17 57 20 57 
8 11 19 61 32 32 32 12 61 13 24 13 
53 56 26 16 13 77 77 57 16 58 21 58 
31 34 4 38 9 55 55 35 38 36 1 36 
46 49 19 23 6 70 70 50 23 51 14 51 
26 23 53 95 66 2 2 22 95 21 58 21 
37 40 10 32 3 61 61 41 32 42 5 42 
17 14 44 86 57 7 7 13 86 12 49 12 
65 68 38 4 25 89 89 69 4 70 33 70 

4 27 37 26 62 20 29 81 4 25 58 14 
10 33 43 32 68 26 35 87 2 31 64 20 
0 23 33 22 58 16 25 77 8 21 54 10 
68 45 35 46 10 52 43 9 76 47 14 58 
24 1 9 2 34 8 1 53 32 3 30 14 
69 46 36 47 11 53 44 8 77 48 15 59 
47 24 14 25 11 31 22 30 55 26 7 37 
62 39 29 40 4 46 37 15 70 41 8 52 
10 33 43 32 68 26 35 87 2 31 64 20 
53 30 20 31 5 37 28 24 61 32 1 43 
1 24 34 23 59 17 26 78 7 22 55 11 
81 58 48 59 23 65 56 4 89 60 27 71 

63 53 26 29 3 57 56 6 27 30 5 26 
69 59 32 35 9 63 62 0 33 36 11 32 
59 49 22 25 1 53 52 10 23 26 1 22 
9 19 46 43 69 15 16 78 45 42 67 46 
35 25 2 1 25 29 28 34 1 2 23 2 
10 20 47 44 70 16 17 79 46 43 68 47 
12 2 25 22 48 6 5 57 24 21 46 25 
3 13 40 37 63 9 10 72 39 36 61 40 
69 59 32 35 9 63 62 0 33 36 11 32 
6 4 31 28 54 0 1 63 30 27 52 31 
60 50 23 26 0 54 53 9 24 27 2 23 
22 32 59 56 82 28 29 91 58 55 80 59 

23 13 78 8 1 27 5 86 3 85 14 47 
29 19 84 14 7 33 1 92 3 91 20 53 
19 9 74 4 3 23 9 82 7 81 10 43 
49 59 6 64 71 45 77 14 75 13 58 25 
5 15 50 20 27 1 33 58 31 57 14 19 
50 60 5 65 72 46 78 13 76 12 59 26 
28 38 27 43 50 24 56 35 54 34 37 4 
43 53 12 58 65 39 71 20 69 19 52 19 
29 19 84 14 7 33 1 92 3 91 20 53 
34 44 21 49 56 30 62 29 60 28 43 10 
20 10 75 5 2 24 8 83 6 82 11 44 
62 72 7 77 84 58 90 1 88 0 71 38 

56 73 68 64 4 9 84 80 58 3 54 10 
62 79 74 70 2 3 90 86 64 9 60 16 
52 69 64 60 8 13 80 76 54 1 50 6 
16 1 4 8 76 81 12 8 14 69 18 62 
28 45 40 36 32 37 56 52 30 25 26 18 
