19 9 

39 11 94 30 89 61 75 26 83 
92 8 44 57 90 61 8 44 67 
65 68 89 31 60 24 12 57 48 
4 57 44 30 8 82 83 73 59 
22 8 24 68 92 61 85 50 79 
42 41 70 36 73 74 69 19 65 
40 45 68 73 59 25 13 43 59 
42 6 23 44 7 23 72 59 65 
59 8 66 33 85 73 52 88 34 
53 53 58 10 67 96 53 2 61 
96 7 65 16 10 92 42 66 59 
24 80 11 45 59 52 90 72 88 
60 61 4 49 1 75 12 21 37 
27 78 1 56 70 25 42 85 6 
95 54 3 77 90 7 10 93 4 
34 30 65 68 42 22 44 73 93 
54 3 21 80 80 31 37 92 23 
98 31 81 61 27 99 30 4 22 
4 98 61 48 36 70 92 43 30 
