12 15 

52 17 71 29 53 39 81 76 55 84 46 69 82 94 8 
60 67 22 31 9 71 61 4 89 35 3 88 83 71 93 
85 50 21 47 88 45 94 30 29 22 55 86 28 37 69 
62 6 6 33 75 90 43 19 76 71 88 99 56 18 83 
61 21 80 92 23 91 88 58 91 28 10 24 56 87 83 
45 94 0 95 77 67 31 79 25 46 45 31 85 92 69 
41 19 97 48 79 91 43 40 7 37 81 14 92 52 22 
52 16 43 20 19 24 28 21 78 90 84 63 35 54 72 
42 0 13 14 84 57 84 4 96 44 30 56 93 37 57 
12 68 57 76 76 27 36 50 13 71 86 64 3 77 44 
54 18 84 28 38 96 86 67 99 59 92 43 72 50 2 
8 50 21 30 33 91 30 22 42 72 92 5 84 2 1 
