20 9 

77 70 46 81 35 23 80 97 19 
87 63 99 54 8 0 51 22 58 
54 16 80 12 5 17 23 34 74 
79 39 10 36 69 32 59 84 60 
1 20 55 18 26 22 57 44 63 
5 81 90 33 31 24 34 52 29 
32 62 30 48 17 27 96 87 31 
60 57 64 91 80 56 11 49 51 
11 1 85 35 25 19 60 4 60 
52 33 0 42 8 43 18 12 69 
74 66 7 75 2 33 75 44 41 
87 59 96 6 58 49 2 49 35 
30 13 43 48 99 1 60 59 94 
27 7 87 70 27 51 26 17 58 
29 56 60 18 14 82 41 28 62 
34 24 52 19 53 80 62 37 0 
43 83 96 91 35 22 9 28 87 
38 31 51 27 14 12 34 70 90 
85 26 42 20 36 1 75 31 9 
31 85 40 57 75 25 99 0 20 
