20 16 

21 86 23 77 38 55 24 78 27 20 40 36 42 64 17 51 
64 53 25 41 40 99 57 66 65 5 83 82 8 13 75 9 
59 54 22 86 51 74 96 20 21 94 12 31 69 43 70 79 
47 92 12 66 77 67 8 76 52 19 4 82 37 49 88 6 
2 68 43 87 35 12 11 24 65 75 87 38 44 11 68 19 
96 63 48 17 87 51 44 81 95 54 76 58 79 79 60 8 
32 19 34 56 79 16 11 38 67 72 74 22 3 78 4 15 
25 12 66 49 55 28 93 76 8 74 24 18 11 93 40 49 
95 42 49 14 7 96 99 74 29 94 46 17 19 38 79 51 
50 83 60 32 67 79 78 70 61 77 98 57 31 19 36 12 
67 12 45 23 77 64 14 78 17 18 71 84 64 61 49 76 
27 8 19 44 73 66 39 68 42 53 32 9 83 74 7 17 
69 46 6 9 71 58 42 76 45 6 26 85 70 44 59 1 
81 76 11 18 54 2 25 10 81 82 47 4 59 75 80 97 
7 81 71 69 88 50 86 97 16 44 17 30 5 46 11 65 
93 83 55 66 77 2 87 84 71 73 54 91 62 76 17 26 
93 43 84 78 99 41 0 6 40 57 7 9 3 8 44 75 
25 26 10 26 26 10 68 98 14 12 20 1 68 54 1 32 
20 25 49 19 38 56 82 31 42 65 35 15 23 75 33 94 
92 13 49 6 9 14 56 37 90 26 79 19 2 36 23 82 
